nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;1.8;80;20;0.0906218;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;1.8;120;10;0.0371658;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;1.8;120;20;0.0917727;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;2.1;80;10;0.0367175;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;2.1;80;20;0.0886051;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;2.1;120;10;0.0369507;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;2;2.1;120;20;0.0906292;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;1.8;80;10;0.0392509;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;1.8;80;20;0.0923942;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;1.8;120;10;0.0381554;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;1.8;120;20;0.0918325;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;2.1;80;10;0.0370574;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;2.1;80;20;0.0902178;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;2.1;120;10;0.0377319;NA;NA;0.97952;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;4;2.1;120;20;0.0882558;NA;NA;3.58464;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;1.8;80;10;0.348241;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;1.8;80;20;1.22655;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;1.8;120;10;0.242119;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;1.8;120;20;0.862196;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;2.1;80;10;0.292558;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;2.1;80;20;1.17657;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;2.1;120;10;0.235465;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;2;2.1;120;20;0.846552;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;1.8;80;10;0.327931;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;1.8;80;20;1.28131;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;1.8;120;10;0.237303;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;1.8;120;20;0.812347;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;2.1;80;10;0.320771;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;2.1;80;20;1.22925;NA;NA;0.2278;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;2.1;120;10;0.222238;NA;NA;0.0631;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;4;2.1;120;20;3.91493;NA;NA;0.2278;NA
