comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.43;231;1;256;1;0;4;8192;1;0;0.006720;0.012295;0.004170;0.030653;0.030652;0.13;115;75
1.48;232;1;256;1;0;4;8192;1;1;.001237;0.023844;.003856;.005101;.005101;1.48;232;99
1.40;229;1;256;1;0;4;12288;0;0;0.010595;NA;0.026486;0.052849;0.052849;0.14;147;81
1.44;231;1;256;1;0;4;12288;0;1;.001957;NA;.008728;.011165;.011164;1.44;231;99
1.48;230;1;256;1;0;4;12288;1;0;0.010216;0.017495;0.006703;0.040067;0.040066;0.17;171;73
1.47;230;1;256;1;0;4;12288;1;1;.001963;0.019063;.006194;.008297;.008297;1.47;230;99
1.42;229;1;256;1;0;4;16384;0;0;0.014787;NA;0.040242;0.074590;0.074589;0.20;194;78
1.42;229;1;256;1;0;4;16384;0;1;.002615;NA;.010063;.013739;.013739;1.42;229;99
1.48;230;1;256;1;0;4;16384;1;0;0.014163;0.026356;0.009190;0.047203;0.047202;0.22;226;63
1.41;231;1;256;1;0;4;16384;1;1;.002553;0.057071;.008511;.010273;.010273;1.41;231;99
1.44;230;1;256;1;0;4;20480;0;0;0.018536;NA;0.053183;0.101089;0.101088;0.24;242;78
1.43;230;1;256;1;0;4;20480;0;1;.003375;NA;.013394;.017691;.017690;1.43;230;99
1.48;230;1;256;1;0;4;20480;1;0;0.017599;0.034616;0.011322;0.071102;0.071101;0.27;282;72
1.47;231;1;256;1;0;4;20480;1;1;.003163;0.036057;.010492;.041181;.041181;1.47;231;99
1.45;230;1;256;1;0;4;24576;0;0;0.021686;NA;0.064188;0.117858;0.117857;0.27;290;79
1.42;230;1;256;1;0;4;24576;0;1;.004059;NA;.016485;.021609;.021609;1.42;230;99
1.45;231;1;256;1;0;4;24576;1;0;0.021611;0.042531;0.014655;0.087620;0.087619;0.32;338;68
1.48;231;1;256;1;0;4;24576;1;1;.003914;0.046666;.013070;.015598;.015598;1.48;231;99
1.42;229;1;256;1;0;4;28672;0;0;0.025677;NA;0.074429;0.135302;0.135301;0.31;338;79
1.44;230;1;256;1;0;4;28672;0;1;.004781;NA;.017257;.024877;.024877;1.44;230;99
1.47;232;1;256;1;0;4;28672;1;0;0.023058;0.051335;0.017865;0.092009;0.092008;0.37;394;71
1.41;231;1;256;1;0;4;28672;1;1;.004864;0.053058;.012240;.017561;.017561;1.41;231;100
1.39;229;1;256;1;0;4;32768;0;0;0.028595;NA;0.087349;0.143896;0.143895;0.34;385;83
1.40;229;1;256;1;0;4;32768;0;1;.005733;NA;.020040;.029245;.029245;1.40;229;99
1.46;230;1;256;1;0;4;32768;1;0;0.028405;0.060279;0.020711;0.098144;0.098143;0.41;449;72
1.48;231;1;256;1;0;4;32768;1;1;.005466;0.064390;.015231;.046236;.046236;1.48;231;99
1.41;234;1;256;1;0;4;36864;0;0;0.033829;NA;0.096673;0.174038;0.174037;0.40;433;80
1.45;230;1;256;1;0;4;36864;0;1;.006322;NA;.025054;.032682;.032682;1.45;230;100
1.48;232;1;256;1;0;4;36864;1;0;0.032687;0.067614;0.031837;0.113069;0.113068;0.48;505;72
1.44;231;1;256;1;0;4;36864;1;1;.006176;0.073476;.017907;.021320;.021320;1.44;231;100
1.44;230;1;256;1;0;4;40960;0;0;0.038319;NA;0.107866;0.183007;0.183006;0.43;481;81
1.42;229;1;256;1;0;4;40960;0;1;.007176;NA;.026612;.036126;.036126;1.42;229;99
1.46;230;1;256;1;0;4;40960;1;0;0.037508;0.077442;0.026520;0.147665;0.147665;0.53;561;69
1.47;231;1;256;1;0;4;40960;1;1;.007116;0.081315;.019860;.024792;.024791;1.47;231;99
