nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;33759;33759;33759;NA;NA;300564;102367;3;240;33;0.327644;NA;NA;9.65181;NA;9.65181;2180;0.0179713;0.008712;1089;0.419676;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;3;0.0178543;NA;NA;0.079767;NA;0.079767;20;0.00040668;7.2e-05;9;0.00415351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;6;0.0256572;NA;NA;0.319068;NA;0.319068;74;0.00085089;0.000288;36;0.0151258;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;9;0.0376944;NA;NA;0.717903;NA;0.717903;164;0.00176171;0.000648;81;0.0317141;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;12;0.0563566;NA;NA;1.27627;NA;1.27627;290;0.00301571;0.001152;144;0.0588998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;15;0.0761529;NA;NA;1.99417;NA;1.99417;452;0.00398833;0.0018;225;0.0875101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;18;0.102048;NA;NA;2.87161;NA;2.87161;650;0.00579875;0.002592;324;0.122982;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;21;0.137548;NA;NA;3.90858;NA;3.90858;884;0.00746401;0.003528;441;0.170922;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;24;0.17632;NA;NA;5.10509;NA;5.10509;1154;0.00995895;0.004608;576;0.224454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;27;0.224533;NA;NA;6.46113;NA;6.46113;1460;0.0136663;0.005832;729;0.290404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;30;0.276149;NA;NA;7.9767;NA;7.9767;1802;0.0159054;0.0072;900;0.352038;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;180;33;0.336635;NA;NA;9.65181;NA;9.65181;2180;0.0191939;0.008712;1089;0.43331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;3;0.0171141;NA;NA;0.079767;NA;0.079767;20;0.000261522;7.2e-05;9;0.00381167;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;6;0.0247166;NA;NA;0.319068;NA;0.319068;74;0.000664072;0.000288;36;0.0139111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;9;0.0358653;NA;NA;0.717903;NA;0.717903;164;0.00129079;0.000648;81;0.0296182;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;12;0.0574132;NA;NA;1.27627;NA;1.27627;290;0.00305561;0.001152;144;0.0597579;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;15;0.0794884;NA;NA;1.99417;NA;1.99417;452;0.00400761;0.0018;225;0.0924998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;18;0.10619;NA;NA;2.87161;NA;2.87161;650;0.00565799;0.002592;324;0.130018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;21;0.133552;NA;NA;3.90858;NA;3.90858;884;0.00694693;0.003528;441;0.16602;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;24;0.175078;NA;NA;5.10509;NA;5.10509;1154;0.00968678;0.004608;576;0.223926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;27;0.218182;NA;NA;6.46113;NA;6.46113;1460;0.0118912;0.005832;729;0.282258;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;30;0.271962;NA;NA;7.9767;NA;7.9767;1802;0.0149989;0.0072;900;0.348614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;140;33;0.326726;NA;NA;9.65181;NA;9.65181;2180;0.0183153;0.008712;1089;0.419662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;3;0.0167135;NA;NA;0.079767;NA;0.079767;20;0.000277345;7.2e-05;9;0.00327104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;6;0.0257163;NA;NA;0.319068;NA;0.319068;74;0.000933411;0.000288;36;0.0150847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;9;0.036805;NA;NA;0.717903;NA;0.717903;164;0.00139534;0.000648;81;0.0315742;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;12;0.0553643;NA;NA;1.27627;NA;1.27627;290;0.00283449;0.001152;144;0.0567467;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;15;0.0737948;NA;NA;1.99417;NA;1.99417;452;0.0035255;0.0018;225;0.0829482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;18;0.104917;NA;NA;2.87161;NA;2.87161;650;0.00565093;0.002592;324;0.126257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;21;0.132197;NA;NA;3.90858;NA;3.90858;884;0.0069374;0.003528;441;0.166027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;24;0.180439;NA;NA;5.10509;NA;5.10509;1154;0.0111008;0.004608;576;0.232188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;27;0.225394;NA;NA;6.46113;NA;6.46113;1460;0.0133499;0.005832;729;0.290696;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;30;0.27406;NA;NA;7.9767;NA;7.9767;1802;0.0153786;0.0072;900;0.352265;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;100;33;0.329334;NA;NA;9.65181;NA;9.65181;2180;0.0170403;0.008712;1089;0.424918;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;3;0.0178607;NA;NA;0.079767;NA;0.079767;20;0.000468297;7.2e-05;9;0.00438146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;6;0.0254139;NA;NA;0.319068;NA;0.319068;74;0.000906032;0.000288;36;0.0142351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;9;0.0395873;NA;NA;0.717903;NA;0.717903;164;0.001812;0.000648;81;0.0347126;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;12;0.0731052;NA;NA;1.27627;NA;1.27627;290;0.00263019;0.001152;144;0.0919287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;15;0.0804755;NA;NA;1.99417;NA;1.99417;452;0.00361161;0.0018;225;0.0852939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;18;0.126799;NA;NA;2.87161;NA;2.87161;650;0.00600239;0.002592;324;0.137151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;21;0.136626;NA;NA;3.90858;NA;3.90858;884;0.00681523;0.003528;441;0.172735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;24;0.215958;NA;NA;5.10509;NA;5.10509;1154;0.0104381;0.004608;576;0.26131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;27;0.235721;NA;NA;6.46113;NA;6.46113;1460;0.0117251;0.005832;729;0.295979;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;30;0.320791;NA;NA;7.9767;NA;7.9767;1802;0.0167876;0.0072;900;0.407181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;60;33;0.350376;NA;NA;9.65181;NA;9.65181;2180;0.0202393;0.008712;1089;0.461504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;3;0.0182206;NA;NA;0.079767;NA;0.079767;20;0.000369839;7.2e-05;9;0.00450614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;6;0.0267713;NA;NA;0.319068;NA;0.319068;74;0.00104211;0.000288;36;0.017586;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;9;0.0388335;NA;NA;0.717903;NA;0.717903;164;0.00173535;0.000648;81;0.0342795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;12;0.05637;NA;NA;1.27627;NA;1.27627;290;0.00273247;0.001152;144;0.0593374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;15;0.0766007;NA;NA;1.99417;NA;1.99417;452;0.00386718;0.0018;225;0.0862799;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;18;0.103659;NA;NA;2.87161;NA;2.87161;650;0.00531677;0.002592;324;0.125215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;21;0.140032;NA;NA;3.90858;NA;3.90858;884;0.00761634;0.003528;441;0.176441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;24;0.171131;NA;NA;5.10509;NA;5.10509;1154;0.00908421;0.004608;576;0.220729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;27;0.232015;NA;NA;6.46113;NA;6.46113;1460;0.0140872;0.005832;729;0.297991;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;30;0.278908;NA;NA;7.9767;NA;7.9767;1802;0.0161528;0.0072;900;0.35689;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;240;33;0.346404;NA;NA;9.65181;NA;9.65181;2180;0.020351;0.008712;1089;0.449817;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
