comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.71          216                1                  256       1         0         2         20             8192        0           1           .002290      NA          .016050           .201143             .201143            1.71                 216           99
1.54          215                1                  256       1         0         2         20             40960       0           0           0.072589     NA          0.377894          3.135354            3.135353           3.58                 721           20
1.70          215                1                  256       1         0         2         20             40960       0           1           .012944      NA          .070915           .524976             .524975            1.70                 215           99
1.83          215                1                  256       1         0         2         40             4096        0           0           0.006593     NA          0.047813          1.874651            1.874650           2.04                 75            4
1.69          215                1                  256       1         0         2         40             4096        0           1           .001120      NA          .009859           .312813             .312813            1.69                 215           100
1.54          215                1                  256       1         0         2         40             8192        0           0           0.020304     NA          0.099597          2.403428            2.403426           2.60                 147           7
1.51          214                1                  256       1         0         2         40             8192        0           1           .002194      NA          .017497           .385907             .385907            1.51                 214           99
1.71          214                1                  256       1         0         2         40             40960       0           0           0.068678     NA          0.407250          6.031827            6.031826           6.55                 721           10
1.69          214                1                  256       1         0         2         40             40960       0           1           .012685      NA          .068549           1.001138            1.001138           1.69                 214           99
1.54          215                1                  256       1         0         2         60             4096        0           0           0.009276     NA          0.056074          2.977506            2.977505           3.19                 75            3
1.60          215                1                  256       1         0         2         60             4096        0           1           .001075      NA          .008336           .469647             .469647            1.60                 215           100
1.68          215                1                  256       1         0         2         60             8192        0           0           0.017665     NA          0.105739          3.507424            3.507423           3.76                 147           4
1.56          215                1                  256       1         0         2         60             8192        0           1           .002152      NA          .014722           .569551             .569551            1.56                 215           99
1.67          215                1                  256       1         0         2         60             40960       0           0           0.075809     NA          0.401170          8.858759            8.858758           9.43                 721           8
1.71          215                1                  256       1         0         2         60             40960       0           1           .012771      NA          .068664           1.462581            1.462581           1.71                 215           100
1.51          215                1                  256       1         0         2         80             4096        0           0           0.009885     NA          0.060435          3.796098            3.796096           4.07                 75            2
1.68          216                1                  256       1         0         2         80             4096        0           1           .001113      NA          .008147           .627216             .627216            1.68                 216           99
1.47          215                1                  256       1         0         2         80             8192        0           0           0.020406     NA          0.114313          4.813828            4.813827           5.12                 147           3
