comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;226;1;64;1;0;4;7168;1;0;0.005006;0.012703;0.004224;0.015983;0.015982;0.06;28;73
1.41;225;1;64;1;0;4;7680;0;0;0.005731;NA;0.019448;0.029544;0.029543;0.05;26;82
1.44;227;1;64;1;0;4;7680;1;0;0.005162;0.013669;0.004206;0.016722;0.016722;0.06;30;76
1.44;227;1;64;1;0;4;8192;0;0;0.006325;NA;0.019498;0.028834;0.028834;0.06;27;81
1.45;226;1;64;1;0;4;8192;1;0;0.005415;0.013725;0.004525;0.017770;0.017769;0.06;31;78
1.44;229;1;128;1;0;4;512;0;0;0.000602;NA;0.002900;0.005930;0.005928;0.02;6;66
1.48;232;1;128;1;0;4;512;1;0;0.000609;0.000986;0.000641;0.002797;0.002797;0.02;7;63
1.46;231;1;128;1;0;4;1024;0;0;0.001285;NA;0.005177;0.008483;0.008482;0.01;9;84
1.48;230;1;128;1;0;4;1024;1;0;0.001605;0.003304;0.001019;0.005180;0.005178;0.02;10;75
1.44;229;1;128;1;0;4;1536;0;0;0.001329;NA;0.006181;0.011110;0.011109;0.02;12;72
1.49;231;1;128;1;0;4;1536;1;0;0.001349;0.003740;0.001836;0.007402;0.007401;0.03;14;65
1.45;229;1;128;1;0;4;2048;0;0;0.002508;NA;0.008991;0.012882;0.012882;0.04;15;75
1.49;231;1;128;1;0;4;2048;1;0;0.002334;0.005130;0.002579;0.008423;0.008422;0.03;17;81
1.46;231;1;128;1;0;4;2560;0;0;0.003204;NA;0.012091;0.017349;0.017348;0.04;18;85
1.45;231;1;128;1;0;4;2560;1;0;0.002646;0.007924;0.002555;0.010009;0.010009;0.05;21;75
1.43;230;1;128;1;0;4;3072;0;0;0.003425;NA;0.013908;0.018294;0.018293;0.04;21;86
1.48;231;1;128;1;0;4;3072;1;0;0.003654;0.007734;0.003789;0.013919;0.013918;0.05;24;77
1.46;229;1;128;1;0;4;3584;0;0;0.001819;NA;0.009122;0.019676;0.019675;0.04;24;61
1.49;232;1;128;1;0;4;3584;1;0;0.003877;0.009706;0.003355;0.014932;0.014932;0.06;28;72
1.45;230;1;128;1;0;4;4096;0;0;0.004779;NA;0.016885;0.027155;0.027154;0.06;27;82
1.49;231;1;128;1;0;4;4096;1;0;0.004438;0.009223;0.004132;0.016069;0.016068;0.06;31;76
1.43;230;1;128;1;0;4;4608;0;0;0.005131;NA;0.017451;0.025702;0.025701;0.06;30;85
1.48;232;1;128;1;0;4;4608;1;0;0.004960;0.010939;0.004736;0.016882;0.016882;0.07;35;77
1.44;230;1;128;1;0;4;5120;0;0;0.005480;NA;0.019550;0.027629;0.027628;0.07;33;85
1.49;231;1;128;1;0;4;5120;1;0;0.005381;0.011140;0.002245;0.017100;0.017100;0.07;38;77
1.47;230;1;128;1;0;4;5632;0;0;0.006362;NA;0.020881;0.030865;0.030865;0.08;36;81
1.49;231;1;128;1;0;4;5632;1;0;0.005994;0.013376;0.004788;0.018524;0.018524;0.09;42;75
1.45;230;1;128;1;0;4;6144;0;0;0.006665;NA;0.013837;0.026418;0.026417;0.08;39;80
1.47;230;1;128;1;0;4;6144;1;0;0.006499;0.007493;0.002995;0.020907;0.020906;0.09;45;70
1.44;229;1;128;1;0;4;6656;0;0;0.003556;NA;0.015169;0.029923;0.029922;0.08;42;59
1.47;231;1;128;1;0;4;6656;1;0;0.006084;0.007178;0.003062;0.022903;0.022902;0.09;49;71
1.44;231;1;128;1;0;4;7168;0;0;0.005646;NA;0.015365;0.031942;0.031941;0.09;45;76
1.46;230;1;128;1;0;4;7168;1;0;0.005700;0.007297;0.003125;0.022310;0.022309;0.09;52;75
1.44;229;1;128;1;0;4;7680;0;0;0.004954;NA;0.017599;0.033991;0.033990;0.09;48;81
1.48;231;1;128;1;0;4;7680;1;0;0.004822;0.007747;0.003434;0.022310;0.022310;0.09;56;78
1.45;230;1;128;1;0;4;8192;0;0;0.004675;NA;0.017720;0.033248;0.033247;0.09;51;74
1.49;230;1;128;1;0;4;8192;1;0;0.004216;0.007560;0.003360;0.023522;0.023521;0.10;59;73
1.43;230;1;256;1;0;4;512;0;0;0.001065;NA;0.005576;0.008192;0.008191;0.02;9;72
1.44;232;1;256;1;0;4;512;1;0;0.001120;0.002570;0.001207;0.003750;0.003749;0.01;10;78
1.40;229;1;256;1;0;4;1024;0;0;0.002059;NA;0.007834;0.012233;0.012233;0.02;15;82
1.43;232;1;256;1;0;4;1024;1;0;0.002131;0.004415;0.002582;0.007488;0.007487;0.03;17;81
1.39;230;1;256;1;0;4;1536;0;0;0.001660;NA;0.008450;0.015158;0.015156;0.04;21;63
1.44;231;1;256;1;0;4;1536;1;0;0.002641;0.006331;0.002250;0.010950;0.010949;0.04;24;72
1.41;230;1;256;1;0;4;2048;0;0;0.003837;NA;0.014411;0.019875;0.019874;0.04;27;87
1.46;231;1;256;1;0;4;2048;1;0;0.003712;0.007049;0.003368;0.014984;0.014984;0.06;31;71
1.43;230;1;256;1;0;4;2560;0;0;0.004593;NA;0.016849;0.022981;0.022980;0.05;35;89
1.44;231;1;256;1;0;4;2560;1;0;0.004487;0.009001;0.003501;0.015937;0.015937;0.07;38;71
1.41;229;1;256;1;0;4;3072;0;0;0.005651;NA;0.015316;0.026429;0.026428;0.07;39;80
1.45;231;1;256;1;0;4;3072;1;0;0.005789;0.009785;0.004151;0.020190;0.020190;0.08;45;70
1.42;230;1;256;1;0;4;3584;0;0;0.006647;NA;0.015317;0.029746;0.029745;0.07;45;80
1.45;231;1;256;1;0;4;3584;1;0;0.004981;0.011269;0.004744;0.019277;0.019277;0.09;52;61
1.42;229;1;256;1;0;4;4096;0;0;0.006179;NA;0.015876;0.031940;0.031939;0.09;51;76
1.45;231;1;256;1;0;4;4096;1;0;0.006332;0.005964;0.002880;0.016852;0.016851;0.09;59;76
1.44;230;1;256;1;0;4;4608;0;0;0.005332;NA;0.012804;0.030717;0.030716;0.08;57;79
1.46;231;1;256;1;0;4;4608;1;0;0.005522;0.006272;0.003133;0.021709;0.021709;0.10;66;73
1.41;230;1;256;1;0;4;5120;0;0;0.007093;NA;0.019373;0.037322;0.037321;0.10;63;71
1.41;231;1;256;1;0;4;5120;1;0;0.004699;0.006801;0.003142;0.025781;0.025781;0.10;73;76
1.43;229;1;256;1;0;4;5632;0;0;0.005676;NA;0.021025;0.045840;0.045839;0.10;69;75
1.43;231;1;256;1;0;4;5632;1;0;0.004813;0.007830;0.003767;0.025665;0.025665;0.10;80;77
1.42;229;1;256;1;0;4;6144;0;0;0.005253;NA;0.023361;0.042176;0.042175;0.10;75;72
1.46;230;1;256;1;0;4;6144;1;0;0.004797;0.008614;0.004150;0.028391;0.028391;0.11;87;75
1.44;230;1;256;1;0;4;6656;0;0;0.005725;NA;0.018863;0.049031;0.049030;0.12;81;70
1.45;232;1;256;1;0;4;6656;1;0;0.005438;0.010099;0.004229;0.030205;0.030205;0.12;94;76
1.43;229;1;256;1;0;4;7168;0;0;0.005856;NA;0.026312;0.049166;0.049165;0.12;87;78
1.47;230;1;256;1;0;4;7168;1;0;0.005688;0.010042;0.004156;0.032111;0.032110;0.12;101;75
1.43;231;1;256;1;0;4;7680;0;0;0.006000;NA;0.034874;0.047971;0.047970;0.12;93;84
1.46;231;1;256;1;0;4;7680;1;0;0.005941;0.011009;0.004623;0.035258;0.035258;0.13;108;75
1.42;230;1;256;1;0;4;8192;0;0;0.007095;NA;0.028480;0.053367;0.053366;0.13;99;80
1.46;230;1;256;1;0;4;8192;1;0;0.006163;0.012491;0.005349;0.037734;0.037733;0.14;115;74
