comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.02          3                  1                  0    1        128       1         0         1         40960       0           2           .001630      NA          .065533           .858175             .858175            18.11                321           133
2.88          233                1                  0    1        128       1         0         2         40960       0           0           0.022409     NA          0.471978          1.420006            1.420005           1.55                 322           37
0.02          3                  1                  0    1        128       1         0         2         40960       0           1           .005733      NA          .114352           .718228             .718228            4.82                 322           104
0.02          3                  1                  0    1        128       1         0         2         40960       0           2           .002137      NA          .049898           .704144             .704144            14.88                322           130
2.86          233                1                  0    1        128       1         0         3         40960       0           0           0.014235     NA          0.353106          1.424898            1.424897           1.54                 203           29
0.01          3                  1                  0    1        128       1         0         3         40960       0           1           .002901      NA          .085630           .550165             .550165            4.00                 321           97
0.02          3                  1                  0    1        128       1         0         3         40960       0           2           .001106      NA          .040489           .527608             .527608            11.43                322           139
2.84          235                1                  0    1        128       1         0         4         40960       0           0           0.014131     NA          0.351257          1.267904            1.267903           1.37                 202           33
0.01          3                  1                  0    1        128       1         0         4         40960       0           1           .002935      NA          .082066           .599138             .599138            4.08                 281           92
0.02          3                  1                  0    1        128       1         0         4         40960       0           2           .001071      NA          .036607           .543052             .543052            11.92                281           123
2.86          232                1                  0    1        128       1         0         5         40960       0           0           0.014235     NA          0.366453          1.396886            1.396885           1.51                 243           30
0.01          3                  1                  0    1        128       1         0         5         40960       0           1           .003051      NA          .085979           .576129             .576129            3.73                 282           105
0.02          3                  1                  0    1        128       1         0         5         40960       0           2           .001113      NA          .043362           .550080             .550080            11.71                282           144
2.80          232                1                  0    1        128       1         0         6         40960       0           0           0.007219     NA          0.132089          0.467708            0.467707           0.56                 163           40
0.02          3                  1                  0    1        128       1         0         6         40960       0           1           .000807      NA          .028320           .156832             .156832            1.29                 163           135
0.01          3                  1                  0    1        128       1         0         6         40960       0           2           .000308      NA          .014873           .135228             .135228            3.37                 163           217
2.88          230                1                  0    2        64        1         0         1         40960       0           0           0.017502     NA          0.368433          1.040015            1.040014           1.10                 141           78
0.01          3                  1                  0    2        64        1         0         1         40960       0           1           .002516      NA          .050612           .416561             .416561            5.73                 142           144
0.02          3                  1                  0    2        64        1         0         1         40960       0           2           .000860      NA          .020757           .424341             .424341            17.86                142           168
2.88          234                1                  0    2        64        1         0         2         40960       0           0           0.021645     NA          0.280576          1.313238            1.313237           1.37                 142           49
0.02          3                  1                  0    2        64        1         0         2         40960       0           1           .002779      NA          .034627           .324253             .324253            4.66                 142           129
0.02          3                  1                  0    2        64        1         0         2         40960       0           2           .000918      NA          .015291           .322961             .322961            14.57                142           157
2.83          229                1                  0    2        64        1         0         3         40960       0           0           0.015388     NA          0.151583          1.229363            1.229362           1.29                 82            31
0.01          3                  1                  0    2        64        1         0         3         40960       0           1           .001709      NA          .035028           .266219             .266219            3.87                 142           152
0.01          3                  1                  0    2        64        1         0         3         40960       0           2           .000594      NA          .014123           .260154             .260154            11.76                142           178
2.81          230                1                  0    2        64        1         0         4         40960       0           0           0.015001     NA          0.145283          1.144387            1.144386           1.21                 82            32
0.02          3                  1                  0    2        64        1         0         4         40960       0           1           .001672      NA          .031245           .267574             .267573            3.77                 121           142
0.02          3                  1                  0    2        64        1         0         4         40960       0           2           .000541      NA          .012955           .257194             .257194            11.93                121           162
2.81          229                1                  0    2        64        1         0         5         40960       0           0           0.015299     NA          0.172220          1.216689            1.216688           1.27                 102           34
0.02          3                  1                  0    2        64        1         0         5         40960       0           1           .001738      NA          .035188           .267558             .267558            3.56                 122           167
0.02          3                  1                  0    2        64        1         0         5         40960       0           2           .000587      NA          .013966           .259302             .259302            12.35                122           168
2.79          228                1                  0    2        64        1         0         6         40960       0           0           0.007947     NA          0.100065          0.435642            0.435641           0.50                 63            58
0.02          3                  1                  0    2        64        1         0         6         40960       0           1           .000529      NA          .016016           .070963             .070963            1.11                 63            267
0.02          3                  1                  0    2        64        1         0         6         40960       0           2           .000172      NA          .006325           .060667             .060667            3.11                 63            330
2.89          233                1                  0    2        128       1         0         1         40960       0           0           0.016155     NA          0.775892          2.036830            2.036828           2.15                 320           81
0.01          3                  1                  0    2        128       1         0         1         40960       0           1           .002548      NA          .094852           .843563             .843563            11.52                320           135
0.02          3                  1                  0    2        128       1         0         1         40960       0           2           .000824      NA          .036087           .847146             .847146            35.46                320           148
2.88          234                1                  0    2        128       1         0         2         40960       0           0           0.022581     NA          0.499474          2.323683            2.323681           2.45                 321           50
0.02          3                  1                  0    2        128       1         0         2         40960       0           1           .003375      NA          .065820           .643430             .643430            9.11                 321           127
0.01          3                  1                  0    2        128       1         0         2         40960       0           2           .001103      NA          .028051           .660862             .660862            29.53                321           144
2.86          234                1                  0    2        128       1         0         3         40960       0           0           0.014245     NA          0.358803          2.446625            2.446624           2.56                 202           35
0.02          3                  1                  0    2        128       1         0         3         40960       0           1           .001601      NA          .056454           .512922             .512922            7.44                 321           133
0.01          3                  1                  0    2        128       1         0         3         40960       0           2           .000561      NA          .022387           .517931             .517931            23.42                321           147
2.87          233                1                  0    2        128       1         0         4         40960       0           0           0.014467     NA          0.353810          2.311397            2.311395           2.43                 203           37
0.01          3                  1                  0    2        128       1         0         4         40960       0           1           .001622      NA          .052895           .500865             .500865            7.31                 280           129
0.02          3                  1                  0    2        128       1         0         4         40960       0           2           .000533      NA          .020772           .522369             .522368            23.96                280           135
2.85          233                1                  0    2        128       1         0         5         40960       0           0           0.014241     NA          0.380501          2.423425            2.423424           2.53                 242           38
0.02          3                  1                  0    2        128       1         0         5         40960       0           1           .001633      NA          .058080           .527744             .527744            7.47                 281           136
0.01          3                  1                  0    2        128       1         0         5         40960       0           2           .000551      NA          .024850           .512736             .512736            22.84                281           165
2.84          232                1                  0    2        128       1         0         6         40960       0           0           0.007253     NA          0.150328          0.830343            0.830341           0.93                 163           52
0.02          3                  1                  0    2        128       1         0         6         40960       0           1           .000483      NA          .021067           .134728             .134728            2.08                 163           224
0.02          3                  1                  0    2        128       1         0         6         40960       0           2           .000159      NA          .008284           .118739             .118739            6.48                 163           244
2.89          230                1                  0    4        64        1         0         1         40960       0           0           0.017277     NA          0.443395          2.008983            2.008982           2.07                 142           95
0.02          3                  1                  0    4        64        1         0         1         40960       0           1           .001287      NA          .029561           .405604             .405604            11.27                141           169
0.02          3                  1                  0    4        64        1         0         1         40960       0           2           .000434      NA          .011470           .431007             .431007            35.42                142           185
2.87          231                1                  0    4        64        1         0         2         40960       0           0           0.021749     NA          0.330280          2.596548            2.596547           2.67                 142           60
0.02          3                  1                  0    4        64        1         0         2         40960       0           1           .001390      NA          .021404           .307533             .307533            9.01                 142           159
0.02          3                  1                  0    4        64        1         0         2         40960       0           2           .000475      NA          .008188           .329970             .329969            29.09                142           167
2.82          229                1                  0    4        64        1         0         3         40960       0           0           0.014327     NA          0.203640          2.339968            2.339967           2.40                 82            42
0.01          3                  1                  0    4        64        1         0         3         40960       0           1           .000886      NA          .019796           .246387             .246387            7.20                 142           182
0.01          3                  1                  0    4        64        1         0         3         40960       0           2           .000297      NA          .007529           .262748             .262748            23.05                142           192
2.83          229                1                  0    4        64        1         0         4         40960       0           0           0.015218     NA          0.216256          2.225982            2.225980           2.28                 82            47
0.02          3                  1                  0    4        64        1         0         4         40960       0           1           .000825      NA          .017395           .250769             .250769            7.56                 121           155
0.01          3                  1                  0    4        64        1         0         4         40960       0           2           .000271      NA          .006931           .270093             .270093            23.96                121           171
2.82          229                1                  0    4        64        1         0         5         40960       0           0           0.014308     NA          0.234215          2.234303            2.234302           2.31                 102           49
0.01          3                  1                  0    4        64        1         0         5         40960       0           1           .000866      NA          .018088           .238963             .238963            7.40                 122           164
0.02          3                  1                  0    4        64        1         0         5         40960       0           2           .000296      NA          .007671           .250438             .250438            22.99                122           196
2.83          229                1                  0    4        64        1         0         6         40960       0           0           0.007940     NA          0.150250          0.797194            0.797192           0.85                 62            89
0.02          3                  1                  0    4        64        1         0         6         40960       0           1           .000246      NA          .009027           .063674             .063674            2.09                 63            313
0.01          3                  1                  0    4        64        1         0         6         40960       0           2           .000086      NA          .003337           .060526             .060526            6.69                 63            319
2.90          234                1                  0    4        128       1         0         1         40960       0           0           0.016352     NA          0.832557          3.784394            3.784392           3.90                 320           102
0.02          3                  1                  0    4        128       1         0         1         40960       0           1           .001244      NA          .050928           .778680             .778680            22.15                320           150
0.02          3                  1                  0    4        128       1         0         1         40960       0           2           .000425      NA          .020264           .852683             .852683            69.05                324           169
2.88          233                1                  0    4        128       1         0         2         40960       0           0           0.022583     NA          0.543719          4.668153            4.668152           4.80                 321           57
0.02          3                  1                  0    4        128       1         0         2         40960       0           1           .001651      NA          .039641           .645063             .645063            18.56                321           145
0.02          3                  1                  0    4        128       1         0         2         40960       0           2           .000658      NA          .014879           .679351             .679351            58.02                321           155
2.84          234                1                  0    4        128       1         0         3         40960       0           0           0.014298     NA          0.379376          4.533403            4.533401           4.64                 202           41
0.01          3                  1                  0    4        128       1         0         3         40960       0           1           .000822      NA          .033660           .512525             .512525            14.65                321           157
0.01          3                  1                  0    4        128       1         0         3         40960       0           2           .000279      NA          .012213           .499697             .499697            46.92                321           158
2.85          232                1                  0    4        128       1         0         4         40960       0           0           0.014165     NA          0.388626          4.395635            4.395633           4.51                 201           42
0.01          3                  1                  0    4        128       1         0         4         40960       0           1           .000821      NA          .029270           .466723             .466723            14.60                280           140
0.01          3                  1                  0    4        128       1         0         4         40960       0           2           .000273      NA          .011554           .517167             .517167            45.99                280           154
2.84          232                1                  0    4        128       1         0         5         40960       0           0           0.014304     NA          0.412663          4.568547            4.568546           4.69                 242           44
0.02          3                  1                  0    4        128       1         0         5         40960       0           1           .000841      NA          .033807           .509597             .509597            14.57                281           158
0.02          3                  1                  0    4        128       1         0         5         40960       0           2           .000281      NA          .013146           .504285             .504285            45.91                281           172
2.80          233                1                  0    4        128       1         0         6         40960       0           0           0.007291     NA          0.193983          1.602893            1.602892           1.70                 162           67
0.02          3                  1                  0    4        128       1         0         6         40960       0           1           .000234      NA          .011408           .126735             .126734            4.16                 163           240
0.01          3                  1                  0    4        128       1         0         6         40960       0           2           .000078      NA          .004408           .122007             .122007            13.50                163           244
2.88          230                1                  0    8        64        1         0         1         40960       0           0           0.032152     NA          0.587117          3.792901            3.792900           3.89                 141           150
0.02          3                  1                  0    8        64        1         0         1         40960       0           1           .000647      NA          .015777           .399069             .399069            22.29                142           181
0.02          3                  1                  0    8        64        1         0         1         40960       0           2           .000215      NA          .006045           .435400             .435400            68.65                143           200
2.88          230                1                  0    8        64        1         0         2         40960       0           0           0.034253     NA          0.501373          4.460630            4.460629           4.57                 142           99
0.01          3                  1                  0    8        64        1         0         2         40960       0           1           .000718      NA          .011591           .309879             .309879            17.96                142           171
0.02          3                  1                  0    8        64        1         0         2         40960       0           2           .000239      NA          .004391           .329662             .329662            56.18                142           184
2.84          229                1                  0    8        64        1         0         3         40960       0           0           0.017711     NA          0.379337          4.340744            4.340743           4.41                 82            80
0.02          3                  1                  0    8        64        1         0         3         40960       0           1           .000445      NA          .010897           .237987             .237987            14.15                142           202
0.02          3                  1                  0    8        64        1         0         3         40960       0           2           .000148      NA          .003921           .250700             .250700            45.14                142           203
2.82          229                1                  0    8        64        1         0         4         40960       0           0           0.018269     NA          0.364800          4.390825            4.390823           4.49                 82            77
0.02          3                  1                  0    8        64        1         0         4         40960       0           1           .000407      NA          .009680           .248804             .248804            14.80                121           173
0.02          3                  1                  0    8        64        1         0         4         40960       0           2           .000137      NA          .003579           .263599             .263599            46.73                121           181
2.82          229                1                  0    8        64        1         0         5         40960       0           0           0.018094     NA          0.428363          4.462785            4.462784           4.55                 102           87
0.02          3                  1                  0    8        64        1         0         5         40960       0           1           .000442      NA          .010631           .243148             .243148            14.63                122           191
0.01          3                  1                  0    8        64        1         0         5         40960       0           2           .000150      NA          .003919           .254019             .254019            45.34                122           202
2.79          229                1                  0    8        64        1         0         6         40960       0           0           0.008931     NA          0.269653          1.628514            1.628512           1.70                 63            156
0.02          3                  1                  0    8        64        1         0         6         40960       0           1           .000129      NA          .004918           .055698             .055698            3.90                 65            360
0.02          3                  1                  0    8        64        1         0         6         40960       0           2           .000042      NA          .001712           .055966             .055966            12.01                63            364
2.90          235                1                  0    8        128       1         0         1         40960       0           0           0.031479     NA          1.120493          7.487704            7.487704           7.65                 320           140
0.02          3                  1                  0    8        128       1         0         1         40960       0           1           .000630      NA          .028265           .775435             .775435            43.81                320           167
0.02          3                  1                  0    8        128       1         0         1         40960       0           2           .000119      NA          .006728           .485041             .485041            300.00               320           30
