nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;latencies(ms);input_size;runtime(s);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;32_matrix_add;FIELD;semihonest;replicated-field;NA;NA;NA;30;30;27.4547;~901;0.0288;0.0864
rapla,tapa,valga;32_matrix_add;FIELD;semihonest;replicated-field;NA;NA;NA;35;30;31.9776;~901;0.0288;0.0864
rapla,tapa,valga;32_matrix_add;FIELD;semihonest;replicated-field;NA;NA;NA;40;30;36.497;~901;0.0288;0.0864
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;901;5;30;4.8156;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;10;30;9.34815;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;15;30;13.8505;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;20;30;18.364;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;25;30;22.8753;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;30;30;27.3816;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;35;30;31.9012;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;RING;semihonest;replicated-ring;NA;NA;NA;40;30;36.3975;~901;0.0144;0.0432
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;shamir-bmr;NA;529200;119701;5;30;623.838;NA;675.098;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;shamir-bmr;NA;NA;NA;10;30;1201.9;NA;675.098;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;shamir-bmr;NA;NA;NA;15;30;1783.32;NA;675.098;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;shamir-bmr;NA;NA;NA;20;30;2364.15;NA;675.098;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;rep-bmr;NA;529200;119701;5;30;317.117;NA;329.242;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;rep-bmr;NA;NA;NA;10;30;606.205;NA;329.242;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;rep-bmr;NA;NA;NA;15;30;896.649;NA;329.242;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;rep-bmr;NA;NA;NA;20;30;1187.23;NA;329.242;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;replicated-bin;NA;529200;119701;5;30;292.958;NA;0.594048;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;replicated-bin;NA;NA;NA;10;30;567.45;NA;0.594048;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;replicated-bin;NA;NA;NA;15;30;841.771;NA;0.594048;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;replicated-bin;NA;NA;NA;20;30;1116.38;NA;0.594048;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;ccd;NA;529200;119701;5;30;289.808;NA;1.2312;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;ccd;NA;NA;NA;10;30;564.643;NA;1.2312;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;ccd;NA;NA;NA;15;30;839.21;NA;1.2312;NA
rapla,tapa,valga;32_matrix_add;BINARY;semihonest;ccd;NA;NA;NA;20;30;1114;NA;1.2312;NA
