comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.33          213                1                  2.4         512       1         0         6         18             40960       0           0           0.056428     NA          0.162176          2.427700            2.427699           3.07                 803           24
1.32          214                1                  2.4         512       1         0         6         18             40960       0           1           .011249      NA          .026116           .406731             .406731            1.32                 214           99
1.32          214                1                  2.4         512       1         0         6         20             40960       0           0           0.055212     NA          0.156561          2.592500            2.592499           3.24                 803           22
1.33          213                1                  2.4         512       1         0         6         20             40960       0           1           .011282      NA          .026270           .442292             .442292            1.33                 213           99
1.38          217                1                  2.2         512       1         0         1         1              40960       0           0           0.093399     NA          0.712502          0.675141            0.675140           1.42                 1273          102
1.38          215                1                  2.2         512       1         0         1         1              40960       0           1           .017271      NA          .117236           .128472             .128472            1.38                 215           99
1.71          216                1                  2.2         512       1         0         1         2              40960       0           0           0.093421     NA          0.720655          0.721015            0.721014           1.47                 1273          99
1.40          215                1                  2.2         512       1         0         1         2              40960       0           1           .016102      NA          .118497           .125502             .125502            1.40                 215           100
1.43          217                1                  2.2         512       1         0         1         4              40960       0           0           0.089085     NA          0.608930          0.939488            0.939487           1.69                 1274          79
1.38          215                1                  2.2         512       1         0         1         4              40960       0           1           .016791      NA          .113878           .159275             .159275            1.38                 215           99
1.67          216                1                  2.2         512       1         0         1         6              40960       0           0           0.093528     NA          0.752401          1.241880            1.241879           2.00                 1273          74
1.40          216                1                  2.2         512       1         0         1         6              40960       0           1           .016103      NA          .113275           .200343             .200342            1.40                 216           99
1.38          215                1                  2.2         512       1         0         1         8              40960       0           0           0.092499     NA          0.633925          1.437467            1.437466           2.20                 1273          62
1.49          215                1                  2.2         512       1         0         1         8              40960       0           1           .016430      NA          .115929           .246848             .246848            1.49                 215           99
1.48          215                1                  2.2         512       1         0         1         10             40960       0           0           0.093018     NA          0.685630          1.745951            1.745950           2.52                 1274          56
1.38          215                1                  2.2         512       1         0         1         10             40960       0           1           .016769      NA          .113707           .290903             .290902            1.38                 215           100
1.39          217                1                  2.2         512       1         0         1         12             40960       0           0           0.092555     NA          0.685626          1.970461            1.970460           2.74                 1273          52
1.43          215                1                  2.2         512       1         0         1         12             40960       0           1           .016284      NA          .111330           .330957             .330957            1.43                 215           100
1.37          216                1                  2.2         512       1         0         1         14             40960       0           0           0.087287     NA          0.603448          2.248969            2.248968           3.03                 1274          43
1.38          215                1                  2.2         512       1         0         1         14             40960       0           1           .017570      NA          .111933           .375773             .375773            1.38                 215           99
1.61          216                1                  2.2         512       1         0         1         16             40960       0           0           0.092838     NA          0.724491          2.502850            2.502849           3.30                 1274          44
1.38          217                1                  2.2         512       1         0         1         16             40960       0           1           .016591      NA          .110373           .421171             .421171            1.38                 217           99
1.38          216                1                  2.2         512       1         0         1         18             40960       0           0           0.092821     NA          0.637187          2.782863            2.782862           3.58                 1273          38
1.39          216                1                  2.2         512       1         0         1         18             40960       0           1           .016119      NA          .114660           .461156             .461156            1.39                 216           99
1.44          219                1                  2.2         512       1         0         1         20             40960       0           0           0.092849     NA          0.651303          3.039582            3.039581           3.83                 1274          36
1.41          215                1                  2.2         512       1         0         1         20             40960       0           1           .016138      NA          .112250           .503334             .503334            1.41                 215           99
1.35          215                1                  2.2         512       1         0         2         1              40960       0           0           0.166917     NA          0.702873          0.942665            0.942664           1.76                 1438          86
1.37          214                1                  2.2         512       1         0         2         1              40960       0           1           .023399      NA          .103801           .153281             .153281            1.37                 214           100
1.59          215                1                  2.2         512       1         0         2         2              40960       0           0           0.161097     NA          0.645972          1.056479            1.056478           1.87                 1438          77
1.37          215                1                  2.2         512       1         0         2         2              40960       0           1           .023453      NA          .105693           .178227             .178227            1.37                 215           99
1.48          214                1                  2.2         512       1         0         2         4              40960       0           0           0.166591     NA          0.620503          1.529831            1.529830           2.36                 1438          60
1.36          215                1                  2.2         512       1         0         2         4              40960       0           1           .024105      NA          .104172           .260718             .260718            1.36                 215           100
1.39          214                1                  2.2         512       1         0         2         6              40960       0           0           0.160760     NA          0.715462          2.072746            2.072745           2.90                 1438          52
1.38          216                1                  2.2         512       1         0         2         6              40960       0           1           .023501      NA          .105234           .342529             .342529            1.38                 216           100
1.36          215                1                  2.2         512       1         0         2         8              40960       0           0           0.161880     NA          0.651344          2.566719            2.566718           3.39                 1438          42
1.38          214                1                  2.2         512       1         0         2         8              40960       0           1           .023838      NA          .101823           .425343             .425343            1.38                 214           99
1.37          215                1                  2.2         512       1         0         2         10             40960       0           0           0.164237     NA          0.646500          3.038669            3.038669           3.89                 1438          37
1.35          214                1                  2.2         512       1         0         2         10             40960       0           1           .023625      NA          .106594           .508416             .508416            1.35                 214           99
1.36          215                1                  2.2         512       1         0         2         12             40960       0           0           0.163024     NA          0.667768          3.597391            3.597390           4.45                 1438          33
1.35          215                1                  2.2         512       1         0         2         12             40960       0           1           .023711      NA          .103444           .590826             .590826            1.35                 215           99
1.41          215                1                  2.2         512       1         0         2         14             40960       0           0           0.164841     NA          0.634568          4.071314            4.071313           4.92                 1438          29
1.36          215                1                  2.2         512       1         0         2         14             40960       0           1           .023880      NA          .106658           .672564             .672563            1.36                 215           99
1.36          215                1                  2.2         512       1         0         2         16             40960       0           0           0.161477     NA          0.734759          4.611553            4.611553           5.47                 1438          28
1.35          215                1                  2.2         512       1         0         2         16             40960       0           1           .022221      NA          .107549           .759636             .759635            1.35                 215           99
1.36          215                1                  2.2         512       1         0         2         18             40960       0           0           0.163322     NA          0.686690          5.092603            5.092602           5.96                 1440          25
1.36          215                1                  2.2         512       1         0         2         18             40960       0           1           .024421      NA          .106457           .842650             .842650            1.36                 215           99
1.35          215                1                  2.2         512       1         0         2         20             40960       0           0           0.162355     NA          0.737506          5.573690            5.573689           6.44                 1439          24
1.36          214                1                  2.2         512       1         0         2         20             40960       0           1           .022980      NA          .104858           .920203             .920202            1.36                 214           99
1.35          213                1                  2.2         512       1         0         3         1              40960       0           0           0.152153     NA          0.362713          0.972849            0.972847           1.78                 961           65
1.34          214                1                  2.2         512       1         0         3         1              40960       0           1           .028801      NA          .083496           .159917             .159917            1.34                 214           100
1.34          214                1                  2.2         512       1         0         3         2              40960       0           0           0.153050     NA          0.361175          1.140098            1.140097           1.96                 961           58
1.32          213                1                  2.2         512       1         0         3         2              40960       0           1           .027887      NA          .084576           .192590             .192589            1.32                 213           99
1.45          214                1                  2.2         512       1         0         3         4              40960       0           0           0.150550     NA          0.363559          1.754603            1.754603           2.57                 961           45
1.33          214                1                  2.2         512       1         0         3         4              40960       0           1           .028507      NA          .085110           .295807             .295807            1.33                 214           99
1.33          213                1                  2.2         512       1         0         3         6              40960       0           0           0.155132     NA          0.331431          2.344231            2.344230           3.17                 961           35
1.34          213                1                  2.2         512       1         0         3         6              40960       0           1           .028460      NA          .083675           .398938             .398937            1.34                 213           99
1.50          213                1                  2.2         512       1         0         3         8              40960       0           0           0.153688     NA          0.376796          3.035438            3.035437           3.87                 961           30
1.32          214                1                  2.2         512       1         0         3         8              40960       0           1           .028597      NA          .083350           .500423             .500423            1.32                 214           99
1.39          213                1                  2.2         512       1         0         3         10             40960       0           0           0.154139     NA          0.318155          3.643801            3.643800           4.49                 961           25
1.32          214                1                  2.2         512       1         0         3         10             40960       0           1           .028584      NA          .087127           .606796             .606796            1.32                 214           99
1.34          214                1                  2.2         512       1         0         3         12             40960       0           0           0.154370     NA          0.320836          4.330769            4.330768           5.17                 961           21
1.35          214                1                  2.2         512       1         0         3         12             40960       0           1           .028377      NA          .086333           .710603             .710603            1.35                 214           99
1.35          214                1                  2.2         512       1         0         3         14             40960       0           0           0.154743     NA          0.342672          4.874957            4.874956           5.73                 961           19
1.33          213                1                  2.2         512       1         0         3         14             40960       0           1           .028351      NA          .086943           .817587             .817587            1.33                 213           99
1.35          214                1                  2.2         512       1         0         3         16             40960       0           0           0.155319     NA          0.350722          5.564122            5.564121           6.43                 961           18
1.34          214                1                  2.2         512       1         0         3         16             40960       0           1           .028429      NA          .086429           .913245             .913245            1.34                 214           100
1.33          213                1                  2.2         512       1         0         3         18             40960       0           0           0.155415     NA          0.338723          6.159330            6.159330           7.02                 961           16
1.34          213                1                  2.2         512       1         0         3         18             40960       0           1           .028325      NA          .085761           1.015409            1.015408           1.34                 213           99
1.33          216                1                  2.2         512       1         0         3         20             40960       0           0           0.152375     NA          0.359500          6.790945            6.790944           7.66                 961           15
1.33          216                1                  2.2         512       1         0         3         20             40960       0           1           .027710      NA          .088711           1.120189            1.120189           1.33                 216           99
1.33          213                1                  2.2         512       1         0         4         1              40960       0           0           0.145705     NA          0.362557          0.715440            0.715439           1.51                 958           76
1.32          213                1                  2.2         512       1         0         4         1              40960       0           1           .027411      NA          .067319           .135420             .135420            1.32                 213           99
1.31          214                1                  2.2         512       1         0         4         2              40960       0           0           0.147192     NA          0.361279          0.918859            0.918858           1.73                 958           67
1.33          214                1                  2.2         512       1         0         4         2              40960       0           1           .026933      NA          .070851           .160960             .160960            1.33                 214           100
1.34          213                1                  2.2         512       1         0         4         4              40960       0           0           0.145244     NA          0.365934          1.413839            1.413839           2.24                 958           52
1.31          214                1                  2.2         512       1         0         4         4              40960       0           1           .027277      NA          .073358           .239883             .239882            1.31                 214           99
1.32          214                1                  2.2         512       1         0         4         6              40960       0           0           0.147124     NA          0.389060          1.972374            1.972373           2.79                 958           42
1.32          214                1                  2.2         512       1         0         4         6              40960       0           1           .027384      NA          .073798           .328970             .328970            1.32                 214           99
1.52          213                1                  2.2         512       1         0         4         8              40960       0           0           0.145030     NA          0.344123          2.398918            2.398917           3.23                 958           35
1.32          213                1                  2.2         512       1         0         4         8              40960       0           1           .027340      NA          .071814           .412645             .412645            1.32                 213           99
1.35          217                1                  2.2         512       1         0         4         10             40960       0           0           0.146080     NA          0.375677          3.039569            3.039568           3.94                 958           29
1.32          213                1                  2.2         512       1         0         4         10             40960       0           1           .026844      NA          .074046           .499770             .499770            1.32                 213           100
1.33          213                1                  2.2         512       1         0         4         12             40960       0           0           0.144939     NA          0.424088          3.610665            3.610664           4.45                 958           27
1.32          213                1                  2.2         512       1         0         4         12             40960       0           1           .027459      NA          .070565           .582598             .582598            1.32                 213           100
1.34          212                1                  2.2         512       1         0         4         14             40960       0           0           0.144120     NA          0.391965          4.058509            4.058508           4.89                 958           24
1.33          214                1                  2.2         512       1         0         4         14             40960       0           1           .027336      NA          .076037           .667648             .667648            1.33                 214           100
1.34          213                1                  2.2         512       1         0         4         16             40960       0           0           0.144158     NA          0.434761          4.584385            4.584384           5.43                 958           22
1.32          213                1                  2.2         512       1         0         4         16             40960       0           1           .027236      NA          .075130           .754441             .754441            1.32                 213           99
1.32          214                1                  2.2         512       1         0         4         18             40960       0           0           0.146177     NA          0.389100          5.013247            5.013246           5.86                 958           20
1.32          213                1                  2.2         512       1         0         4         18             40960       0           1           .027569      NA          .071653           .836057             .836057            1.32                 213           99
1.33          214                1                  2.2         512       1         0         4         20             40960       0           0           0.148371     NA          0.381410          5.581476            5.581475           6.44                 959           18
1.32          214                1                  2.2         512       1         0         4         20             40960       0           1           .027413      NA          .074734           .930518             .930518            1.32                 214           99
1.34          213                1                  2.2         512       1         0         5         1              40960       0           0           0.155963     NA          0.498263          0.812290            0.812289           1.62                 1121          80
1.33          214                1                  2.2         512       1         0         5         1              40960       0           1           .028382      NA          .084186           .143324             .143324            1.33                 214           99
1.35          215                1                  2.2         512       1         0         5         2              40960       0           0           0.153020     NA          0.424621          1.064085            1.064084           1.88                 1121          65
1.33          213                1                  2.2         512       1         0         5         2              40960       0           1           .028224      NA          .082940           .181494             .181494            1.33                 213           99
1.38          213                1                  2.2         512       1         0         5         4              40960       0           0           0.157277     NA          0.434047          1.717228            1.717227           2.54                 1121          48
1.33          213                1                  2.2         512       1         0         5         4              40960       0           1           .028335      NA          .080540           .281763             .281763            1.33                 213           100
1.34          214                1                  2.2         512       1         0         5         6              40960       0           0           0.153679     NA          0.417406          2.348965            2.348964           3.23                 1121          39
1.34          215                1                  2.2         512       1         0         5         6              40960       0           1           .028250      NA          .087056           .388462             .388461            1.34                 215           100
1.34          215                1                  2.2         512       1         0         5         8              40960       0           0           0.151658     NA          0.498632          2.971643            2.971642           3.80                 1121          33
1.34          213                1                  2.2         512       1         0         5         8              40960       0           1           .028409      NA          .087759           .495646             .495646            1.34                 213           99
1.34          215                1                  2.2         512       1         0         5         10             40960       0           0           0.150869     NA          0.473131          3.635004            3.635003           4.48                 1121          28
1.33          214                1                  2.2         512       1         0         5         10             40960       0           1           .028392      NA          .085066           .600748             .600748            1.33                 214           100
1.36          214                1                  2.2         512       1         0         5         12             40960       0           0           0.156176     NA          0.515018          4.223440            4.223439           5.05                 1121          26
1.34          213                1                  2.2         512       1         0         5         12             40960       0           1           .028354      NA          .085655           .699177             .699177            1.34                 213           99
1.33          213                1                  2.2         512       1         0         5         14             40960       0           0           0.152854     NA          0.432198          4.825138            4.825137           5.68                 1121          21
1.33          214                1                  2.2         512       1         0         5         14             40960       0           1           .028238      NA          .088203           .805732             .805732            1.33                 214           99
1.37          214                1                  2.2         512       1         0         5         16             40960       0           0           0.155459     NA          0.508679          5.448227            5.448226           6.31                 1121          20
1.33          213                1                  2.2         512       1         0         5         16             40960       0           1           .028394      NA          .087746           .908776             .908775            1.33                 213           99
1.35          214                1                  2.2         512       1         0         5         18             40960       0           0           0.151968     NA          0.413327          6.066952            6.066951           6.94                 1121          17
1.33          215                1                  2.2         512       1         0         5         18             40960       0           1           .028479      NA          .087614           1.014703            1.014703           1.33                 215           99
1.33          214                1                  2.2         512       1         0         5         20             40960       0           0           0.156281     NA          0.507776          6.797128            6.797127           7.70                 1121          17
1.33          213                1                  2.2         512       1         0         5         20             40960       0           1           .028455      NA          .086787           1.111626            1.111626           1.33                 213           100
1.32          214                1                  2.2         512       1         0         6         1              40960       0           0           0.086564     NA          0.222563          0.411990            0.411989           1.14                 803           83
1.31          213                1                  2.2         512       1         0         6         1              40960       0           1           .014818      NA          .032319           .067285             .067285            1.31                 213           99
1.35          214                1                  2.2         512       1         0         6         2              40960       0           0           0.079231     NA          0.197358          0.483210            0.483209           1.21                 803           75
1.34          217                1                  2.2         512       1         0         6         2              40960       0           1           .013878      NA          .030925           .082982             .082982            1.34                 217           99
1.33          213                1                  2.2         512       1         0         6         4              40960       0           0           0.085397     NA          0.228843          0.781539            0.781538           1.52                 803           62
1.33          214                1                  2.2         512       1         0         6         4              40960       0           1           .014537      NA          .033490           .126514             .126513            1.33                 214           99
1.34          214                1                  2.2         512       1         0         6         6              40960       0           0           0.084743     NA          0.214981          0.986354            0.986353           1.73                 803           53
1.31          213                1                  2.2         512       1         0         6         6              40960       0           1           .014777      NA          .032661           .165347             .165347            1.31                 213           99
1.50          213                1                  2.2         512       1         0         6         8              40960       0           0           0.080468     NA          0.209394          1.261457            1.261456           2.02                 804           46
1.32          213                1                  2.2         512       1         0         6         8              40960       0           1           .014321      NA          .030825           .207983             .207983            1.32                 213           100
1.38          212                1                  2.2         512       1         0         6         10             40960       0           0           0.080977     NA          0.233871          1.521853            1.521852           2.31                 803           41
1.30          213                1                  2.2         512       1         0         6         10             40960       0           1           .014658      NA          .033278           .251120             .251120            1.30                 213           99
1.49          212                1                  2.2         512       1         0         6         12             40960       0           0           0.079921     NA          0.198940          1.753387            1.753386           2.52                 803           36
1.32          213                1                  2.2         512       1         0         6         12             40960       0           1           .014690      NA          .032002           .292241             .292241            1.32                 213           99
1.49          213                1                  2.2         512       1         0         6         14             40960       0           0           0.080472     NA          0.210799          2.000305            2.000304           2.77                 803           33
1.32          213                1                  2.2         512       1         0         6         14             40960       0           1           .014455      NA          .032589           .333420             .333419            1.32                 213           99
1.34          213                1                  2.2         512       1         0         6         16             40960       0           0           0.081739     NA          0.208532          2.261820            2.261819           3.04                 803           30
1.32          212                1                  2.2         512       1         0         6         16             40960       0           1           .014678      NA          .033380           .376428             .376428            1.32                 212           100
1.37          214                1                  2.2         512       1         0         6         18             40960       0           0           0.087576     NA          0.235731          2.514427            2.514426           3.30                 803           29
1.32          214                1                  2.2         512       1         0         6         18             40960       0           1           .014909      NA          .033514           .417284             .417284            1.32                 214           99
1.33          213                1                  2.2         512       1         0         6         20             40960       0           0           0.078334     NA          0.198023          2.795967            2.795965           3.58                 803           25
1.32          212                1                  2.2         512       1         0         6         20             40960       0           1           .014824      NA          .032448           .453873             .453873            1.32                 212           99
1.42          216                1                  2           512       1         0         1         1              40960       0           0           0.091456     NA          0.705525          0.652001            0.652000           1.42                 1273          103
1.38          216                1                  2           512       1         0         1         1              40960       0           1           .017096      NA          .119583           .128797             .128796            1.38                 216           99
1.38          217                1                  2           512       1         0         1         2              40960       0           0           0.095989     NA          0.743407          0.726680            0.726679           1.51                 1273          100
1.37          216                1                  2           512       1         0         1         2              40960       0           1           .018158      NA          .119826           .123246             .123246            1.37                 216           100
1.39          216                1                  2           512       1         0         1         4              40960       0           0           0.095391     NA          0.665862          0.983629            0.983628           1.76                 1273          80
1.38          215                1                  2           512       1         0         1         4              40960       0           1           .016922      NA          .116451           .159975             .159975            1.38                 215           99
1.39          215                1                  2           512       1         0         1         6              40960       0           0           0.095728     NA          0.668822          1.235905            1.235904           2.02                 1273          70
1.39          215                1                  2           512       1         0         1         6              40960       0           1           .016641      NA          .123171           .205685             .205685            1.39                 215           99
1.41          216                1                  2           512       1         0         1         8              40960       0           0           0.095653     NA          0.763461          1.492199            1.492198           2.28                 1273          67
1.38          216                1                  2           512       1         0         1         8              40960       0           1           .016891      NA          .111970           .245662             .245662            1.38                 216           99
1.37          217                1                  2           512       1         0         1         10             40960       0           0           0.091507     NA          0.654866          1.749032            1.749031           2.55                 1273          55
1.38          216                1                  2           512       1         0         1         10             40960       0           1           .016939      NA          .111029           .289075             .289075            1.38                 216           100
1.39          216                1                  2           512       1         0         1         12             40960       0           0           0.095742     NA          0.648964          1.989179            1.989178           2.80                 1273          50
1.38          216                1                  2           512       1         0         1         12             40960       0           1           .016939      NA          .110472           .332832             .332832            1.38                 216           99
1.46          215                1                  2           512       1         0         1         14             40960       0           0           0.091811     NA          0.734610          2.272732            2.272731           3.08                 1273          48
1.43          217                1                  2           512       1         0         1         14             40960       0           1           .016876      NA          .112557           .374478             .374478            1.43                 217           100
1.38          217                1                  2           512       1         0         1         16             40960       0           0           0.090640     NA          0.634688          2.492428            2.492427           3.31                 1273          42
1.39          217                1                  2           512       1         0         1         16             40960       0           1           .016887      NA          .113802           .415891             .415891            1.39                 217           99
1.49          218                1                  2           512       1         0         1         18             40960       0           0           0.092661     NA          0.693375          2.786422            2.786421           3.63                 1273          40
1.39          215                1                  2           512       1         0         1         18             40960       0           1           .016909      NA          .112818           .461786             .461786            1.39                 215           99
1.38          217                1                  2           512       1         0         1         20             40960       0           0           0.092817     NA          0.704779          3.040249            3.040248           3.87                 1273          38
1.39          217                1                  2           512       1         0         1         20             40960       0           1           .017119      NA          .113862           .505724             .505724            1.39                 217           99
1.37          215                1                  2           512       1         0         2         1              40960       0           0           0.170018     NA          0.615869          0.884672            0.884670           1.74                 1438          84
1.35          217                1                  2           512       1         0         2         1              40960       0           1           .024598      NA          .108930           .162999             .162999            1.35                 217           100
1.41          215                1                  2           512       1         0         2         2              40960       0           0           0.167804     NA          0.692999          1.087633            1.087632           1.93                 1438          79
1.36          214                1                  2           512       1         0         2         2              40960       0           1           .025732      NA          .108844           .180205             .180204            1.36                 214           99
1.38          216                1                  2           512       1         0         2         4              40960       0           0           0.169237     NA          0.602683          1.543143            1.543142           2.40                 1438          60
1.36          215                1                  2           512       1         0         2         4              40960       0           1           .023947      NA          .110035           .262265             .262264            1.36                 215           99
