program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
42;FIELD;semihonest;replicated-field;3;233.30;5557;NA;NA;NA;256000;64;NA;NA;NA;252000;4009;4000;0.196753;1.73;178;94;~10;0.508024;1.01214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;257.37;6181;NA;NA;NA;281600;64;NA;NA;NA;277200;4409;4400;0.213208;1.93;294;95;~10;0.558824;1.11334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;275.71;6669;NA;NA;NA;307200;64;NA;NA;NA;302400;4809;4800;0.232609;2.09;296;95;~10;0.609624;1.21454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;302.99;7154;NA;NA;NA;332800;64;NA;NA;NA;327600;5209;5200;0.258141;2.30;296;93;~10;0.660424;1.31574;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;329.67;7714;NA;NA;NA;358400;64;NA;NA;NA;352800;5609;5600;0.249687;2.36;296;95;~10;0.711224;1.41694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;352.60;8166;NA;NA;NA;384000;64;NA;NA;NA;378000;6009;6000;0.264313;2.49;297;95;~10;0.762024;1.51814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;371.66;8674;NA;NA;NA;409600;64;NA;NA;NA;403200;6409;6400;0.273283;2.64;297;96;~10;0.812824;1.61934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;399.71;9184;NA;NA;NA;435200;64;NA;NA;NA;428400;6809;6800;0.315107;2.85;301;95;~10;0.863624;1.72054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;415.52;9665;NA;NA;NA;460800;64;NA;NA;NA;453600;7209;7200;0.318408;2.95;312;95;~10;0.914424;1.82174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;449.44;10120;NA;NA;NA;486400;64;NA;NA;NA;478800;7609;7600;0.315153;3.11;326;95;~10;0.965224;1.92294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;467.04;11019;NA;NA;NA;512000;64;NA;NA;NA;504000;8009;8000;0.32266;3.22;343;97;~10;1.01602;2.02414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;486.23;11827;NA;NA;NA;537600;64;NA;NA;NA;529200;8409;8400;0.356877;3.55;578;96;~10;1.06682;2.12534;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;513.42;12321;NA;NA;NA;563200;64;NA;NA;NA;554400;8809;8800;0.386564;3.72;580;95;~10;1.11762;2.22654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;528.66;12803;NA;NA;NA;588800;64;NA;NA;NA;579600;9209;9200;0.376103;3.86;581;97;~10;1.16842;2.32774;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;563.43;13258;NA;NA;NA;614400;64;NA;NA;NA;604800;9609;9600;0.38326;4.07;578;96;~10;1.21922;2.42894;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;585.43;13837;NA;NA;NA;640000;64;NA;NA;NA;630000;10009;10000;0.41456;4.14;582;96;~10;1.27002;2.53014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;599.89;14302;NA;NA;NA;665600;64;NA;NA;NA;655200;10409;10400;0.430203;4.29;582;97;~10;1.32082;2.63134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;635.55;14793;NA;NA;NA;691200;64;NA;NA;NA;680400;10809;10800;0.448249;4.58;585;94;~10;1.37162;2.73254;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;648.91;15381;NA;NA;NA;716800;64;NA;NA;NA;705600;11209;11200;0.422753;4.56;579;97;~10;1.42242;2.83374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;680.52;15866;NA;NA;NA;742400;64;NA;NA;NA;730800;11609;11600;0.437426;4.65;578;97;~10;1.47322;2.93494;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;694.59;16342;NA;NA;NA;768000;64;NA;NA;NA;756000;12009;12000;0.449916;4.80;582;97;~10;1.52402;3.03614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;717.65;16806;NA;NA;NA;793600;64;NA;NA;NA;781200;12409;12400;0.463613;4.94;582;97;~10;1.57482;3.13734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;742.84;17286;NA;NA;NA;819200;64;NA;NA;NA;806400;12809;12800;0.507515;5.16;584;96;~10;1.62562;3.23854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;761.79;17831;NA;NA;NA;844800;64;NA;NA;NA;831600;13209;13200;0.515144;5.29;587;97;~10;1.67642;3.33974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;790.81;18316;NA;NA;NA;870400;64;NA;NA;NA;856800;13609;13600;0.536177;5.44;588;97;~10;1.72722;3.44094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;800.45;18785;NA;NA;NA;896000;64;NA;NA;NA;882000;14009;14000;0.528834;5.58;592;97;~10;1.77802;3.54214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;832.73;19270;NA;NA;NA;921600;64;NA;NA;NA;907200;14409;14400;0.565298;5.92;607;97;~10;1.82882;3.64334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;862.00;19754;NA;NA;NA;947200;64;NA;NA;NA;932400;14809;14800;0.540776;5.81;623;98;~10;1.87962;3.74454;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;862.67;20233;NA;NA;NA;972800;64;NA;NA;NA;957600;15209;15200;0.565174;5.95;638;97;~10;1.93042;3.84574;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;898.68;20707;NA;NA;NA;998400;64;NA;NA;NA;982800;15609;15600;0.615781;6.38;655;97;~10;1.98122;3.94694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;930.65;22016;NA;NA;NA;1024000;64;NA;NA;NA;1008000;16009;16000;0.614841;6.37;671;96;~10;2.03202;4.04814;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;934.19;22513;NA;NA;NA;1049600;64;NA;NA;NA;1033200;16409;16400;0.631264;6.79;1145;97;~10;2.08282;4.14934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;986.14;23631;NA;NA;NA;1075200;64;NA;NA;NA;1058400;16809;16800;0.658394;7.11;1146;97;~10;2.13362;4.25054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;FIELD;semihonest;replicated-field;3;1000.94;24116;NA;NA;NA;1100800;64;NA;NA;NA;1083600;17209;17200;0.658493;7.06;1148;98;~10;2.18442;4.35174;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
