nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;7040;7040;7040;NA;NA;3130490;228581;2.3;110;8.52373;NA;NA;54.2445;NA;0.000112;7;1.31371;0.000112;7;8.52359;0.000452;17;0.00274589;NA;NA;NA;54.2434;174696;7.90198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;7680;7680;7680;NA;NA;3719880;270961;2.3;120;10.2677;NA;NA;64.5051;NA;0.000128;8;1.10039;0.000128;8;10.2682;0.000536;20;0.00395109;NA;NA;NA;64.5039;207379;9.52328;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;8320;8320;8320;NA;NA;4360070;316941;2.3;130;11.8573;NA;NA;75.5786;NA;0.000144;9;1.03006;0.000144;9;11.8582;0.00062;23;0.00439051;NA;NA;NA;75.5772;242862;10.9936;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;8960;8960;8960;NA;NA;5051060;366521;2.3;140;13.9855;NA;NA;87.4649;NA;0.00016;10;1.14461;0.00016;10;13.9855;0.000704;26;0.00443205;NA;NA;NA;87.4633;281145;12.9861;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;9600;9600;9600;NA;NA;5792850;419701;2.3;150;15.7119;NA;NA;100.164;NA;0.000176;11;1.30083;0.000176;11;15.7116;0.000788;29;0.00645603;NA;NA;NA;100.162;322228;14.5469;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;10240;10240;10240;NA;NA;6585440;476481;2.3;160;17.7432;NA;NA;113.676;NA;0.000192;12;1.67305;0.000192;12;17.744;0.000872;32;0.00560104;NA;NA;NA;113.674;366111;16.4609;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;10880;10880;10880;NA;NA;7428830;536861;2.3;170;20.0376;NA;NA;128.83;NA;0.000224;14;0.362793;0.000224;14;20.038;0.00104;38;0.00628613;NA;NA;NA;128.828;412797;18.5854;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;11520;11520;11520;NA;NA;8323020;600841;2.3;180;22.0251;NA;NA;143.968;NA;0.00024;15;0.961573;0.00024;15;22.0267;0.001124;41;0.00784701;NA;NA;NA;143.965;462280;20.4208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;12160;12160;12160;NA;NA;9268010;668421;2.3;190;25.1622;NA;NA;159.918;NA;0.000256;16;1.73784;0.000256;16;25.1631;0.001208;44;0.0101107;NA;NA;NA;159.915;514563;23.3546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;12800;12800;12800;NA;NA;10263800;739601;2.3;200;27.5444;NA;NA;177.511;NA;0.000288;18;0.831917;0.000288;18;27.5452;0.001376;50;0.00782478;NA;NA;NA;177.508;569649;25.5267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;10;0.110542;NA;NA;1.31998;NA;4.8e-05;3;0.10875;4.8e-05;3;0.110586;0.000116;5;0.000764044;NA;NA;NA;1.3197;1884;0.0885417;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;20;0.335143;NA;NA;2.62294;NA;4.8e-05;3;0.33325;4.8e-05;3;0.33499;0.000116;5;0.00127043;NA;NA;NA;2.62266;6564;0.297345;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;30;0.70569;NA;NA;4.7387;NA;4.8e-05;3;0.703292;4.8e-05;3;0.706101;0.000116;5;0.000786851;NA;NA;NA;4.73842;14044;0.643504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;40;1.18725;NA;NA;7.66726;NA;4.8e-05;3;1.18466;4.8e-05;3;1.18748;0.000116;5;0.00126695;NA;NA;NA;7.66698;24324;1.08469;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;50;1.81376;NA;NA;11.4086;NA;4.8e-05;3;1.81143;4.8e-05;3;1.8138;0.000116;5;0.000968887;NA;NA;NA;11.4083;37404;1.68152;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;60;2.61532;NA;NA;16.7925;NA;6.4e-05;4;0.788195;6.4e-05;4;2.61548;0.0002;8;0.00154091;NA;NA;NA;16.792;53287;2.42056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;70;3.49427;NA;NA;22.1595;NA;6.4e-05;4;1.67298;6.4e-05;4;3.49429;0.0002;8;0.00136983;NA;NA;NA;22.159;71967;3.23427;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;80;4.64327;NA;NA;29.1689;NA;8e-05;5;0.945651;8e-05;5;4.64323;0.000284;11;0.00246295;NA;NA;NA;29.1683;93450;4.30135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;90;5.7257;NA;NA;36.9912;NA;9.6e-05;6;0.322361;9.6e-05;6;5.7259;0.000368;14;0.00235111;NA;NA;NA;36.9904;117733;5.2937;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;100;7.15905;NA;NA;44.7966;NA;9.6e-05;6;1.65446;9.6e-05;6;7.15878;0.000368;14;0.00244516;NA;NA;NA;44.7957;144813;6.63722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;110;8.51581;NA;NA;54.2445;NA;0.000112;7;1.29641;0.000112;7;8.51624;0.000452;17;0.00341496;NA;NA;NA;54.2434;174696;7.89785;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;120;10.1334;NA;NA;64.5051;NA;0.000128;8;1.08982;0.000128;8;10.1342;0.000536;20;0.00419356;NA;NA;NA;64.5039;207379;9.3909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;130;12.124;NA;NA;75.5786;NA;0.000144;9;1.06549;0.000144;9;12.1243;0.00062;23;0.0040998;NA;NA;NA;75.5772;242862;11.2624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;140;13.6233;NA;NA;87.4649;NA;0.00016;10;1.0893;0.00016;10;13.623;0.000704;26;0.00559236;NA;NA;NA;87.4633;281145;12.6221;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;150;15.8019;NA;NA;100.164;NA;0.000176;11;1.34045;0.000176;11;15.8026;0.000788;29;0.00543203;NA;NA;NA;100.162;322228;14.6625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;160;17.4446;NA;NA;113.676;NA;0.000192;12;1.62012;0.000192;12;17.445;0.000872;32;0.00595128;NA;NA;NA;113.674;366111;16.1648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;170;20.2734;NA;NA;128.83;NA;0.000224;14;0.363112;0.000224;14;20.2744;0.00104;38;0.00632093;NA;NA;NA;128.828;412797;18.8117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;180;22.9517;NA;NA;143.968;NA;0.00024;15;0.997999;0.00024;15;22.9521;0.001124;41;0.00771225;NA;NA;NA;143.965;462280;21.3248;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;190;24.3569;NA;NA;159.918;NA;0.000256;16;1.71053;0.000256;16;24.3575;0.001208;44;0.00959244;NA;NA;NA;159.915;514563;22.5437;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;200;28.28;NA;NA;177.511;NA;0.000288;18;0.881903;0.000288;18;28.2801;0.001376;50;0.0107594;NA;NA;NA;177.508;569649;26.2619;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;10;0.118522;NA;NA;1.31998;NA;4.8e-05;3;0.116453;4.8e-05;3;0.118468;0.000116;5;0.0012596;NA;NA;NA;1.3197;1884;0.0947101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;20;0.37746;NA;NA;2.62294;NA;4.8e-05;3;0.375054;4.8e-05;3;0.377916;0.000116;5;0.00113238;NA;NA;NA;2.62266;6564;0.337207;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;30;0.747713;NA;NA;4.7387;NA;4.8e-05;3;0.745958;4.8e-05;3;0.746957;0.000116;5;0.00119803;NA;NA;NA;4.73842;14044;0.683181;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;40;1.34988;NA;NA;7.66726;NA;4.8e-05;3;1.34719;4.8e-05;3;1.34992;0.000116;5;0.0010785;NA;NA;NA;7.66698;24324;1.24755;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;50;1.97542;NA;NA;11.4086;NA;4.8e-05;3;1.97273;4.8e-05;3;1.97551;0.000116;5;0.000789052;NA;NA;NA;11.4083;37404;1.8338;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;60;2.89937;NA;NA;16.7925;NA;6.4e-05;4;0.868959;6.4e-05;4;2.89981;0.0002;8;0.00148838;NA;NA;NA;16.792;53287;2.68707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;70;3.80821;NA;NA;22.1595;NA;6.4e-05;4;1.84108;6.4e-05;4;3.80845;0.0002;8;0.00152322;NA;NA;NA;22.159;71967;3.5196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;80;5.01054;NA;NA;29.1689;NA;8e-05;5;1.01994;8e-05;5;5.01009;0.000284;11;0.00222434;NA;NA;NA;29.1683;93450;4.64383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;90;6.22713;NA;NA;36.9912;NA;9.6e-05;6;0.347703;9.6e-05;6;6.22768;0.000368;14;0.00273712;NA;NA;NA;36.9904;117733;5.76145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;100;7.77395;NA;NA;44.7966;NA;9.6e-05;6;1.8255;9.6e-05;6;7.77429;0.000368;14;0.00297993;NA;NA;NA;44.7957;144813;7.20828;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;110;9.35488;NA;NA;54.2445;NA;0.000112;7;1.42544;0.000112;7;9.35481;0.000452;17;0.0191683;NA;NA;NA;54.2434;174696;8.68587;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;120;10.8659;NA;NA;64.5051;NA;0.000128;8;1.19286;0.000128;8;10.867;0.000536;20;0.00447725;NA;NA;NA;64.5039;207379;10.0593;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;130;12.9961;NA;NA;75.5786;NA;0.000144;9;1.13059;0.000144;9;12.9959;0.00062;23;0.00519687;NA;NA;NA;75.5772;242862;12.0546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;140;14.8652;NA;NA;87.4649;NA;0.00016;10;1.20765;0.00016;10;14.8654;0.000704;26;0.0046944;NA;NA;NA;87.4633;281145;13.7718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;150;17.187;NA;NA;100.164;NA;0.000176;11;1.43282;0.000176;11;17.1869;0.000788;29;0.00599341;NA;NA;NA;100.162;322228;15.9515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;160;19.4317;NA;NA;113.676;NA;0.000192;12;1.81106;0.000192;12;19.4323;0.000872;32;0.00682627;NA;NA;NA;113.674;366111;18.0431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;170;22.1512;NA;NA;128.83;NA;0.000224;14;0.399299;0.000224;14;22.1523;0.00104;38;0.00750662;NA;NA;NA;128.828;412797;20.5741;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;180;24.9076;NA;NA;143.968;NA;0.00024;15;1.08058;0.00024;15;24.9077;0.001124;41;0.0102969;NA;NA;NA;143.965;462280;23.1738;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;190;27.5926;NA;NA;159.918;NA;0.000256;16;1.87533;0.000256;16;27.5927;0.001208;44;0.00939267;NA;NA;NA;159.915;514563;25.6306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1;200;30.2828;NA;NA;177.511;NA;0.000288;18;0.915074;0.000288;18;30.284;0.001376;50;0.0132055;NA;NA;NA;177.508;569649;28.0929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;10;0.121236;NA;NA;1.31998;NA;4.8e-05;3;0.119156;4.8e-05;3;0.121202;0.000116;5;0.000754445;NA;NA;NA;1.3197;1884;0.0962071;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;20;0.378193;NA;NA;2.62294;NA;4.8e-05;3;0.375919;4.8e-05;3;0.378084;0.000116;5;0.00123087;NA;NA;NA;2.62266;6564;0.336961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
