nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;50;0.303833;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;60;0.4183;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;70;0.555641;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;80;0.715152;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;90;0.886325;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;100;1.08799;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;110;1.30289;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;120;1.53832;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;130;1.79934;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;140;2.07569;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;150;2.37263;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;160;2.68882;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;170;3.05293;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;180;3.4144;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;190;3.78255;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.6;200;4.19188;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;10;0.0356808;NA;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;20;0.0760549;NA;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;30;0.137172;NA;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;40;0.220845;NA;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;50;0.322224;NA;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;60;0.445672;NA;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;70;0.585349;NA;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;80;0.75715;NA;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;90;0.943715;NA;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;100;1.15541;NA;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;110;1.38416;NA;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;120;1.63053;NA;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;130;1.90551;NA;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;140;2.19384;NA;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;150;2.5164;NA;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;160;2.84141;NA;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;170;3.25572;NA;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;180;3.62391;NA;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;190;4.01961;NA;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;1.5;200;4.47366;NA;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;10;0.00645223;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;20;0.0308656;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;30;0.0743528;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;40;0.133106;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;50;0.207337;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;60;0.30156;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;70;0.400417;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;80;0.536811;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;90;0.650703;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;100;0.819053;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;110;0.979304;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;120;1.12296;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;130;1.32643;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;140;1.5303;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;150;1.78786;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;160;2.01824;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;170;2.2347;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;180;2.52501;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;190;2.80896;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.3;200;3.10136;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;10;0.00635756;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;20;0.0289377;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;30;0.0721506;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;40;0.135309;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;50;0.205589;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;60;0.303409;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;70;0.41067;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;80;0.516424;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;90;0.64887;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;100;0.792401;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;110;0.963905;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;120;1.13279;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;130;1.33671;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;140;1.52056;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;150;1.7813;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;160;1.99754;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;170;2.23209;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;180;2.53492;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;190;2.8339;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.2;200;3.07852;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;10;0.00675304;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;20;0.0314052;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;30;0.078686;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;40;0.153842;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;50;0.220776;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;60;0.316706;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;70;0.415952;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;80;0.554052;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;90;0.699337;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;100;0.852981;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;110;1.0213;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;120;1.19877;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;130;1.39845;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;140;1.64404;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;150;1.8531;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;160;2.07175;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;170;2.36045;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;180;2.65204;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;190;2.97393;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2.1;200;3.26563;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;10;0.00672433;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;20;0.0324141;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;30;0.0812159;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;40;0.153238;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;50;0.225581;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;60;0.336309;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;70;0.438731;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;80;0.573981;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;90;0.7235;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;100;0.891963;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;110;1.09012;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;120;1.24375;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;130;1.47582;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;140;1.7148;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;150;1.95241;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;160;2.20862;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;170;2.47368;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;180;2.79233;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;190;3.12902;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;2;200;3.41559;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;10;0.00696541;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;20;0.0389267;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;30;0.0870544;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;40;0.155805;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;50;0.242768;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;60;0.35004;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;70;0.462261;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;80;0.61203;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;90;0.77679;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;100;0.944776;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;110;1.13968;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;120;1.30818;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;130;1.54042;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;140;1.80269;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;150;2.06174;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;160;2.29645;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;170;2.59441;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;180;2.91852;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;190;3.26954;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.9;200;3.62075;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;10;0.00733823;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;20;0.040155;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;30;0.0898064;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;40;0.169903;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;50;0.257837;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;60;0.369029;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;70;0.496503;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;80;0.637072;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;90;0.807204;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;100;0.997347;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;110;1.19093;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;120;1.39383;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;130;1.62319;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;140;1.88015;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;150;2.17371;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;160;2.44925;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;170;2.72454;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;180;3.06785;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;190;3.44478;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.8;200;3.76134;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;10;0.00798849;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;20;0.0420085;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;30;0.0977321;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;40;0.176335;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;50;0.263543;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;60;0.407491;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;70;0.529038;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;80;0.670447;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;90;0.847703;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;100;1.04287;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;110;1.29371;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;120;1.47692;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;130;1.74067;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;140;1.98644;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;150;2.3078;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;160;2.55916;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;170;2.88968;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;180;3.2249;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;190;3.70559;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.7;200;3.98228;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;10;0.00819766;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;20;0.0454491;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;30;0.105508;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;40;0.184773;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;50;0.287829;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;60;0.415959;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;70;0.551483;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;80;0.726427;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;90;0.909434;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;100;1.10099;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;110;1.37041;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;120;1.56974;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;130;1.80413;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;140;2.09123;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;150;2.4006;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;160;2.71427;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;170;3.06398;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;180;3.42131;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;190;3.90092;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.6;200;4.218;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;10;0.00923988;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;20;0.0503634;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;30;0.110905;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;40;0.194429;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;50;0.309773;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;60;0.44452;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;70;0.59826;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;80;0.755873;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;90;0.951303;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;100;1.2046;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;110;1.43144;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;120;1.65557;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;130;1.92342;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;140;2.23617;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;150;2.5953;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;160;2.87855;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;170;3.26212;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;180;3.6526;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;190;4.13634;NA;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;2;1.5;200;4.4819;NA;NA;0;NA
