comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.56;218;1;128;1;0;1;9000;4096;0;0;0.002703;NA;0.018887;0.023702;0.023701;0.05;35;76
1.73;218;1;128;1;0;1;9000;4096;0;1;.000598;NA;.004909;.004015;.004015;1.73;218;99
1.72;218;1;128;1;0;1;9000;8192;0;0;0.006863;NA;0.048300;0.049627;0.049626;0.10;67;89
1.71;217;1;128;1;0;1;9000;8192;0;1;.001151;NA;.012884;.010125;.010125;1.71;217;99
1.79;219;1;128;1;0;1;9000;40960;0;0;0.051682;NA;0.298942;0.241914;0.241912;0.45;321;109
1.77;217;1;128;1;0;1;9000;40960;0;1;.006947;NA;.055310;.051031;.051031;1.77;217;99
1.63;217;1;128;1;0;1;7000;4096;0;0;0.004753;NA;0.036155;0.028543;0.028543;0.05;35;113
1.56;218;1;128;1;0;1;7000;4096;0;1;.000565;NA;.007020;.005749;.005749;1.56;218;99
1.56;217;1;128;1;0;1;7000;8192;0;0;0.005057;NA;0.037988;0.044638;0.044637;0.09;67;72
1.75;218;1;128;1;0;1;7000;8192;0;1;.001172;NA;.007889;.009064;.009064;1.75;218;99
1.74;218;1;128;1;0;1;7000;40960;0;0;0.050766;NA;0.333368;0.256439;0.256438;0.45;321;116
1.80;218;1;128;1;0;1;7000;40960;0;1;.007779;NA;.049412;.057949;.057949;1.80;218;99
1.73;219;1;128;1;0;1;5000;4096;0;0;0.004491;NA;0.034575;0.026225;0.026224;0.05;35;113
1.58;218;1;128;1;0;1;5000;4096;0;1;.000596;NA;.004758;.005888;.005887;1.58;218;99
1.52;218;1;128;1;0;1;5000;8192;0;0;0.008960;NA;0.062384;0.048221;0.048220;0.09;67;115
1.73;218;1;128;1;0;1;5000;8192;0;1;.001234;NA;.008092;.012402;.012402;1.73;218;100
1.63;217;1;128;1;0;1;5000;40960;0;0;0.049737;NA;0.305269;0.226833;0.226832;0.42;321;118
1.57;218;1;128;1;0;1;5000;40960;0;1;.007872;NA;.048609;.082181;.082180;1.57;218;100
1.56;217;1;128;1;0;2;25000;4096;0;0;0.005999;NA;0.023850;0.024568;0.024567;0.04;39;97
1.56;217;1;128;1;0;2;25000;4096;0;1;.000823;NA;.004204;.005457;.005457;1.56;217;100
1.73;218;1;128;1;0;2;25000;8192;0;0;0.015816;NA;0.057383;0.055210;0.055209;0.10;75;101
1.60;217;1;128;1;0;2;25000;8192;0;1;.001606;NA;.009352;.009741;.009741;1.60;217;100
1.54;217;1;128;1;0;2;25000;40960;0;0;0.080724;NA;0.276513;0.269149;0.269148;0.50;362;101
1.74;218;1;128;1;0;2;25000;40960;0;1;.010388;NA;.041526;.044364;.044364;1.74;218;99
1.52;217;1;128;1;0;2;23000;4096;0;0;0.007195;NA;0.029935;0.027745;0.027744;0.05;39;103
1.72;217;1;128;1;0;2;23000;4096;0;1;.000888;NA;.003354;.004944;.004944;1.72;217;100
1.54;217;1;128;1;0;2;23000;8192;0;0;0.011668;NA;0.046421;0.054214;0.054213;0.10;75;84
1.45;218;1;128;1;0;2;23000;8192;0;1;.001699;NA;.008421;.009103;.009103;1.45;218;99
1.78;217;1;128;1;0;2;23000;40960;0;0;0.046891;NA;0.283580;0.286906;0.286905;0.50;362;86
1.72;217;1;128;1;0;2;23000;40960;0;1;.011344;NA;.039537;.043395;.043395;1.72;217;99
1.77;217;1;128;1;0;2;21000;4096;0;0;0.005368;NA;0.026500;0.032527;0.032527;0.06;39;83
1.58;217;1;128;1;0;2;21000;4096;0;1;.000867;NA;.006110;.005541;.005540;1.58;217;100
1.72;217;1;128;1;0;2;21000;8192;0;0;0.014483;NA;0.056379;0.061938;0.061937;0.11;75;94
1.53;216;1;128;1;0;2;21000;8192;0;1;.001661;NA;.008654;.009160;.009160;1.53;216;100
1.75;218;1;128;1;0;2;21000;40960;0;0;0.081937;NA;0.278915;0.263640;0.263639;0.49;362;103
1.65;217;1;128;1;0;2;21000;40960;0;1;.011536;NA;.041702;.046086;.046086;1.65;217;100
1.56;217;1;128;1;0;2;19000;4096;0;0;0.007835;NA;0.032876;0.035772;0.035771;0.06;39;95
1.74;217;1;128;1;0;2;19000;4096;0;1;.000851;NA;.003372;.005712;.005712;1.74;217;99
1.59;216;1;128;1;0;2;19000;8192;0;0;0.014451;NA;0.061996;0.053870;0.053869;0.10;75;107
1.84;218;1;128;1;0;2;19000;8192;0;1;.001720;NA;.008121;.009472;.009472;1.84;218;100
1.57;216;1;128;1;0;2;19000;40960;0;0;0.047199;NA;0.209215;0.205837;0.205836;0.40;362;91
1.55;217;1;128;1;0;2;19000;40960;0;1;.009844;NA;.041668;.043489;.043489;1.55;217;99
1.58;218;1;128;1;0;2;17000;4096;0;0;0.007166;NA;0.030733;0.034368;0.034367;0.05;39;93
1.56;216;1;128;1;0;2;17000;4096;0;1;.000902;NA;.003659;.005093;.005093;1.56;216;99
1.57;216;1;128;1;0;2;17000;8192;0;0;0.014284;NA;0.057258;0.057309;0.057308;0.10;75;100
1.73;218;1;128;1;0;2;17000;8192;0;1;.001778;NA;.008904;.009508;.009508;1.73;218;99
1.55;217;1;128;1;0;2;17000;40960;0;0;0.080095;NA;0.308588;0.263924;0.263923;0.48;362;109
1.57;217;1;128;1;0;2;17000;40960;0;1;.011438;NA;.045203;.046161;.046160;1.57;217;99
1.66;216;1;128;1;0;2;15000;4096;0;0;0.007230;NA;0.029644;0.031690;0.031689;0.06;39;93
1.69;216;1;128;1;0;2;15000;4096;0;1;.000852;NA;.004677;.004720;.004720;1.69;216;100
1.53;216;1;128;1;0;2;15000;8192;0;0;0.014582;NA;0.056852;0.059696;0.059695;0.10;75;97
1.43;219;1;128;1;0;2;15000;8192;0;1;.001663;NA;.008024;.008840;.008840;1.43;219;99
1.57;218;1;128;1;0;2;15000;40960;0;0;0.079986;NA;0.299235;0.262347;0.262346;0.47;362;107
1.54;216;1;128;1;0;2;15000;40960;0;1;.011043;NA;.044424;.045263;.045263;1.54;216;99
1.57;216;1;128;1;0;2;13000;4096;0;0;0.007150;NA;0.028217;0.028789;0.028788;0.05;39;98
1.75;216;1;128;1;0;2;13000;4096;0;1;.000863;NA;.004375;.004947;.004947;1.75;216;99
1.45;216;1;128;1;0;2;13000;8192;0;0;0.015892;NA;0.061235;0.063895;0.063894;0.11;75;97
1.73;216;1;128;1;0;2;13000;8192;0;1;.001658;NA;.010635;.010568;.010568;1.73;216;99
1.56;216;1;128;1;0;2;13000;40960;0;0;0.080764;NA;0.278950;0.248868;0.248867;0.46;362;106
1.74;217;1;128;1;0;2;13000;40960;0;1;.011542;NA;.040727;.048786;.048786;1.74;217;99
1.45;217;1;128;1;0;2;11000;4096;0;0;0.006127;NA;0.024463;0.029494;0.029493;0.05;39;83
1.54;216;1;128;1;0;2;11000;4096;0;1;.000875;NA;.003639;.006035;.006035;1.54;216;99
1.75;216;1;128;1;0;2;11000;8192;0;0;0.011690;NA;0.046784;0.059362;0.059361;0.11;75;77
1.44;217;1;128;1;0;2;11000;8192;0;1;.001716;NA;.007258;.010424;.010424;1.44;217;100
1.55;217;1;128;1;0;2;11000;40960;0;0;0.078776;NA;0.287421;0.249450;0.249448;0.47;362;107
1.72;218;1;128;1;0;2;11000;40960;0;1;.011055;NA;.039845;.050294;.050294;1.72;218;99
1.73;216;1;128;1;0;2;9000;4096;0;0;0.007086;NA;0.028566;0.034070;0.034069;0.05;39;91
1.54;217;1;128;1;0;2;9000;4096;0;1;.000823;NA;.004669;.004803;.004803;1.54;217;99
1.71;217;1;128;1;0;2;9000;8192;0;0;0.015875;NA;0.057816;0.059027;0.059026;0.10;75;99
1.55;217;1;128;1;0;2;9000;8192;0;1;.001574;NA;.010983;.010132;.010132;1.55;217;100
1.58;218;1;128;1;0;2;9000;40960;0;0;0.077395;NA;0.296213;0.291991;0.291990;0.51;362;100
1.43;217;1;128;1;0;2;9000;40960;0;1;.011311;NA;.040343;.049639;.049639;1.43;217;100
1.61;217;1;128;1;0;2;7000;4096;0;0;0.007038;NA;0.029805;0.026364;0.026363;0.05;39;105
1.72;216;1;128;1;0;2;7000;4096;0;1;.000829;NA;.004015;.004742;.004742;1.72;216;100
1.76;217;1;128;1;0;2;7000;8192;0;0;0.014370;NA;0.058171;0.059569;0.059568;0.10;75;98
1.52;216;1;128;1;0;2;7000;8192;0;1;.001705;NA;.007775;.011152;.011152;1.52;216;100
1.43;217;1;128;1;0;2;7000;40960;0;0;0.050193;NA;0.230832;0.260297;0.260295;0.47;362;85
1.43;218;1;128;1;0;2;7000;40960;0;1;.011663;NA;.040424;.061025;.061025;1.43;218;100
1.71;217;1;128;1;0;2;5000;4096;0;0;0.007246;NA;0.027037;0.032274;0.032273;0.05;39;91
1.74;216;1;128;1;0;2;5000;4096;0;1;.000848;NA;.003408;.006196;.006196;1.74;216;99
1.51;218;1;128;1;0;2;5000;8192;0;0;0.010353;NA;0.044823;0.051711;0.051710;0.09;75;84
1.54;217;1;128;1;0;2;5000;8192;0;1;.001870;NA;.007872;.013641;.013641;1.54;217;99
1.57;218;1;128;1;0;2;5000;40960;0;0;0.053267;NA;0.207444;0.261244;0.261243;0.44;362;87
1.56;217;1;128;1;0;2;5000;40960;0;1;.011457;NA;.042893;.077499;.077499;1.56;217;99
1.69;217;1;128;1;0;3;25000;4096;0;0;0.004526;NA;0.011229;0.026352;0.026351;0.05;27;66
1.67;216;1;128;1;0;3;25000;4096;0;1;.000875;NA;.003510;.005283;.005282;1.67;216;100
1.55;215;1;128;1;0;3;25000;8192;0;0;0.008824;NA;0.021967;0.045671;0.045670;0.09;51;63
1.68;215;1;128;1;0;3;25000;8192;0;1;.001765;NA;.006558;.008793;.008793;1.68;215;100
1.53;216;1;128;1;0;3;25000;40960;0;0;0.072264;NA;0.145699;0.258962;0.258961;0.48;243;76
1.49;217;1;128;1;0;3;25000;40960;0;1;.011240;NA;.033848;.043914;.043914;1.49;217;100
1.68;215;1;128;1;0;3;23000;4096;0;0;0.006528;NA;0.016572;0.032392;0.032391;0.05;27;69
1.40;216;1;128;1;0;3;23000;4096;0;1;.000891;NA;.002631;.004089;.004088;1.40;216;100
1.67;215;1;128;1;0;3;23000;8192;0;0;0.014077;NA;0.033548;0.062825;0.062824;0.11;51;70
1.51;215;1;128;1;0;3;23000;8192;0;1;.001866;NA;.005570;.008472;.008472;1.51;215;99
1.58;215;1;128;1;0;3;23000;40960;0;0;0.052607;NA;0.138610;0.285767;0.285765;0.53;243;63
1.55;216;1;128;1;0;3;23000;40960;0;1;.010950;NA;.033533;.043254;.043253;1.55;216;99
1.69;216;1;128;1;0;3;21000;4096;0;0;0.006404;NA;0.017373;0.033709;0.033708;0.05;27;71
1.68;216;1;128;1;0;3;21000;4096;0;1;.000920;NA;.004885;.005204;.005204;1.68;216;99
1.53;216;1;128;1;0;3;21000;8192;0;0;0.013114;NA;0.029473;0.061512;0.061511;0.10;51;71
1.69;216;1;128;1;0;3;21000;8192;0;1;.001613;NA;.008573;.010163;.010163;1.69;216;100
1.71;216;1;128;1;0;3;21000;40960;0;0;0.070879;NA;0.153796;0.260639;0.260638;0.48;243;76
1.53;215;1;128;1;0;3;21000;40960;0;1;.011548;NA;.033432;.045859;.045859;1.53;215;99
1.67;216;1;128;1;0;3;19000;4096;0;0;0.005020;NA;0.012169;0.032846;0.032845;0.06;27;55
1.49;216;1;128;1;0;3;19000;4096;0;1;.000857;NA;.004637;.005093;.005092;1.49;216;99
1.61;216;1;128;1;0;3;19000;8192;0;0;0.013316;NA;0.030638;0.049198;0.049197;0.09;51;80
1.69;216;1;128;1;0;3;19000;8192;0;1;.001568;NA;.006083;.008740;.008740;1.69;216;99
1.69;215;1;128;1;0;3;19000;40960;0;0;0.047401;NA;0.130211;0.255192;0.255191;0.48;243;61
1.67;216;1;128;1;0;3;19000;40960;0;1;.011798;NA;.034253;.044005;.044005;1.67;216;100
1.71;215;1;128;1;0;3;17000;4096;0;0;0.004870;NA;0.014335;0.034773;0.034772;0.06;27;53
1.67;216;1;128;1;0;3;17000;4096;0;1;.000908;NA;.002480;.004559;.004559;1.67;216;99
1.53;215;1;128;1;0;3;17000;8192;0;0;0.009868;NA;0.023701;0.063306;0.063305;0.11;51;59
1.52;216;1;128;1;0;3;17000;8192;0;1;.001815;NA;.005557;.008949;.008949;1.52;216;99
1.53;215;1;128;1;0;3;17000;40960;0;0;0.074600;NA;0.148695;0.272748;0.272747;0.49;243;74
1.52;215;1;128;1;0;3;17000;40960;0;1;.010656;NA;.033843;.043596;.043596;1.52;215;100
1.52;215;1;128;1;0;3;15000;4096;0;0;0.005077;NA;0.011444;0.029846;0.029846;0.06;27;54
1.71;215;1;128;1;0;3;15000;4096;0;1;.000843;NA;.004438;.005423;.005423;1.71;215;99
1.70;216;1;128;1;0;3;15000;8192;0;0;0.012526;NA;0.034031;0.058733;0.058732;0.10;51;76
1.54;216;1;128;1;0;3;15000;8192;0;1;.001515;NA;.007325;.009350;.009349;1.54;216;99
1.40;216;1;128;1;0;3;15000;40960;0;0;0.042061;NA;0.122734;0.241072;0.241071;0.46;243;59
1.53;215;1;128;1;0;3;15000;40960;0;1;.010635;NA;.039058;.047163;.047163;1.53;215;100
1.51;215;1;128;1;0;3;13000;4096;0;0;0.005572;NA;0.013451;0.024387;0.024386;0.04;27;73
1.70;216;1;128;1;0;3;13000;4096;0;1;.000794;NA;.003617;.004554;.004554;1.70;216;99
2.05;216;1;128;1;0;3;13000;8192;0;0;0.013183;NA;0.030236;0.055358;0.055357;0.10;51;75
1.52;217;1;128;1;0;3;13000;8192;0;1;.001638;NA;.007390;.010357;.010357;1.52;217;99
1.61;216;1;128;1;0;3;13000;40960;0;0;0.069800;NA;0.126437;0.236742;0.236741;0.45;243;75
1.53;217;1;128;1;0;3;13000;40960;0;1;.012026;NA;.034493;.046490;.046490;1.53;217;99
1.55;215;1;128;1;0;3;11000;4096;0;0;0.007042;NA;0.018550;0.030452;0.030451;0.06;27;73
1.69;215;1;128;1;0;3;11000;4096;0;1;.000892;NA;.002667;.005478;.005478;1.69;215;100
1.69;217;1;128;1;0;3;11000;8192;0;0;0.012485;NA;0.030948;0.063447;0.063446;0.11;51;67
1.66;216;1;128;1;0;3;11000;8192;0;1;.001661;NA;.007515;.009237;.009237;1.66;216;99
1.69;216;1;128;1;0;3;11000;40960;0;0;0.042987;NA;0.129993;0.259636;0.259636;0.50;243;55
1.48;216;1;128;1;0;3;11000;40960;0;1;.010578;NA;.037223;.045470;.045470;1.48;216;100
1.67;215;1;128;1;0;3;9000;4096;0;0;0.004964;NA;0.011979;0.026554;0.026553;0.05;27;65
1.53;216;1;128;1;0;3;9000;4096;0;1;.000804;NA;.003256;.004380;.004379;1.53;216;99
1.52;215;1;128;1;0;3;9000;8192;0;0;0.012525;NA;0.032662;0.055541;0.055540;0.10;51;76
1.69;215;1;128;1;0;3;9000;8192;0;1;.001726;NA;.005326;.009181;.009181;1.69;215;100
1.72;215;1;128;1;0;3;9000;40960;0;0;0.051921;NA;0.127487;0.278929;0.278928;0.50;243;64
1.51;217;1;128;1;0;3;9000;40960;0;1;.012201;NA;.033452;.046575;.046575;1.51;217;100
1.50;215;1;128;1;0;3;7000;4096;0;0;0.006383;NA;0.015305;0.032513;0.032512;0.05;27;68
1.54;215;1;128;1;0;3;7000;4096;0;1;.000902;NA;.002711;.004620;.004620;1.54;215;99
1.51;215;1;128;1;0;3;7000;8192;0;0;0.012854;NA;0.029859;0.056576;0.056575;0.10;51;71
1.75;215;1;128;1;0;3;7000;8192;0;1;.001749;NA;.005296;.009197;.009197;1.75;215;99
1.67;216;1;128;1;0;3;7000;40960;0;0;0.071079;NA;0.157758;0.283807;0.283806;0.49;243;74
1.53;215;1;128;1;0;3;7000;40960;0;1;.010451;NA;.034324;.049452;.049451;1.53;215;100
1.54;215;1;128;1;0;3;5000;4096;0;0;0.006766;NA;0.016445;0.030916;0.030915;0.05;27;73
1.72;217;1;128;1;0;3;5000;4096;0;1;.000874;NA;.003641;.004961;.004961;1.72;217;99
1.70;215;1;128;1;0;3;5000;8192;0;0;0.013869;NA;0.032492;0.063871;0.063870;0.11;51;69
1.66;215;1;128;1;0;3;5000;8192;0;1;.001759;NA;.008831;.013514;.013514;1.66;215;100
1.66;216;1;128;1;0;3;5000;40960;0;0;0.072552;NA;0.147577;0.343918;0.343917;0.56;243;65
1.56;216;1;128;1;0;3;5000;40960;0;1;.010976;NA;.036210;.071486;.071486;1.56;216;99
1.65;215;1;128;1;0;4;25000;4096;0;0;0.006236;NA;0.019610;0.033877;0.033877;0.05;27;76
1.40;215;1;128;1;0;4;25000;4096;0;1;.000774;NA;.003086;.004080;.004080;1.40;215;100
1.52;216;1;128;1;0;4;25000;8192;0;0;0.011043;NA;0.031094;0.055974;0.055973;0.09;51;74
1.51;215;1;128;1;0;4;25000;8192;0;1;.001618;NA;.004484;.007766;.007766;1.51;215;100
1.52;216;1;128;1;0;4;25000;40960;0;0;0.039260;NA;0.122329;0.223120;0.223120;0.39;242;68
1.48;215;1;128;1;0;4;25000;40960;0;1;.009643;NA;.033372;.041737;.041737;1.48;215;100
1.50;215;1;128;1;0;4;23000;4096;0;0;0.005553;NA;0.017419;0.028899;0.028898;0.05;27;76
1.68;215;1;128;1;0;4;23000;4096;0;1;.000770;NA;.004123;.004690;.004690;1.68;215;100
1.56;215;1;128;1;0;4;23000;8192;0;0;0.009883;NA;0.028281;0.063441;0.063441;0.11;51;64
1.51;216;1;128;1;0;4;23000;8192;0;1;.001754;NA;.004753;.008045;.008045;1.51;216;100
1.50;215;1;128;1;0;4;23000;40960;0;0;0.039191;NA;0.131709;0.225464;0.225463;0.44;242;64
1.40;215;1;128;1;0;4;23000;40960;0;1;.011091;NA;.030443;.041810;.041810;1.40;215;99
1.53;215;1;128;1;0;4;21000;4096;0;0;0.006159;NA;0.017121;0.026504;0.026503;0.05;27;80
1.50;214;1;128;1;0;4;21000;4096;0;1;.000783;NA;.002237;.003509;.003509;1.50;214;99
1.38;219;1;128;1;0;4;21000;8192;0;0;0.010045;NA;0.024451;0.050633;0.050632;0.09;51;68
1.69;215;1;128;1;0;4;21000;8192;0;1;.001545;NA;.008202;.008779;.008779;1.69;215;99
1.40;215;1;128;1;0;4;21000;40960;0;0;0.062450;NA;0.170769;0.233222;0.233221;0.44;242;86
1.51;214;1;128;1;0;4;21000;40960;0;1;.010579;NA;.029691;.041195;.041195;1.51;214;99
1.52;216;1;128;1;0;4;19000;4096;0;0;0.003743;NA;0.009864;0.020178;0.020176;0.04;27;63
1.50;216;1;128;1;0;4;19000;4096;0;1;.000798;NA;.002333;.005491;.005491;1.50;216;99
1.51;216;1;128;1;0;4;19000;8192;0;0;0.011174;NA;0.031941;0.053410;0.053409;0.10;51;77
1.65;216;1;128;1;0;4;19000;8192;0;1;.001753;NA;.005034;.009259;.009259;1.65;216;100
1.62;216;1;128;1;0;4;19000;40960;0;0;0.038165;NA;0.128381;0.235534;0.235533;0.46;242;61
1.53;216;1;128;1;0;4;19000;40960;0;1;.009304;NA;.032663;.042181;.042181;1.53;216;99
1.59;214;1;128;1;0;4;17000;4096;0;0;0.004212;NA;0.012373;0.032256;0.032255;0.06;27;59
1.62;215;1;128;1;0;4;17000;4096;0;1;.000818;NA;.002272;.003613;.003613;1.62;215;100
1.43;215;1;128;1;0;4;17000;8192;0;0;0.011152;NA;0.030785;0.054335;0.054334;0.10;51;73
1.54;215;1;128;1;0;4;17000;8192;0;1;.001370;NA;.003895;.007649;.007649;1.54;215;100
1.68;216;1;128;1;0;4;17000;40960;0;0;0.041773;NA;0.116867;0.207230;0.207229;0.37;244;75
1.52;216;1;128;1;0;4;17000;40960;0;1;.009518;NA;.026262;.033781;.033780;1.52;216;100
