nodes;program;c.domain;adv.model;protocol;partysize;latencies(ms);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;35;30;539.038;NA;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;40;30;615.22;NA;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;0;30;2.82948;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;5;30;81.6708;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;10;30;157.356;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;15;30;232.914;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;20;30;308.477;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;25;30;384.13;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;30;30;459.591;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;35;30;535.227;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;40;30;610.601;NA;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;0;30;5.41707;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;5;30;155.188;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;10;30;300.528;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;15;30;445.617;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;20;30;590.643;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;25;30;735.999;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;30;30;881.1;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;35;30;1026.51;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;3;40;30;1171.62;NA;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;0;30;2.86679;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;5;30;88.4589;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;10;30;171.633;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;15;30;254.578;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;20;30;337.511;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;25;30;420.386;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;30;30;503.391;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;35;30;586.387;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;3;40;30;669.147;NA;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;0;30;3.50884;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;5;30;80.8343;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;10;30;155.773;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;15;30;230.427;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;20;30;305.193;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;25;30;379.942;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;30;30;454.709;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;35;30;529.377;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;3;40;30;604.108;NA;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;0;30;0.994268;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;5;30;75.2108;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;10;30;145.198;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;15;30;215.372;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;20;30;285.597;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;25;30;355.889;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;30;30;426.127;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;35;30;496.298;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;3;40;30;566.54;NA;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;0;30;1.41377;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;5;30;75.6677;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;10;30;145.625;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;15;30;215.875;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;20;30;286.182;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;25;30;356.596;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;30;30;426.969;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;35;30;497.367;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;40;30;567.759;NA;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;0;30;4.09189;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;5;30;79.1102;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;10;30;151.143;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;15;30;223.27;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;20;30;295.236;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;25;30;367.236;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;30;30;439.149;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;35;30;511.63;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;40;30;583.213;NA;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;0;30;1.23206;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;5;30;74.1187;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;10;30;144.379;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;15;30;214.701;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;20;30;284.924;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;25;30;355.192;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;30;30;425.295;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;35;30;495.585;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;3;40;30;565.765;NA;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;0;30;2.63227;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;5;30;76.0793;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;10;30;147.361;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;15;30;218.83;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;20;30;289.957;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;25;30;361.225;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;30;30;432.54;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;35;30;503.696;NA;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;40;30;575.154;NA;NA;29.8771;NA
