nodes;program;c.domain;adv.model;protocol;partysize;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;3;5.66109;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;4;7.22551;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;5;9.30695;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;6;12.2797;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;7;15.2126;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;8;19.6796;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;9;25.0313;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;10;30.8362;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;11;34.1807;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;12;40.2884;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;140;13;45.9881;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;3;7.06512;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;4;8.74482;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;5;11.1909;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;6;14.3945;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;7;17.1366;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;8;21.9106;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;9;27.5372;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;10;33.4689;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;11;40.3783;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;12;44.6138;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;100;13;51.3942;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;3;10.3065;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;4;12.904;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;5;16.8655;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;6;22.2624;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;7;26.5452;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;8;33.9107;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;9;40.2072;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;10;51.4993;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;11;64.1123;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;12;71.0824;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;3;60;13;79.3089;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;3;5.33905;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;4;7.70807;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;5;9.02885;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;6;11.8459;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;7;14.7313;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;8;21.0771;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;9;22.5857;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;10;27.5357;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;11;37.2356;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;12;43.851;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;240;13;44.6811;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;3;5.85387;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;4;7.68176;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;5;8.94206;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;6;11.8509;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;7;14.7321;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;8;19.0293;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;9;22.5645;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;10;27.5444;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;11;37.3492;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;12;38.9849;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;180;13;49.9411;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;3;5.74899;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;4;7.13049;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;5;10.0498;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;6;12.3195;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;7;15.2395;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;8;21.372;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;9;23.3533;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;10;30.5974;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;11;34.1531;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;12;40.0552;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;140;13;45.8569;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;3;6.69794;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;4;8.42292;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;5;10.753;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;6;13.8788;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;7;17.1591;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;8;22.1301;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;9;27.1861;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;10;31.76;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;11;38.1815;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;12;44.5085;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;100;13;50.8847;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;3;10.7388;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;4;13.4098;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;5;18.5122;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;6;21.2112;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;7;26.7912;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;8;34.7312;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;9;40.1702;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;10;49.0143;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;11;58.6273;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;12;71.1192;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2.2;60;13;82.8102;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;3;5.97803;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;4;7.01403;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;5;10.2016;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;6;12.2962;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;7;15.2595;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;8;21.5608;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;9;23.312;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;10;28.5285;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;11;34.7502;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;12;40.6262;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;240;13;51.382;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;3;6.08503;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;4;7.05993;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;5;10.139;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;6;13.445;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;7;15.1715;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;8;21.5097;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;9;26.0267;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;10;28.6179;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;11;34.4703;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;12;40.4437;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;180;13;51.2669;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;3;5.85476;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;4;7.8602;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;5;10.3323;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;6;12.8383;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;7;15.6835;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;8;20.2604;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;9;26.2594;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;10;29.5725;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;11;35.5467;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;12;41.6067;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;140;13;52.1689;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;3;7.01418;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;4;8.67038;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;5;11.255;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;6;14.6077;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;7;17.977;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;8;24.2665;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;9;28.7439;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;10;32.1948;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;11;41.8025;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;12;45.5708;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;100;13;51.6887;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;3;10.8031;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;4;13.4917;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;5;18.8603;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;6;23.2979;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;7;29.8221;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;8;35.4974;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;9;43.7654;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;10;51.6447;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;11;64.2935;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;12;74.6962;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;2;60;13;87.073;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;3;6.15579;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;4;7.27037;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;5;9.55296;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;6;13.7297;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;7;17.3185;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;8;20.3435;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;9;24.227;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;10;32.3942;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;11;41.2458;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;12;42.114;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;240;13;48.2445;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;3;5.76219;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;4;7.28237;NA;~1453;357.097;1070.66
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;5;10.5416;NA;~2159;492.594;1476.85
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;6;13.9871;NA;~3027;673.267;2018.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;7;15.7879;NA;~4015;853.894;2559.97
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;8;20.4153;NA;~5199;1124.86;3372.28
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;9;24.2504;NA;~6477;1350.68;4049.25
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;10;32.2742;NA;~7943;1666.77;4996.89
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;11;39.1087;NA;~9571;2028.04;6079.95
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;12;42.0619;NA;~11327;2389.33;7163.04
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;180;13;48.2719;NA;~13211;2750.64;8246.17
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;140;3;6.14995;NA;~909;266.778;799.894
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;3;1.8;140;4;8.22619;NA;~1453;357.097;1070.66
