comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.97          233                1                  2.5         256       1         0         3         6800             8192        0           0           0.023835     NA          0.068070          0.216569            0.216568           0.32                 99            52
2.96          232                1                  2.5         256       1         0         3         6600             8192        0           0           0.024043     NA          0.062694          0.226456            0.226455           0.32                 99            49
2.97          232                1                  2.5         256       1         0         3         6400             8192        0           0           0.023843     NA          0.064500          0.225082            0.225081           0.33                 99            49
2.97          233                1                  2.5         256       1         0         3         6200             8192        0           0           0.023807     NA          0.064766          0.215522            0.215521           0.32                 99            51
2.96          233                1                  2.5         256       1         0         3         6000             8192        0           0           0.024296     NA          0.057679          0.209795            0.209795           0.31                 101           51
2.98          232                1                  2.5         256       1         0         3         5800             8192        0           0           0.024020     NA          0.064608          0.212238            0.212237           0.31                 99            52
2.95          233                1                  2.5         256       1         0         3         5600             8192        0           0           0.024227     NA          0.062640          0.203831            0.203830           0.30                 99            53
2.96          232                1                  2.5         256       1         0         3         5400             8192        0           0           0.024119     NA          0.063494          0.224806            0.224805           0.33                 99            50
2.96          232                1                  2.5         256       1         0         3         5200             8192        0           0           0.024201     NA          0.063283          0.236203            0.236203           0.33                 99            48
2.96          233                1                  2.5         256       1         0         3         5000             8192        0           0           0.023946     NA          0.063352          0.209436            0.209435           0.31                 99            52
2.95          232                1                  2.5         256       1         0         3         4800             8192        0           0           0.024147     NA          0.063172          0.215881            0.215880           0.31                 99            51
2.96          232                1                  2.5         256       1         0         3         4600             8192        0           0           0.024468     NA          0.064356          0.226918            0.226917           0.32                 99            50
2.95          232                1                  2.5         256       1         0         3         4400             8192        0           0           0.024191     NA          0.059936          0.218066            0.218065           0.32                 101           50
2.95          232                1                  2.5         256       1         0         3         4200             8192        0           0           0.024417     NA          0.063862          0.216093            0.216092           0.31                 99            51
2.96          232                1                  2.5         256       1         0         3         4000             8192        0           0           0.024183     NA          0.063397          0.228839            0.228838           0.33                 99            49
2.97          232                1                  2.5         256       1         0         3         3800             8192        0           0           0.024322     NA          0.057452          0.234222            0.234221           0.33                 101           47
2.96          232                1                  2.5         256       1         0         3         3600             8192        0           0           0.024167     NA          0.058135          0.229806            0.229805           0.33                 99            48
2.96          233                1                  2.5         256       1         0         3         3400             8192        0           0           0.024026     NA          0.063187          0.227516            0.227515           0.33                 99            50
2.96          231                1                  2.5         256       1         0         3         3200             8192        0           0           0.024056     NA          0.062124          0.235067            0.235066           0.33                 99            48
2.98          231                1                  2.5         256       1         0         3         3000             8192        0           0           0.024036     NA          0.058398          0.239057            0.239056           0.34                 101           46
2.96          231                1                  2.5         256       1         0         3         2800             8192        0           0           0.024410     NA          0.061775          0.249750            0.249749           0.35                 99            46
2.97          233                1                  2.5         256       1         0         3         2600             8192        0           0           0.024277     NA          0.057386          0.247874            0.247873           0.34                 99            45
2.96          232                1                  2.5         256       1         0         3         2400             8192        0           0           0.024278     NA          0.058523          0.247621            0.247620           0.34                 101           45
2.98          231                1                  2.5         256       1         0         3         2200             8192        0           0           0.023869     NA          0.060659          0.268579            0.268578           0.37                 101           43
2.97          231                1                  2.5         256       1         0         3         2000             8192        0           0           0.024140     NA          0.066952          0.266535            0.266534           0.37                 99            45
2.96          232                1                  2.5         256       1         0         3         1800             8192        0           0           0.024171     NA          0.058731          0.280866            0.280865           0.38                 101           41
2.97          232                1                  2.5         256       1         0         3         1600             8192        0           0           0.024081     NA          0.061733          0.309445            0.309444           0.41                 99            39
2.97          232                1                  2.5         256       1         0         3         1400             8192        0           0           0.024230     NA          0.061177          0.327129            0.327129           0.43                 99            37
2.97          233                1                  2.5         256       1         0         3         1200             8192        0           0           0.024268     NA          0.062221          0.363360            0.363359           0.46                 99            35
2.96          232                1                  2.5         256       1         0         3         1000             8192        0           0           0.023861     NA          0.063793          0.419618            0.419617           0.52                 99            31
2.95          232                1                  2.5         256       1         0         3         800              8192        0           0           0.023942     NA          0.060761          0.507900            0.507899           0.61                 99            26
2.98          231                1                  2.5         256       1         0         3         600              8192        0           0           0.023889     NA          0.067100          0.651113            0.651112           0.76                 99            22
2.96          232                1                  2.5         256       1         0         3         400              8192        0           0           0.024392     NA          0.068264          0.946287            0.946286           1.04                 99            16
2.95          231                1                  2.5         256       1         0         4         9000             8192        0           0           0.022439     NA          0.062882          0.165784            0.165783           0.26                 99            60
2.97          231                1                  2.5         256       1         0         4         8800             8192        0           0           0.021083     NA          0.061682          0.164192            0.164192           0.26                 99            60
2.94          232                1                  2.5         256       1         0         4         8600             8192        0           0           0.022458     NA          0.060917          0.168557            0.168556           0.26                 99            58
2.94          232                1                  2.5         256       1         0         4         8400             8192        0           0           0.022585     NA          0.062359          0.171925            0.171924           0.27                 99            58
2.95          232                1                  2.5         256       1         0         4         8200             8192        0           0           0.022400     NA          0.062654          0.159365            0.159363           0.26                 99            62
2.95          233                1                  2.5         256       1         0         4         8000             8192        0           0           0.023143     NA          0.063295          0.171933            0.171933           0.27                 99            59
2.95          232                1                  2.5         256       1         0         4         7800             8192        0           0           0.022308     NA          0.063629          0.162944            0.162943           0.27                 99            61
2.94          232                1                  2.5         256       1         0         4         7600             8192        0           0           0.022757     NA          0.062340          0.171075            0.171074           0.27                 99            59
2.95          233                1                  2.5         256       1         0         4         7400             8192        0           0           0.022468     NA          0.061467          0.175498            0.175497           0.28                 99            58
2.94          232                1                  2.5         256       1         0         4         7200             8192        0           0           0.022855     NA          0.063561          0.168797            0.168796           0.26                 99            60
2.95          232                1                  2.5         256       1         0         4         7000             8192        0           0           0.022835     NA          0.063148          0.175159            0.175158           0.27                 99            58
2.95          231                1                  2.5         256       1         0         4         6800             8192        0           0           0.022590     NA          0.058583          0.162486            0.162485           0.26                 101           59
2.94          233                1                  2.5         256       1         0         4         6600             8192        0           0           0.022387     NA          0.063249          0.163414            0.163413           0.27                 99            60
2.94          232                1                  2.5         256       1         0         4         6400             8192        0           0           0.022684     NA          0.063897          0.163529            0.163528           0.26                 99            61
2.94          232                1                  2.5         256       1         0         4         6200             8192        0           0           0.022578     NA          0.058065          0.166491            0.166490           0.27                 99            59
2.94          232                1                  2.5         256       1         0         4         6000             8192        0           0           0.022781     NA          0.062117          0.169203            0.169202           0.26                 99            59
2.94          231                1                  2.5         256       1         0         4         5800             8192        0           0           0.022449     NA          0.061508          0.172025            0.172024           0.27                 99            58
2.97          231                1                  2.5         256       1         0         4         5600             8192        0           0           0.022376     NA          0.061782          0.161154            0.161153           0.26                 99            60
2.95          232                1                  2.5         256       1         0         4         5400             8192        0           0           0.022405     NA          0.061013          0.183630            0.183630           0.29                 99            56
2.95          232                1                  2.5         256       1         0         4         5200             8192        0           0           0.022721     NA          0.061373          0.178145            0.178144           0.27                 99            57
2.95          232                1                  2.5         256       1         0         4         5000             8192        0           0           0.022721     NA          0.060592          0.157812            0.157811           0.25                 99            61
2.95          232                1                  2.5         256       1         0         4         4800             8192        0           0           0.022375     NA          0.064399          0.170478            0.170476           0.27                 99            60
2.91          232                1                  2.5         256       1         0         4         4600             8192        0           0           0.022899     NA          0.062997          0.171533            0.171532           0.27                 99            59
2.97          233                1                  2.5         256       1         0         4         4400             8192        0           0           0.022453     NA          0.061826          0.177057            0.177056           0.28                 99            57
2.95          232                1                  2.5         256       1         0         4         4200             8192        0           0           0.022574     NA          0.061547          0.177976            0.177975           0.27                 99            57
2.94          233                1                  2.5         256       1         0         4         4000             8192        0           0           0.022556     NA          0.062896          0.174762            0.174761           0.27                 99            58
2.94          231                1                  2.5         256       1         0         4         3800             8192        0           0           0.022737     NA          0.061198          0.185404            0.185403           0.28                 99            55
2.94          233                1                  2.5         256       1         0         4         3600             8192        0           0           0.022493     NA          0.060772          0.180202            0.180202           0.29                 99            56
2.94          231                1                  2.5         256       1         0         4         3400             8192        0           0           0.022653     NA          0.059830          0.189650            0.189650           0.29                 99            54
2.96          231                1                  2.5         256       1         0         4         3200             8192        0           0           0.022428     NA          0.062058          0.192004            0.192003           0.30                 99            55
