nodes;program;c.domain;adv.model;protocol;partysize;latencies(ms);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;3;25;30;6.29056;NA;~228;0.73264;2.03698
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;3;30;30;7.53566;NA;~228;0.73264;2.03698
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;3;35;30;8.83138;NA;~228;0.73264;2.03698
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;3;40;30;10.0765;NA;~228;0.73264;2.03698
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;5;30;1.48273;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;10;30;2.75104;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;15;30;4.02358;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;20;30;5.30683;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;25;30;6.58565;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;30;30;7.90876;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;35;30;9.19301;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;3;40;30;10.477;NA;~242;0.863272;2.42887
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;5;30;3.73642;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;10;30;6.61228;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;15;30;9.47436;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;20;30;12.3621;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;25;30;15.3093;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;30;30;18.1977;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;35;30;21.0018;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;brain;3;40;30;23.8799;NA;~565;12.3786;36.1314
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;5;30;3.38592;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;10;30;6.08638;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;15;30;8.79881;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;20;30;11.5259;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;25;30;14.2697;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;30;30;16.9555;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;35;30;19.6491;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;malicious-rep-ring;3;40;30;22.29;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;5;30;3.40025;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;10;30;6.11208;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;15;30;8.81877;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;20;30;11.5572;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;25;30;14.2341;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;30;30;16.9203;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;35;30;19.64;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;ps-rep-ring;3;40;30;22.3885;NA;~525;8.75621;25.3547
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;5;30;2.84583;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;10;30;5.40104;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;15;30;8.00229;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;20;30;10.6388;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;25;30;13.2698;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;30;30;15.8584;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;35;30;18.5186;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;RING;malhonest;sy-rep-ring;3;40;30;21.1141;NA;~487;3.66638;10.8684
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;5;30;4.37172;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;10;30;8.40606;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;15;30;12.4624;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;20;30;16.5152;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;25;30;20.5715;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;30;30;24.6283;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;35;30;28.6821;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;3;40;30;32.7353;NA;NA;0.956304;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;5;30;4.25134;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;10;30;8.24102;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;15;30;12.2392;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;20;30;16.2404;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;25;30;20.2291;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;30;30;24.2284;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;35;30;28.2177;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;3;40;30;32.2186;NA;NA;1.19119;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;5;30;6.29034;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;10;30;10.7698;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;15;30;15.3272;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;20;30;19.8856;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;25;30;24.2783;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;30;30;28.9989;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;35;30;33.4497;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;3;40;30;38.1683;NA;NA;67.2442;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;5;30;11.9256;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;10;30;22.4039;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;15;30;32.9337;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;20;30;43.4527;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;25;30;53.966;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;30;30;64.4927;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;35;30;75.0017;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-shamir-bmr;3;40;30;85.5157;NA;NA;33.8646;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;5;30;11.5804;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;10;30;22.0334;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;15;30;32.5669;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;20;30;42.9326;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;25;30;53.4109;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;30;30;63.8938;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;35;30;74.4786;NA;NA;12.2323;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;mal-rep-bmr;3;40;30;84.8983;NA;NA;12.2323;NA
