comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.38          216                1                  3           128       1         0         5         40960       0           0           0.042162     NA          0.137661          0.175340            0.175339           0.31                 283           86
1.38          215                1                  3           128       1         0         5         40960       0           1           .010385      NA          .029335           .040482             .040482            1.38                 215           99
1.37          216                1                  3           128       1         0         6         4096        0           0           0.001930     NA          0.004398          0.008620            0.008619           0.02                 23            76
1.36          216                1                  3           128       1         0         6         4096        0           1           .000368      NA          .000880           .001475             .001475            1.36                 216           99
1.37          215                1                  3           128       1         0         6         8192        0           0           0.004225     NA          0.009275          0.012952            0.012952           0.03                 44            91
1.37          214                1                  3           128       1         0         6         8192        0           1           .000774      NA          .001690           .002940             .002940            1.37                 214           99
1.36          214                1                  3           128       1         0         6         40960       0           0           0.022090     NA          0.052571          0.066397            0.066397           0.18                 203           91
1.38          214                1                  3           128       1         0         6         40960       0           1           .006158      NA          .011195           .017064             .017064            1.38                 214           100
1.40          216                1                  3           256       1         0         1         4096        0           0           0.003203     NA          0.021952          0.019243            0.019243           0.04                 67            104
1.40          216                1                  3           256       1         0         1         4096        0           1           .000689      NA          .005218           .008467             .008467            1.40                 216           100
1.40          216                1                  3           256       1         0         1         8192        0           0           0.006611     NA          0.045761          0.038731            0.038730           0.08                 130           107
1.40          215                1                  3           256       1         0         1         8192        0           1           .001614      NA          .010559           .017763             .017763            1.40                 215           99
1.40          215                1                  3           256       1         0         1         40960       0           0           0.039845     NA          0.253243          0.211147            0.211146           0.43                 638           109
1.40          216                1                  3           256       1         0         1         40960       0           1           .008880      NA          .050162           .086154             .086154            1.40                 216           99
1.38          215                1                  3           256       1         0         2         4096        0           0           0.005194     NA          0.023174          0.031273            0.031273           0.05                 75            84
1.39          216                1                  3           256       1         0         2         4096        0           1           .001026      NA          .005348           .008007             .008007            1.39                 216           99
1.38          215                1                  3           256       1         0         2         8192        0           0           0.011835     NA          0.049555          0.062966            0.062966           0.11                 147           87
1.38          215                1                  3           256       1         0         2         8192        0           1           .002329      NA          .010510           .017318             .017318            1.38                 215           99
1.38          215                1                  3           256       1         0         2         40960       0           0           0.068541     NA          0.253330          0.262449            0.262449           0.52                 721           98
1.38          216                1                  3           256       1         0         2         40960       0           1           .012955      NA          .049192           .076549             .076549            1.38                 216           99
1.34          215                1                  3           256       1         0         3         4096        0           0           0.004775     NA          0.012709          0.030475            0.030474           0.05                 51            66
1.35          214                1                  3           256       1         0         3         4096        0           1           .001101      NA          .003990           .007458             .007458            1.35                 214           99
1.35          213                1                  3           256       1         0         3         8192        0           0           0.011216     NA          0.025356          0.059031            0.059030           0.10                 99            68
1.35          215                1                  3           256       1         0         3         8192        0           1           .002442      NA          .008369           .014011             .014011            1.35                 215           99
1.35          214                1                  3           256       1         0         3         40960       0           0           0.063844     NA          0.157539          0.273103            0.273103           0.53                 482           77
1.35          214                1                  3           256       1         0         3         40960       0           1           .013424      NA          .043458           .067665             .067665            1.35                 214           99
1.34          213                1                  3           256       1         0         4         4096        0           0           0.004218     NA          0.012384          0.028538            0.028537           0.05                 51            66
1.34          214                1                  3           256       1         0         4         4096        0           1           .001019      NA          .003195           .006296             .006296            1.34                 214           99
1.34          214                1                  3           256       1         0         4         8192        0           0           0.009911     NA          0.024746          0.046842            0.046842           0.09                 99            75
1.34          213                1                  3           256       1         0         4         8192        0           1           .002458      NA          .006850           .011839             .011839            1.34                 213           99
1.35          213                1                  3           256       1         0         4         40960       0           0           0.057533     NA          0.165126          0.239191            0.239190           0.49                 481           83
1.34          213                1                  3           256       1         0         4         40960       0           1           .012775      NA          .035160           .055875             .055874            1.34                 213           99
1.36          214                1                  3           256       1         0         5         4096        0           0           0.004952     NA          0.014693          0.033793            0.033793           0.05                 59            64
1.35          214                1                  3           256       1         0         5         4096        0           1           .001075      NA          .003903           .006831             .006831            1.35                 214           99
1.35          214                1                  3           256       1         0         5         8192        0           0           0.010994     NA          0.036186          0.056215            0.056214           0.10                 115           79
1.35          214                1                  3           256       1         0         5         8192        0           1           .002775      NA          .008054           .013407             .013407            1.35                 214           99
1.36          214                1                  3           256       1         0         5         40960       0           0           0.064485     NA          0.196962          0.260180            0.260180           0.51                 562           87
1.36          214                1                  3           256       1         0         5         40960       0           1           .013263      NA          .040595           .061080             .061080            1.36                 214           99
1.35          217                1                  3           256       1         0         6         4096        0           0           0.002878     NA          0.006936          0.014148            0.014148           0.03                 43            76
1.35          215                1                  3           256       1         0         6         4096        0           1           .000597      NA          .001272           .002477             .002476            1.35                 215           100
1.34          214                1                  3           256       1         0         6         8192        0           0           0.006049     NA          0.014599          0.021581            0.021580           0.06                 83            87
1.35          213                1                  3           256       1         0         6         8192        0           1           .001419      NA          .002841           .005224             .005224            1.35                 213           99
1.34          213                1                  3           256       1         0         6         40960       0           0           0.034104     NA          0.088167          0.117980            0.117979           0.33                 403           91
1.34          213                1                  3           256       1         0         6         40960       0           1           .007922      NA          .015396           .026493             .026493            1.34                 213           99
1.38          216                1                  3           512       1         0         1         4096        0           0           0.005113     NA          0.043031          0.035183            0.035182           0.08                 130           110
1.38          216                1                  3           512       1         0         1         4096        0           1           .001191      NA          .009524           .016217             .016217            1.38                 216           99
1.38          216                1                  3           512       1         0         1         8192        0           0           0.009985     NA          0.089305          0.075952            0.075951           0.16                 258           107
1.38          215                1                  3           512       1         0         1         8192        0           1           .002308      NA          .019031           .033941             .033941            1.38                 215           99
1.38          216                1                  3           512       1         0         1         40960       0           0           0.055611     NA          0.448978          0.360427            0.360426           0.82                 1274          110
1.39          216                1                  3           512       1         0         1         40960       0           1           .011886      NA          .091160           .179198             .179198            1.39                 216           99
1.36          215                1                  3           512       1         0         2         4096        0           0           0.009560     NA          0.047323          0.052935            0.052934           0.10                 147           94
1.36          215                1                  3           512       1         0         2         4096        0           1           .001618      NA          .008902           .016713             .016713            1.36                 215           99
1.36          215                1                  3           512       1         0         2         8192        0           0           0.019228     NA          0.095650          0.108823            0.108822           0.21                 291           93
1.36          215                1                  3           512       1         0         2         8192        0           1           .003353      NA          .017763           .029992             .029992            1.36                 215           99
1.36          215                1                  3           512       1         0         2         40960       0           0           0.100157     NA          0.469263          0.474374            0.474373           0.98                 1438          99
1.35          216                1                  3           512       1         0         2         40960       0           1           .017068      NA          .085987           .144146             .144146            1.35                 216           99
1.33          214                1                  3           512       1         0         3         4096        0           0           0.008922     NA          0.023834          0.051791            0.051790           0.10                 99            71
1.33          214                1                  3           512       1         0         3         4096        0           1           .001800      NA          .007353           .013557             .013557            1.33                 214           99
1.34          213                1                  3           512       1         0         3         8192        0           0           0.017611     NA          0.048782          0.114094            0.114093           0.21                 195           69
1.32          213                1                  3           512       1         0         3         8192        0           1           .003628      NA          .014457           .024158             .024158            1.32                 213           100
1.33          214                1                  3           512       1         0         3         40960       0           0           0.093796     NA          0.258502          0.493344            0.493344           0.99                 961           76
1.33          214                1                  3           512       1         0         3         40960       0           1           .018585      NA          .071835           .129485             .129484            1.33                 214           99
1.32          214                1                  3           512       1         0         4         4096        0           0           0.008190     NA          0.022992          0.050188            0.050187           0.09                 99            70
1.33          213                1                  3           512       1         0         4         4096        0           1           .001723      NA          .005620           .010328             .010328            1.33                 213           99
1.32          213                1                  3           512       1         0         4         8192        0           0           0.016248     NA          0.050931          0.085347            0.085346           0.18                 194           80
1.33          214                1                  3           512       1         0         4         8192        0           1           .003522      NA          .011972           .023283             .023283            1.33                 214           99
1.32          213                1                  3           512       1         0         4         40960       0           0           0.088092     NA          0.276647          0.404856            0.404855           0.90                 958           84
1.33          214                1                  3           512       1         0         4         40960       0           1           .017863      NA          .060099           .103011             .103010            1.33                 214           100
1.33          214                1                  3           512       1         0         5         4096        0           0           0.008957     NA          0.031490          0.055043            0.055042           0.10                 115           75
1.34          213                1                  3           512       1         0         5         4096        0           1           .001890      NA          .007422           .014147             .014147            1.34                 213           100
1.33          215                1                  3           512       1         0         5         8192        0           0           0.017820     NA          0.068991          0.098893            0.098893           0.20                 227           83
1.34          215                1                  3           512       1         0         5         8192        0           1           .003700      NA          .014074           .027154             .027154            1.34                 215           100
1.34          214                1                  3           512       1         0         5         40960       0           0           0.093350     NA          0.345678          0.448536            0.448535           0.95                 1121          88
1.34          214                1                  3           512       1         0         5         40960       0           1           .018428      NA          .070162           .131045             .131045            1.34                 214           99
1.32          213                1                  3           512       1         0         6         4096        0           0           0.004715     NA          0.014057          0.021718            0.021717           0.06                 83            87
1.33          212                1                  3           512       1         0         6         4096        0           1           .001049      NA          .002523           .005084             .005084            1.33                 212           99
1.33          214                1                  3           512       1         0         6         8192        0           0           0.009171     NA          0.027889          0.043416            0.043415           0.13                 163           87
1.31          213                1                  3           512       1         0         6         8192        0           1           .002175      NA          .005033           .009836             .009836            1.31                 213           99
1.33          214                1                  3           512       1         0         6         40960       0           0           0.051081     NA          0.154461          0.216164            0.216163           0.67                 803           90
1.32          213                1                  3           512       1         0         6         40960       0           1           .010871      NA          .025304           .048478             .048477            1.32                 213           99
1.43          217                1                  2.8         128       1         0         1         4096        0           0           0.002457     NA          0.014157          0.013588            0.013587           0.02                 35            100
1.43          217                1                  2.8         128       1         0         1         4096        0           1           .000485      NA          .003185           .004785             .004785            1.43                 217           99
1.44          217                1                  2.8         128       1         0         1         8192        0           0           0.004917     NA          0.028665          0.025192            0.025191           0.05                 67            106
1.44          218                1                  2.8         128       1         0         1         8192        0           1           .001034      NA          .006998           .010142             .010142            1.44                 218           100
1.43          217                1                  2.8         128       1         0         1         40960       0           0           0.028272     NA          0.170581          0.152057            0.152056           0.27                 321           105
1.43          217                1                  2.8         128       1         0         1         40960       0           1           .007326      NA          .039460           .060272             .060272            1.43                 217           99
1.41          217                1                  2.8         128       1         0         2         4096        0           0           0.003981     NA          0.014022          0.017294            0.017293           0.03                 39            87
1.41          218                1                  2.8         128       1         0         2         4096        0           1           .000711      NA          .003010           .004741             .004741            1.41                 218           99
1.41          217                1                  2.8         128       1         0         2         8192        0           0           0.008206     NA          0.029003          0.034017            0.034016           0.06                 75            91
1.41          218                1                  2.8         128       1         0         2         8192        0           1           .001479      NA          .006310           .009534             .009534            1.41                 218           99
1.41          218                1                  2.8         128       1         0         2         40960       0           0           0.047316     NA          0.174425          0.180508            0.180508           0.32                 362           98
1.40          217                1                  2.8         128       1         0         2         40960       0           1           .010433      NA          .034745           .046206             .046206            1.40                 217           99
1.37          216                1                  2.8         128       1         0         3         4096        0           0           0.003599     NA          0.007539          0.018618            0.018618           0.03                 27            61
1.38          216                1                  2.8         128       1         0         3         4096        0           1           .000700      NA          .002198           .004135             .004134            1.38                 216           99
1.37          216                1                  2.8         128       1         0         3         8192        0           0           0.006797     NA          0.015944          0.030727            0.030726           0.05                 51            71
1.38          215                1                  2.8         128       1         0         3         8192        0           1           .001564      NA          .004857           .008285             .008285            1.38                 215           99
1.38          215                1                  2.8         128       1         0         3         40960       0           0           0.040810     NA          0.103880          0.185370            0.185369           0.32                 243           73
1.38          216                1                  2.8         128       1         0         3         40960       0           1           .010242      NA          .029624           .041108             .041108            1.38                 216           99
1.37          216                1                  2.8         128       1         0         4         4096        0           0           0.002919     NA          0.008056          0.015186            0.015185           0.02                 27            78
1.37          215                1                  2.8         128       1         0         4         4096        0           1           .000653      NA          .001928           .003382             .003382            1.37                 215           99
1.37          215                1                  2.8         128       1         0         4         8192        0           0           0.006186     NA          0.016087          0.032349            0.032349           0.05                 51            69
1.37          216                1                  2.8         128       1         0         4         8192        0           1           .001782      NA          .004056           .006546             .006546            1.37                 216           99
1.37          216                1                  2.8         128       1         0         4         40960       0           0           0.036229     NA          0.112308          0.159081            0.159079           0.29                 242           82
1.37          216                1                  2.8         128       1         0         4         40960       0           1           .009562      NA          .025981           .039233             .039233            1.37                 216           100
1.39          216                1                  2.8         128       1         0         5         4096        0           0           0.003540     NA          0.009040          0.018526            0.018526           0.03                 31            66
1.39          216                1                  2.8         128       1         0         5         4096        0           1           .000711      NA          .002273           .003752             .003752            1.39                 216           99
1.39          216                1                  2.8         128       1         0         5         8192        0           0           0.007063     NA          0.019924          0.031421            0.031420           0.05                 59            79
1.39          215                1                  2.8         128       1         0         5         8192        0           1           .001757      NA          .004709           .007014             .007013            1.39                 215           99
1.39          216                1                  2.8         128       1         0         5         40960       0           0           0.041824     NA          0.136970          0.175385            0.175384           0.31                 283           86
1.38          215                1                  2.8         128       1         0         5         40960       0           1           .010296      NA          .029922           .041212             .041212            1.38                 215           99
1.37          216                1                  2.8         128       1         0         6         4096        0           0           0.002189     NA          0.005181          0.007002            0.007001           0.02                 23            85
1.37          215                1                  2.8         128       1         0         6         4096        0           1           .000462      NA          .000808           .001737             .001737            1.37                 215           100
1.37          216                1                  2.8         128       1         0         6         8192        0           0           0.004131     NA          0.009297          0.012949            0.012949           0.03                 43            91
1.38          215                1                  2.8         128       1         0         6         8192        0           1           .000780      NA          .001692           .002964             .002964            1.38                 215           99
1.37          214                1                  2.8         128       1         0         6         40960       0           0           0.023937     NA          0.054276          0.066291            0.066290           0.18                 203           93
1.37          215                1                  2.8         128       1         0         6         40960       0           1           .006157      NA          .011881           .017478             .017478            1.37                 215           99
1.41          216                1                  2.8         256       1         0         1         4096        0           0           0.003205     NA          0.022731          0.019548            0.019548           0.04                 67            107
1.40          217                1                  2.8         256       1         0         1         4096        0           1           .000738      NA          .005302           .008865             .008865            1.40                 217           100
1.40          217                1                  2.8         256       1         0         1         8192        0           0           0.006720     NA          0.045120          0.040398            0.040397           0.08                 130           103
1.40          217                1                  2.8         256       1         0         1         8192        0           1           .001661      NA          .010786           .017116             .017115            1.40                 217           99
1.40          217                1                  2.8         256       1         0         1         40960       0           0           0.040227     NA          0.251821          0.205927            0.205926           0.43                 638           110
1.41          217                1                  2.8         256       1         0         1         40960       0           1           .008827      NA          .051485           .090673             .090672            1.41                 217           100
1.37          216                1                  2.8         256       1         0         2         4096        0           0           0.005318     NA          0.023949          0.035213            0.035212           0.06                 75            80
1.38          216                1                  2.8         256       1         0         2         4096        0           1           .001004      NA          .005166           .008173             .008173            1.38                 216           99
1.39          216                1                  2.8         256       1         0         2         8192        0           0           0.011997     NA          0.049846          0.063229            0.063228           0.11                 147           87
1.38          215                1                  2.8         256       1         0         2         8192        0           1           .002349      NA          .010152           .015076             .015076            1.38                 215           99
1.38          216                1                  2.8         256       1         0         2         40960       0           0           0.068114     NA          0.255226          0.259381            0.259381           0.51                 721           99
1.39          215                1                  2.8         256       1         0         2         40960       0           1           .013046      NA          .047789           .080464             .080464            1.39                 215           99
1.35          215                1                  2.8         256       1         0         3         4096        0           0           0.004642     NA          0.012962          0.029713            0.029712           0.05                 51            68
1.35          215                1                  2.8         256       1         0         3         4096        0           1           .001242      NA          .004001           .006971             .006971            1.35                 215           100
1.34          213                1                  2.8         256       1         0         3         8192        0           0           0.011130     NA          0.024968          0.058869            0.058868           0.10                 99            68
1.35          214                1                  2.8         256       1         0         3         8192        0           1           .002439      NA          .008093           .014203             .014203            1.35                 214           99
1.35          213                1                  2.8         256       1         0         3         40960       0           0           0.063253     NA          0.157180          0.268525            0.268524           0.52                 482           78
1.35          214                1                  2.8         256       1         0         3         40960       0           1           .013225      NA          .041834           .065030             .065030            1.35                 214           100
1.34          213                1                  2.8         256       1         0         4         4096        0           0           0.004281     NA          0.012573          0.031910            0.031909           0.05                 51            63
1.34          214                1                  2.8         256       1         0         4         4096        0           1           .001016      NA          .003289           .006158             .006158            1.34                 214           99
1.34          213                1                  2.8         256       1         0         4         8192        0           0           0.010109     NA          0.025656          0.050945            0.050944           0.10                 99            73
1.34          213                1                  2.8         256       1         0         4         8192        0           1           .002320      NA          .006856           .011897             .011897            1.34                 213           99
1.34          213                1                  2.8         256       1         0         4         40960       0           0           0.058767     NA          0.167244          0.240093            0.240092           0.49                 481           84
1.35          214                1                  2.8         256       1         0         4         40960       0           1           .012629      NA          .035269           .056271             .056271            1.35                 214           99
1.36          214                1                  2.8         256       1         0         5         4096        0           0           0.004828     NA          0.016160          0.028090            0.028089           0.05                 59            75
1.36          213                1                  2.8         256       1         0         5         4096        0           1           .001134      NA          .003821           .006912             .006912            1.36                 213           100
1.36          214                1                  2.8         256       1         0         5         8192        0           0           0.011277     NA          0.035615          0.055001            0.055000           0.10                 115           80
1.35          215                1                  2.8         256       1         0         5         8192        0           1           .002409      NA          .008041           .013778             .013778            1.35                 215           100
