nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;ram;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;200;2.04715;NA;NA;23.4376;NA;1.66082;13202;0.234633;1.66082;13202;2.56955;NA;NA;NA;3.2e-05;1;2.04084;NA;NA;NA;NA;NA;NA;0.008542;6;0.00813867;21.7682;4;3.66289;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;400;2.97249;NA;NA;25.0984;NA;3.32162;26402;0.389375;3.32162;26402;4.40813;NA;NA;NA;3.2e-05;1;2.96338;NA;NA;NA;NA;NA;NA;0.008542;6;0.0299317;21.7682;4;5.51368;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;600;4.37104;NA;NA;26.7592;NA;4.98242;39602;0.684414;4.98242;39602;6.63076;NA;NA;NA;3.2e-05;1;4.36395;NA;NA;NA;NA;NA;NA;0.008542;6;0.0456437;21.7682;4;8.2995;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;800;5.49958;NA;NA;28.42;NA;6.64322;52802;0.908321;6.64322;52802;8.37356;NA;NA;NA;3.2e-05;1;5.49351;NA;NA;NA;NA;NA;NA;0.008542;6;0.0532594;21.7682;4;10.5361;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1000;7.40156;NA;NA;30.0808;NA;8.30402;66002;1.29915;8.30402;66002;11.6068;NA;NA;NA;9.6e-05;3;7.37775;NA;NA;NA;NA;NA;NA;0.008542;6;0.0436955;21.7682;4;14.2943;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1200;7.4199;NA;NA;31.7416;NA;9.96482;79202;1.38249;9.96482;79202;11.6356;NA;NA;NA;9.6e-05;3;7.39618;NA;NA;NA;NA;NA;NA;0.008542;6;0.0569215;21.7682;4;14.3527;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1400;8.63952;NA;NA;33.4025;NA;11.6256;92402;1.58615;11.6256;92402;14.229;NA;NA;NA;0.000128;4;8.60893;NA;NA;NA;NA;NA;NA;0.008542;6;0.0349697;21.7682;4;16.825;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1600;9.5648;NA;NA;35.0633;NA;13.2864;105602;1.81568;13.2864;105602;15.7858;NA;NA;NA;0.000128;4;9.53449;NA;NA;NA;NA;NA;NA;0.008542;6;0.0588208;21.7682;4;18.6127;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1800;10.9204;NA;NA;36.7241;NA;14.9472;118802;2.17082;14.9472;118802;18.1367;NA;NA;NA;0.000128;4;10.8887;NA;NA;NA;NA;NA;NA;0.008542;6;0.0715067;21.7682;4;21.3821;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2000;12.1217;NA;NA;38.3849;NA;16.608;132002;2.28609;16.608;132002;20.3288;NA;NA;NA;0.00016;5;12.0909;NA;NA;NA;NA;NA;NA;0.008542;6;0.0692101;21.7682;4;23.763;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2200;12.9108;NA;NA;40.0457;NA;18.2688;145202;2.49114;18.2688;145202;21.3589;NA;NA;NA;0.00016;5;12.876;NA;NA;NA;NA;NA;NA;0.008542;6;0.0734697;21.7682;4;25.3815;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2400;14.865;NA;NA;41.7065;NA;19.9296;158402;2.71329;19.9296;158402;25.5056;NA;NA;NA;0.000192;6;14.823;NA;NA;NA;NA;NA;NA;0.008542;6;0.0771968;21.7682;4;29.2949;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;10;0.8403;NA;NA;21.8598;NA;0.083056;662;0.0106202;0.083056;662;0.106496;NA;NA;NA;3.2e-05;1;0.829783;NA;NA;NA;NA;NA;NA;0.008542;6;0.00324582;21.7682;4;1.15078;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;200;1.92982;NA;NA;23.4376;NA;1.66082;13202;0.252883;1.66082;13202;2.09423;NA;NA;NA;3.2e-05;1;1.92145;NA;NA;NA;NA;NA;NA;0.008542;6;0.0187599;21.7682;4;3.45526;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;400;2.92963;NA;NA;25.0984;NA;3.32162;26402;0.469672;3.32162;26402;3.84698;NA;NA;NA;3.2e-05;1;2.92234;NA;NA;NA;NA;NA;NA;0.008542;6;0.0346719;21.7682;4;5.40517;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;600;3.99233;NA;NA;26.7592;NA;4.98242;39602;0.755283;4.98242;39602;5.68125;NA;NA;NA;3.2e-05;1;3.98615;NA;NA;NA;NA;NA;NA;0.008542;6;0.0445329;21.7682;4;7.56789;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;800;5.2398;NA;NA;28.42;NA;6.64322;52802;0.953083;6.64322;52802;7.85642;NA;NA;NA;3.2e-05;1;5.23285;NA;NA;NA;NA;NA;NA;0.008542;6;0.0542087;21.7682;4;10.0182;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1000;6.42728;NA;NA;30.0808;NA;8.30402;66002;1.13549;8.30402;66002;9.94665;NA;NA;NA;9.6e-05;3;6.39618;NA;NA;NA;NA;NA;NA;0.008542;6;0.0425376;21.7682;4;12.3909;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1200;7.24411;NA;NA;31.7416;NA;9.96482;79202;1.35479;9.96482;79202;11.8941;NA;NA;NA;9.6e-05;3;7.22545;NA;NA;NA;NA;NA;NA;0.008542;6;0.0469167;21.7682;4;14.0726;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1400;8.90086;NA;NA;33.4025;NA;11.6256;92402;1.34115;11.6256;92402;15.2248;NA;NA;NA;0.000128;4;8.87093;NA;NA;NA;NA;NA;NA;0.008542;6;0.0565871;21.7682;4;17.3404;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1600;9.41141;NA;NA;35.0633;NA;13.2864;105602;1.95851;13.2864;105602;15.5427;NA;NA;NA;0.000128;4;9.3841;NA;NA;NA;NA;NA;NA;0.008542;6;0.055844;21.7682;4;18.3975;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1800;10.1538;NA;NA;36.7241;NA;14.9472;118802;1.66432;14.9472;118802;17.3458;NA;NA;NA;0.000128;4;10.126;NA;NA;NA;NA;NA;NA;0.008542;6;0.0705799;21.7682;4;19.8635;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2000;11.6598;NA;NA;38.3849;NA;16.608;132002;2.28427;16.608;132002;19.5432;NA;NA;NA;0.00016;5;11.6224;NA;NA;NA;NA;NA;NA;0.008542;6;0.0606293;21.7682;4;22.8794;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2200;12.8173;NA;NA;40.0457;NA;18.2688;145202;2.50368;18.2688;145202;21.6445;NA;NA;NA;0.00016;5;12.7822;NA;NA;NA;NA;NA;NA;0.008542;6;0.0798679;21.7682;4;25.1631;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;2400;13.6394;NA;NA;41.7065;NA;19.9296;158402;2.45939;19.9296;158402;23.1994;NA;NA;NA;0.000192;6;13.6016;NA;NA;NA;NA;NA;NA;0.008542;6;0.0850959;21.7682;4;26.785;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;10;0.874102;NA;NA;21.8598;NA;0.083056;662;0.0133926;0.083056;662;0.115227;NA;NA;NA;3.2e-05;1;0.867421;NA;NA;NA;NA;NA;NA;0.008542;6;0.00415455;21.7682;4;1.28116;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;200;1.95058;NA;NA;23.4376;NA;1.66082;13202;0.228477;1.66082;13202;2.17239;NA;NA;NA;3.2e-05;1;1.94121;NA;NA;NA;NA;NA;NA;0.008542;6;0.0183627;21.7682;4;3.43833;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;400;3.11514;NA;NA;25.0984;NA;3.32162;26402;0.289315;3.32162;26402;4.31776;NA;NA;NA;3.2e-05;1;3.107;NA;NA;NA;NA;NA;NA;0.008542;6;0.0349327;21.7682;4;5.73104;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;600;4.22901;NA;NA;26.7592;NA;4.98242;39602;0.677764;4.98242;39602;5.8553;NA;NA;NA;3.2e-05;1;4.22125;NA;NA;NA;NA;NA;NA;0.008542;6;0.0457069;21.7682;4;7.94551;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;800;5.14601;NA;NA;28.42;NA;6.64322;52802;0.900075;6.64322;52802;7.66556;NA;NA;NA;3.2e-05;1;5.13972;NA;NA;NA;NA;NA;NA;0.008542;6;0.0525165;21.7682;4;9.79516;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1000;6.47399;NA;NA;30.0808;NA;8.30402;66002;1.13358;8.30402;66002;10.0551;NA;NA;NA;9.6e-05;3;6.45006;NA;NA;NA;NA;NA;NA;0.008542;6;0.0489324;21.7682;4;12.4591;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1200;7.94249;NA;NA;31.7416;NA;9.96482;79202;1.36507;9.96482;79202;12.5877;NA;NA;NA;9.6e-05;3;7.91837;NA;NA;NA;NA;NA;NA;0.008542;6;0.0566753;21.7682;4;15.3946;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1400;8.95519;NA;NA;33.4025;NA;11.6256;92402;1.7862;11.6256;92402;14.802;NA;NA;NA;0.000128;4;8.92551;NA;NA;NA;NA;NA;NA;0.008542;6;0.0506778;21.7682;4;17.4318;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1600;9.30742;NA;NA;35.0633;NA;13.2864;105602;1.84321;13.2864;105602;15.4274;NA;NA;NA;0.000128;4;9.27837;NA;NA;NA;NA;NA;NA;0.008542;6;0.0568471;21.7682;4;18.1446;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1800;10.7314;NA;NA;36.7241;NA;14.9472;118802;2.25916;14.9472;118802;17.8021;NA;NA;NA;0.000128;4;10.7013;NA;NA;NA;NA;NA;NA;0.008542;6;0.0719066;21.7682;4;20.9983;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2000;11.7785;NA;NA;38.3849;NA;16.608;132002;2.31301;16.608;132002;19.7374;NA;NA;NA;0.00016;5;11.7399;NA;NA;NA;NA;NA;NA;0.008542;6;0.0731326;21.7682;4;23.0356;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2200;12.6894;NA;NA;40.0457;NA;18.2688;145202;2.75345;18.2688;145202;21.0745;NA;NA;NA;0.00016;5;12.6517;NA;NA;NA;NA;NA;NA;0.008542;6;0.0739637;21.7682;4;24.9112;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2400;15.6632;NA;NA;41.7065;NA;19.9296;158402;2.72555;19.9296;158402;26.4558;NA;NA;NA;0.000192;6;15.6184;NA;NA;NA;NA;NA;NA;0.008542;6;0.0665903;21.7682;4;30.7657;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;10;0.563668;NA;NA;21.8598;NA;0.083056;662;0.0115445;0.083056;662;0.120007;NA;NA;NA;3.2e-05;1;0.557734;NA;NA;NA;NA;NA;NA;0.008542;6;0.00233425;21.7682;4;0.74262;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;200;2.00033;NA;NA;23.4376;NA;1.66082;13202;0.218008;1.66082;13202;2.4572;NA;NA;NA;3.2e-05;1;1.99439;NA;NA;NA;NA;NA;NA;0.008542;6;0.0112095;21.7682;4;3.62583;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;400;3.0278;NA;NA;25.0984;NA;3.32162;26402;0.51572;3.32162;26402;4.02562;NA;NA;NA;3.2e-05;1;3.0206;NA;NA;NA;NA;NA;NA;0.008542;6;0.022775;21.7682;4;5.60408;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;600;4.27761;NA;NA;26.7592;NA;4.98242;39602;0.668545;4.98242;39602;6.29439;NA;NA;NA;3.2e-05;1;4.27132;NA;NA;NA;NA;NA;NA;0.008542;6;0.0357223;21.7682;4;8.09573;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;800;5.06389;NA;NA;28.42;NA;6.64322;52802;0.743357;6.64322;52802;7.81083;NA;NA;NA;3.2e-05;1;5.058;NA;NA;NA;NA;NA;NA;0.008542;6;0.0547328;21.7682;4;9.65609;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1000;6.52987;NA;NA;30.0808;NA;8.30402;66002;1.13264;8.30402;66002;10.2581;NA;NA;NA;9.6e-05;3;6.50848;NA;NA;NA;NA;NA;NA;0.008542;6;0.0376735;21.7682;4;12.6298;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1200;7.97241;NA;NA;31.7416;NA;9.96482;79202;1.38139;9.96482;79202;12.771;NA;NA;NA;9.6e-05;3;7.95151;NA;NA;NA;NA;NA;NA;0.008542;6;0.049983;21.7682;4;15.4857;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1400;9.09042;NA;NA;33.4025;NA;11.6256;92402;1.57497;11.6256;92402;15.3418;NA;NA;NA;0.000128;4;9.05999;NA;NA;NA;NA;NA;NA;0.008542;6;0.0561032;21.7682;4;17.7654;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1600;9.92299;NA;NA;35.0633;NA;13.2864;105602;1.71726;13.2864;105602;16.8418;NA;NA;NA;0.000128;4;9.89428;NA;NA;NA;NA;NA;NA;0.008542;6;0.0553696;21.7682;4;19.4204;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1800;11.8895;NA;NA;36.7241;NA;14.9472;118802;2.4245;14.9472;118802;19.2823;NA;NA;NA;0.000128;4;11.8525;NA;NA;NA;NA;NA;NA;0.008542;6;0.0729943;21.7682;4;23.2509;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2000;12.2147;NA;NA;38.3849;NA;16.608;132002;2.29151;16.608;132002;20.7038;NA;NA;NA;0.00016;5;12.1768;NA;NA;NA;NA;NA;NA;0.008542;6;0.0618132;21.7682;4;23.9808;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2200;12.5059;NA;NA;40.0457;NA;18.2688;145202;2.48763;18.2688;145202;21.039;NA;NA;NA;0.00016;5;12.4738;NA;NA;NA;NA;NA;NA;0.008542;6;0.0853056;21.7682;4;24.5663;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2400;13.8077;NA;NA;41.7065;NA;19.9296;158402;2.73476;19.9296;158402;23.3322;NA;NA;NA;0.000192;6;13.78;NA;NA;NA;NA;NA;NA;0.008542;6;0.073782;21.7682;4;27.1629;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;10;0.523184;NA;NA;21.8598;NA;0.083056;662;0.0128791;0.083056;662;0.0999857;NA;NA;NA;3.2e-05;1;0.515646;NA;NA;NA;NA;NA;NA;0.008542;6;0.00414011;21.7682;4;0.659986;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;200;1.61209;NA;NA;23.4376;NA;1.66082;13202;0.242289;1.66082;13202;1.9958;NA;NA;NA;3.2e-05;1;1.60518;NA;NA;NA;NA;NA;NA;0.008542;6;0.0087319;21.7682;4;2.85597;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;400;2.76312;NA;NA;25.0984;NA;3.32162;26402;0.474194;3.32162;26402;4.00812;NA;NA;NA;3.2e-05;1;2.75645;NA;NA;NA;NA;NA;NA;0.008542;6;0.0226721;21.7682;4;5.14933;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;600;3.8679;NA;NA;26.7592;NA;4.98242;39602;0.663869;4.98242;39602;5.92228;NA;NA;NA;3.2e-05;1;3.86321;NA;NA;NA;NA;NA;NA;0.008542;6;0.0351257;21.7682;4;7.31549;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;800;5.11495;NA;NA;28.42;NA;6.64322;52802;0.675261;6.64322;52802;8.50108;NA;NA;NA;3.2e-05;1;5.10718;NA;NA;NA;NA;NA;NA;0.008542;6;0.0518517;21.7682;4;9.83787;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1000;6.16348;NA;NA;30.0808;NA;8.30402;66002;1.26532;8.30402;66002;9.9228;NA;NA;NA;9.6e-05;3;6.14366;NA;NA;NA;NA;NA;NA;0.008542;6;0.0493185;21.7682;4;11.9104;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1200;7.50035;NA;NA;31.7416;NA;9.96482;79202;1.36705;9.96482;79202;12.2625;NA;NA;NA;9.6e-05;3;7.48034;NA;NA;NA;NA;NA;NA;0.008542;6;0.0527958;21.7682;4;14.572;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1400;8.24557;NA;NA;33.4025;NA;11.6256;92402;1.57349;11.6256;92402;13.477;NA;NA;NA;0.000128;4;8.21594;NA;NA;NA;NA;NA;NA;0.008542;6;0.0442193;21.7682;4;16.0482;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1600;10.5034;NA;NA;35.0633;NA;13.2864;105602;2.02531;13.2864;105602;17.5201;NA;NA;NA;0.000128;4;10.4621;NA;NA;NA;NA;NA;NA;0.008542;6;0.0669204;21.7682;4;20.5139;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1800;10.8928;NA;NA;36.7241;NA;14.9472;118802;2.04487;14.9472;118802;18.3271;NA;NA;NA;0.000128;4;10.8661;NA;NA;NA;NA;NA;NA;0.008542;6;0.0728677;21.7682;4;21.3566;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2000;13.1074;NA;NA;38.3849;NA;16.608;132002;2.41753;16.608;132002;22.2845;NA;NA;NA;0.00016;5;13.0697;NA;NA;NA;NA;NA;NA;0.008542;6;0.0604221;21.7682;4;25.7191;NA;NA;NA;NA;NA;NA;NA;NA;NA
