nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;ram;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1600;2.56581;NA;~12078;9.69145;29.1655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;1800;7.26676;NA;~13555;10.7118;32.0874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2000;3.35507;NA;~15032;11.7309;35.0092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2200;3.86854;NA;~16563;13.2915;39.8173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160;2400;4.12901;NA;~18063;14.3219;42.772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;10;0.0657185;NA;~178;0.711367;2.0025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;200;0.370025;NA;~1585;1.58224;4.87423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;400;0.692482;NA;~3062;2.60262;7.79611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;600;0.942249;NA;~4539;3.62164;10.718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;800;1.33047;NA;~6093;5.19369;15.5589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1000;1.65369;NA;~7570;6.21271;18.4808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1200;1.86998;NA;~9047;7.10038;21.4027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1400;2.40688;NA;~10524;8.12076;24.3245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1600;5.93326;NA;~12078;9.69145;29.1655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;1800;2.97021;NA;~13555;10.7118;32.0874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2000;3.24154;NA;~15032;11.7309;35.0092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2200;3.73292;NA;~16563;13.2915;39.8173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;200;2400;3.79603;NA;~18063;14.3219;42.772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;10;0.0705259;NA;~178;0.711367;2.0025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;200;0.338304;NA;~1585;1.58224;4.87423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;400;0.65905;NA;~3062;2.60262;7.79611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;600;1.03779;NA;~4539;3.62164;10.718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;800;1.32687;NA;~6093;5.19369;15.5589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1000;1.61868;NA;~7570;6.21271;18.4808;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1200;1.90184;NA;~9047;7.10038;21.4027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1400;2.46212;NA;~10524;8.12076;24.3245;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1600;4.08424;NA;~12078;9.69145;29.1655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;1800;2.86631;NA;~13555;10.7118;32.0874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2000;3.51242;NA;~15032;11.7309;35.0092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2200;3.56043;NA;~16563;13.2915;39.8173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;500;2400;4.19206;NA;~18063;14.3219;42.772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;640;64;NA;NA;NA;2590;652;40;10;0.891742;NA;NA;26.2924;NA;0.947794;674;0.0132027;0.947858;676;0.936112;0.000488;21;0.0425482;6.4e-05;2;0.846624;NA;NA;NA;NA;NA;NA;0.008542;6;0.00113457;25.0102;64;1.17273;0.161792;1;0.850087;0.323584;2;1.714;0.00064;1;0.843823
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;12800;64;NA;NA;NA;51800;13002;40;200;4.68346;NA;NA;130.548;NA;4.91295;13248;0.164683;4.91301;13250;5.76891;0.001384;57;0.123618;9.6e-05;3;4.63043;NA;NA;NA;NA;NA;NA;0.008542;6;0.000990487;124.951;256;2.87661;0.161792;1;4.63334;0.647168;4;9.28215;0.0128;1;4.62784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;25600;64;NA;NA;NA;103600;26002;40;400;8.99125;NA;NA;234.816;NA;8.88974;26482;0.406137;8.8898;26484;11.3859;0.00228;93;0.206049;0.000128;4;8.92425;NA;NA;NA;NA;NA;NA;0.008542;6;0.0218141;224.892;448;4.22722;0.161792;1;8.92597;0.970752;6;17.8696;0.0256;1;8.92134
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;38400;64;NA;NA;NA;155400;39002;40;600;12.9228;NA;NA;339.085;NA;12.8665;39716;0.592366;12.8666;39718;16.5592;0.003176;129;0.289471;0.00016;5;12.8442;NA;NA;NA;NA;NA;NA;0.008542;6;0.0319436;324.832;640;5.68383;0.161792;1;12.8457;1.29434;8;25.7129;0.0384;1;12.8414
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;51200;64;NA;NA;NA;207200;52002;40;800;17.9123;NA;NA;469.599;NA;17.7793;52960;0.763809;17.7794;52962;22.8107;0.004368;177;0.467565;0.000224;7;17.8141;NA;NA;NA;NA;NA;NA;0.008542;6;0.0427568;449.758;880;7.48085;0.161792;1;17.8162;1.9415;12;35.6476;0.0512;1;17.8102
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;64000;64;NA;NA;NA;259000;65004;40;1000;21.4334;NA;NA;573.867;NA;21.7561;66194;0.749464;21.7562;66200;27.6459;0.005264;213;0.437219;0.000256;8;21.3034;NA;NA;NA;NA;NA;NA;0.008542;6;0.0671752;549.699;1072;8.42777;0.161792;1;21.3049;2.26509;14;42.6415;0.064;3;21.2991
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;76800;64;NA;NA;NA;310800;78004;40;1200;25.6806;NA;NA;678.136;NA;25.7329;79428;0.99827;25.733;79434;32.8934;0.00616;249;0.456714;0.000288;9;25.5441;NA;NA;NA;NA;NA;NA;0.008542;6;0.0462297;649.64;1264;10.2018;0.161792;1;25.5456;2.58867;16;51.1117;0.0768;3;25.5405
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;89600;64;NA;NA;NA;362600;91005;40;1400;29.7158;NA;NA;808.326;NA;30.6457;92670;1.11865;30.6458;92678;37.6377;0.007256;293;0.489648;0.00032;10;29.5573;NA;NA;NA;NA;NA;NA;0.008542;6;0.0647599;774.565;1504;11.3061;0.161792;1;29.56;2.91226;18;59.1557;0.0896;4;29.5519
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;102400;64;NA;NA;NA;414400;104005;40;1600;34.3471;NA;NA;912.918;NA;34.6225;105906;1.28444;34.6226;105914;44.0081;0.008248;333;0.495476;0.000384;12;34.1652;NA;NA;NA;NA;NA;NA;0.008542;6;0.0413088;874.506;1696;13.7456;0.161792;1;34.1662;3.55942;22;68.3489;0.1024;4;34.1607
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;115200;64;NA;NA;NA;466200;117005;40;1800;37.5963;NA;NA;1017.19;NA;38.5993;119140;1.56159;38.5994;119148;47.7448;0.009144;369;0.619555;0.000416;13;37.4094;NA;NA;NA;NA;NA;NA;0.008542;6;0.0615501;974.447;1888;14.0362;0.161792;1;37.4097;3.88301;24;74.8389;0.1152;4;37.4045
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;128000;64;NA;NA;NA;518000;130006;40;2000;41.9205;NA;NA;1147.38;NA;43.5121;132382;1.70354;43.5122;132392;52.9244;0.01024;413;0.565283;0.000448;14;41.716;NA;NA;NA;NA;NA;NA;0.008542;6;0.0780752;1099.37;2128;15.7965;0.161792;1;41.7168;4.20659;26;83.46;0.128;5;41.7114
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;140800;64;NA;NA;NA;569800;143006;40;2200;47.445;NA;NA;1251.97;NA;47.4889;145618;1.95905;47.489;145628;61.1237;0.011232;453;0.754656;0.000512;16;47.2279;NA;NA;NA;NA;NA;NA;0.008542;6;0.0703575;1199.31;2320;17.4439;0.161792;1;47.2269;4.85376;30;94.4726;0.1408;5;47.2212
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;153600;64;NA;NA;NA;621600;156007;40;2400;51.1704;NA;NA;1356.24;NA;51.4657;158852;2.13934;51.4658;158864;65.6928;0.012128;489;0.790027;0.000544;17;50.9285;NA;NA;NA;NA;NA;NA;0.008542;6;0.0929996;1299.25;2512;18.7761;0.161792;1;50.9282;5.17734;32;101.894;0.1536;6;50.9223
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;10;0.726471;NA;NA;26.2924;NA;0.947794;674;0.0140551;0.947858;676;0.741528;0.000488;21;0.00920529;6.4e-05;2;0.678141;NA;NA;NA;NA;NA;NA;0.008542;6;0.00383252;25.0102;64;0.860327;0.161792;1;0.681544;0.323584;2;1.37835;0.00064;1;0.675461
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;200;4.58863;NA;NA;130.548;NA;4.91295;13248;0.168927;4.91301;13250;5.66799;0.001384;57;0.107475;9.6e-05;3;4.53152;NA;NA;NA;NA;NA;NA;0.008542;6;0.0185146;124.951;256;2.37874;0.161792;1;4.53437;0.647168;4;9.08355;0.0128;1;4.52887
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;400;8.74775;NA;NA;234.816;NA;8.88974;26482;0.378675;8.8898;26484;11.1376;0.00228;93;0.141959;0.000128;4;8.68126;NA;NA;NA;NA;NA;NA;0.008542;6;0.0337907;224.892;448;3.8502;0.161792;1;8.68317;0.970752;6;17.3836;0.0256;1;8.6784
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;600;13.2644;NA;NA;339.085;NA;12.8665;39716;0.577929;12.8666;39718;17.1009;0.003176;129;0.325651;0.00016;5;13.1852;NA;NA;NA;NA;NA;NA;0.008542;6;0.0415763;324.832;640;5.81643;0.161792;1;13.187;1.29434;8;26.395;0.0384;1;13.1824
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;800;17.5819;NA;NA;469.599;NA;17.7793;52960;0.814053;17.7794;52962;22.3219;0.004368;177;0.302164;0.000224;7;17.4822;NA;NA;NA;NA;NA;NA;0.008542;6;0.0510058;449.758;880;6.87067;0.161792;1;17.4843;1.9415;12;34.9845;0.0512;1;17.4785
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1000;22.1509;NA;NA;573.867;NA;21.7561;66194;0.938043;21.7562;66200;28.4528;0.005264;213;0.490702;0.000256;8;22.0256;NA;NA;NA;NA;NA;NA;0.008542;6;0.0509996;549.699;1072;8.94798;0.161792;1;22.0269;2.26509;14;44.0715;0.064;3;22.0213
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1200;25.1633;NA;NA;678.136;NA;25.7329;79428;0.980482;25.733;79434;31.684;0.00616;249;0.543726;0.000288;9;25.0243;NA;NA;NA;NA;NA;NA;0.008542;6;0.0554506;649.64;1264;10.4505;0.161792;1;25.0258;2.58867;16;50.0727;0.0768;3;25.0204
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1400;30.7725;NA;NA;808.326;NA;30.6457;92670;1.22989;30.6458;92678;39.548;0.007256;293;0.497059;0.00032;10;30.6086;NA;NA;NA;NA;NA;NA;0.008542;6;0.0590224;774.565;1504;11.3154;0.161792;1;30.6134;2.91226;18;61.2634;0.0896;4;30.6037
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1600;34.3442;NA;NA;912.918;NA;34.6225;105906;1.28234;34.6226;105914;44.0337;0.008248;333;0.60156;0.000384;12;34.1668;NA;NA;NA;NA;NA;NA;0.008542;6;0.0519182;874.506;1696;12.9508;0.161792;1;34.1678;3.55942;22;68.3539;0.1024;4;34.1628
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;1800;38.174;NA;NA;1017.19;NA;38.5993;119140;1.40602;38.5994;119148;48.9501;0.009144;369;0.627829;0.000416;13;37.9854;NA;NA;NA;NA;NA;NA;0.008542;6;0.0658918;974.447;1888;14.6542;0.161792;1;37.9861;3.88301;24;75.9924;0.1152;4;37.9813
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2000;42.7205;NA;NA;1147.38;NA;43.5121;132382;1.71059;43.5122;132392;54.1927;0.01024;413;0.704841;0.000448;14;42.5253;NA;NA;NA;NA;NA;NA;0.008542;6;0.060968;1099.37;2128;16.022;0.161792;1;42.5247;4.20659;26;85.0689;0.128;5;42.5195
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2200;47.8229;NA;NA;1251.97;NA;47.4889;145618;2.10379;47.489;145628;61.4259;0.011232;453;0.878859;0.000512;16;47.6036;NA;NA;NA;NA;NA;NA;0.008542;6;0.0686715;1199.31;2320;17.3762;0.161792;1;47.6041;4.85376;30;95.2267;0.1408;5;47.5987
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;2400;51.5677;NA;NA;1356.24;NA;51.4657;158852;2.11372;51.4658;158864;66.2932;0.012128;489;0.943589;0.000544;17;51.3236;NA;NA;NA;NA;NA;NA;0.008542;6;0.0793387;1299.25;2512;19.1655;0.161792;1;51.3231;5.17734;32;102.67;0.1536;6;51.3169
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;10;0.789333;NA;NA;26.2924;NA;0.947794;674;0.0105813;0.947858;676;0.818641;0.000488;21;0.0110154;6.4e-05;2;0.740004;NA;NA;NA;NA;NA;NA;0.008542;6;0.00333556;25.0102;64;0.944783;0.161792;1;0.743346;0.323584;2;1.5022;0.00064;1;0.737117
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;200;4.78359;NA;NA;130.548;NA;4.91295;13248;0.194069;4.91301;13250;5.98767;0.001384;57;0.0877305;9.6e-05;3;4.72728;NA;NA;NA;NA;NA;NA;0.008542;6;0.0189041;124.951;256;2.38577;0.161792;1;4.72998;0.647168;4;9.47545;0.0128;1;4.72474
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;400;8.77223;NA;NA;234.816;NA;8.88974;26482;0.324363;8.8898;26484;11.1853;0.00228;93;0.204918;0.000128;4;8.71456;NA;NA;NA;NA;NA;NA;0.008542;6;0.0351262;224.892;448;3.992;0.161792;1;8.71721;0.970752;6;17.447;0.0256;1;8.71206
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;600;12.6259;NA;NA;339.085;NA;12.8665;39716;0.477076;12.8666;39718;16.088;0.003176;129;0.255586;0.00016;5;12.5497;NA;NA;NA;NA;NA;NA;0.008542;6;0.0344994;324.832;640;5.52813;0.161792;1;12.5511;1.29434;8;25.1219;0.0384;1;12.547
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;800;17.8203;NA;NA;469.599;NA;17.7793;52960;0.786775;17.7794;52962;22.8243;0.004368;177;0.277208;0.000224;7;17.7218;NA;NA;NA;NA;NA;NA;0.008542;6;0.0510988;449.758;880;6.70987;0.161792;1;17.7236;1.9415;12;35.4624;0.0512;1;17.7184
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;maldishonest;tinier;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;120;1000;22.0529;NA;NA;573.867;NA;21.7561;66194;0.996787;21.7562;66200;28.3393;0.005264;213;0.288294;0.000256;8;21.9234;NA;NA;NA;NA;NA;NA;0.008542;6;0.0409424;549.699;1072;8.39227;0.161792;1;21.9254;2.26509;14;43.8687;0.064;3;21.9199
