comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.41;232;1;3;256;1;0;2;24000;40960;0;0;0.043680;NA;0.191302;0.212171;0.212171;0.43;721;95
1.40;232;1;3;256;1;0;2;24000;40960;0;1;.006179;NA;.032291;.063911;.063911;1.40;232;100
1.40;232;1;3;256;1;0;2;23000;40960;0;0;0.045106;NA;0.177179;0.186961;0.186961;0.41;721;97
1.39;232;1;3;256;1;0;2;23000;40960;0;1;.006260;NA;.032431;.064174;.064174;1.39;232;99
1.39;231;1;3;256;1;0;2;22000;40960;0;0;0.044369;NA;0.176282;0.188916;0.188916;0.41;721;96
1.40;231;1;3;256;1;0;2;22000;40960;0;1;.006131;NA;.031715;.062786;.062786;1.40;231;99
1.40;231;1;3;256;1;0;2;21000;40960;0;0;0.045367;NA;0.180699;0.198381;0.198380;0.42;723;95
1.41;231;1;3;256;1;0;2;21000;40960;0;1;.006286;NA;.032174;.069338;.069338;1.41;231;99
1.41;232;1;3;256;1;0;2;20000;40960;0;0;0.043458;NA;0.177051;0.185801;0.185800;0.40;723;97
1.39;231;1;3;256;1;0;2;20000;40960;0;1;.006239;NA;.032218;.069932;.069932;1.39;231;99
1.39;231;1;3;256;1;0;2;19000;40960;0;0;0.043480;NA;0.176803;0.198411;0.198410;0.41;722;94
1.39;231;1;3;256;1;0;2;19000;40960;0;1;.006190;NA;.031959;.071042;.071041;1.39;231;99
1.40;232;1;3;256;1;0;2;18000;40960;0;0;0.044588;NA;0.178512;0.204064;0.204063;0.42;721;93
1.41;232;1;3;256;1;0;2;18000;40960;0;1;.006301;NA;.030595;.075420;.075419;1.41;232;100
1.41;230;1;3;256;1;0;2;17000;40960;0;0;0.043600;NA;0.177473;0.204887;0.204887;0.42;722;93
