comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  1    2        256       1         0         2         4096        0           1           .000373      NA          .005529           .005860             .005860            0.12                 70            966
0.01          3                  1                  1    2        256       1         0         2         4096        0           2           .000123      NA          .002742           .002741             .002741            0.15                 70            3261
1.81          229                1                  1    2        256       1         0         2         40960       0           0           0.023869     NA          0.673480          0.547552            0.547551           0.74                 643           224
0.01          3                  1                  1    2        256       1         0         2         40960       0           1           .003081      NA          .054483           .051076             .051076            0.84                 643           1185
0.01          3                  1                  1    2        256       1         0         2         40960       0           2           .001264      NA          .027921           .028295             .028295            1.35                 646           3348
1.73          229                1                  1    2        256       1         0         2         409600      0           0           0.160563     NA          4.454066          3.907068            3.907067           5.24                 6381          214
0.01          3                  1                  1    2        256       1         0         2         409600      0           1           .024495      NA          .450145           .446952             .446952            7.05                 6381          1154
0.01          3                  1                  1    2        256       1         0         2         409600      0           2           .009596      NA          .285329           .291955             .291955            13.21                6381          3367
1.43          227                1                  1    2        256       1         0         3         4096        0           0           0.001483     NA          0.026363          0.050485            0.050485           0.08                 45            134
0.01          3                  1                  1    2        256       1         0         3         4096        0           1           .000157      NA          .005060           .005973             .005973            0.12                 69            913
0.01          3                  1                  1    2        256       1         0         3         4096        0           2           .000048      NA          .002091           .002454             .002454            0.14                 69            2928
1.89          227                1                  1    2        256       1         0         3         40960       0           0           0.016113     NA          0.348802          0.549324            0.549323           0.71                 404           144
0.01          3                  1                  1    2        256       1         0         3         40960       0           1           .001402      NA          .041900           .048768             .048768            0.81                 642           978
0.01          3                  1                  1    2        256       1         0         3         40960       0           2           .000397      NA          .021218           .024884             .024884            1.17                 642           2993
1.44          228                1                  1    2        256       1         0         3         409600      0           0           0.105924     NA          2.321135          3.880679            3.880677           4.95                 3993          133
0.01          3                  1                  1    2        256       1         0         3         409600      0           1           .010405      NA          .347971           .403451             .403451            6.43                 6368          1011
0.01          3                  1                  1    2        256       1         0         3         409600      0           2           .003798      NA          .211945           .244573             .244573            11.09                6368          3058
1.43          227                1                  1    2        256       1         0         4         4096        0           0           0.001590     NA          0.025800          0.041111            0.041110           0.07                 46            155
0.01          3                  1                  1    2        256       1         0         4         4096        0           1           .000151      NA          .004810           .005583             .005583            0.12                 61            887
0.01          3                  1                  1    2        256       1         0         4         4096        0           2           .000049      NA          .001595           .001987             .001987            0.12                 61            2802
1.46          227                1                  1    2        256       1         0         4         40960       0           0           0.013929     NA          0.365938          0.523165            0.523164           0.68                 403           151
0.01          3                  1                  1    2        256       1         0         4         40960       0           1           .001442      NA          .038182           .044072             .044071            0.75                 561           1024
0.01          3                  1                  1    2        256       1         0         4         40960       0           2           .000406      NA          .016702           .020714             .020714            1.05                 564           2766
1.43          226                1                  1    2        256       1         0         4         409600      0           0           0.097305     NA          2.210271          3.551942            3.551941           4.76                 3981          139
0.01          3                  1                  1    2        256       1         0         4         409600      0           1           .010200      NA          .288539           .352695             .352695            5.77                 5556          976
0.01          3                  1                  1    2        256       1         0         4         409600      0           2           .003760      NA          .156950           .204968             .204968            9.61                 5556          2800
1.43          231                1                  1    2        256       1         0         5         4096        0           0           0.001742     NA          0.030678          0.042928            0.042927           0.07                 54            163
0.01          3                  1                  1    2        256       1         0         5         4096        0           1           .000157      NA          .004393           .005163             .005163            0.10                 61            983
0.01          3                  1                  1    2        256       1         0         5         4096        0           2           .000049      NA          .001954           .002297             .002297            0.13                 61            2938
1.54          228                1                  1    2        256       1         0         5         40960       0           0           0.014388     NA          0.427625          0.544071            0.544070           0.72                 484           159
0.01          3                  1                  1    2        256       1         0         5         40960       0           1           .001429      NA          .041378           .045884             .045884            0.78                 562           1010
0.01          3                  1                  1    2        256       1         0         5         40960       0           2           .000413      NA          .020093           .023850             .023850            1.17                 562           2857
1.45          228                1                  1    2        256       1         0         5         409600      0           0           0.110678     NA          2.840195          3.580963            3.580961           4.71                 4793          164
0.02          3                  1                  1    2        256       1         0         5         409600      0           1           .010473      NA          .333975           .388350             .388350            6.13                 5568          1018
0.01          3                  1                  1    2        256       1         0         5         409600      0           2           .003780      NA          .202531           .237106             .237106            10.79                5568          3041
1.69          227                1                  1    2        256       1         0         6         4096        0           0           0.000936     NA          0.017390          0.015159            0.015158           0.04                 38            195
0.01          3                  1                  1    2        256       1         0         6         4096        0           1           .000045      NA          .001554           .002244             .002244            0.06                 38            877
0.01          3                  1                  1    2        256       1         0         6         4096        0           2           .000014      NA          .000586           .000792             .000792            0.07                 43            2734
1.56          226                1                  1    2        256       1         0         6         40960       0           0           0.007773     NA          0.244432          0.214641            0.214640           0.37                 325           219
0.01          3                  1                  1    2        256       1         0         6         40960       0           1           .000387      NA          .013479           .017623             .017623            0.40                 326           914
0.01          3                  1                  1    2        256       1         0         6         40960       0           2           .000121      NA          .006790           .008651             .008651            0.58                 326           2725
1.75          228                1                  1    2        256       1         0         6         409600      0           0           0.050407     NA          1.852863          1.615820            1.615819           2.77                 3206          204
0.01          3                  1                  1    2        256       1         0         6         409600      0           1           .003198      NA          .122974           .157393             .157393            3.23                 3206          981
0.01          3                  1                  1    2        256       1         0         6         409600      0           2           .001133      NA          .064119           .087531             .087531            5.42                 3206          2768
1.43          227                1                  1    4        128       1         0         1         4096        0           0           0.001543     NA          0.033339          0.028056            0.028055           0.05                 38            428
0.01          3                  1                  1    4        128       1         0         1         4096        0           1           .000072      NA          .002467           .002197             .002197            0.08                 38            2304
0.01          3                  1                  1    4        128       1         0         1         4096        0           2           .000030      NA          .001084           .001589             .001589            0.19                 38            4132
1.57          228                1                  1    4        128       1         0         1         40960       0           0           0.015234     NA          0.490217          0.318817            0.318816           0.41                 323           535
0.01          3                  1                  1    4        128       1         0         1         40960       0           1           .000611      NA          .025229           .022738             .022738            0.69                 323           2418
0.01          3                  1                  1    4        128       1         0         1         40960       0           2           .000270      NA          .012538           .019085             .019085            1.70                 323           4441
1.45          233                1                  1    4        128       1         0         1         409600      0           0           0.101125     NA          3.567626          2.613436            2.613435           3.15                 3181          520
0.01          3                  1                  1    4        128       1         0         1         409600      0           1           .005448      NA          .247556           .250110             .250110            6.98                 3181          2312
0.01          3                  1                  1    4        128       1         0         1         409600      0           2           .002617      NA          .133617           .205694             .205694            17.35                3181          4501
1.44          228                1                  1    4        128       1         0         2         4096        0           0           0.002489     NA          0.033541          0.036788            0.036787           0.06                 38            353
0.01          3                  1                  1    4        128       1         0         2         4096        0           1           .000150      NA          .001984           .002053             .002052            0.08                 38            2006
0.01          3                  1                  1    4        128       1         0         2         4096        0           2           .000053      NA          .000990           .001454             .001454            0.18                 38            4165
1.43          227                1                  1    4        128       1         0         2         40960       0           0           0.023781     NA          0.414309          0.358739            0.358738           0.48                 325           415
0.01          3                  1                  1    4        128       1         0         2         40960       0           1           .001366      NA          .021122           .021662             .021662            0.69                 325           2184
0.01          3                  1                  1    4        128       1         0         2         40960       0           2           .000477      NA          .011880           .017791             .017791            1.59                 325           4647
1.44          227                1                  1    4        128       1         0         2         409600      0           0           0.161040     NA          3.240697          2.968611            2.968609           3.64                 3193          410
0.01          3                  1                  1    4        128       1         0         2         409600      0           1           .011117      NA          .203037           .212324             .212324            6.21                 3193          2230
