nodes;program;c.domain;adv.model;protocol;partysize;compiletime(s);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);maxPhyRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;173.13;NA;NA;NA;3712;3712;NA;NA;NA;211932;67;58;0.415921;1.52;165;90;NA;6.78188;NA;6.78188;4;0.0430925;0.000464;1;0.195093;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;197.42;NA;NA;NA;3968;3968;NA;NA;NA;242172;71;62;0.438464;1.69;192;92;NA;7.74957;NA;7.74957;4;0.0496628;0.000496;1;0.202001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;222.33;NA;NA;NA;4224;4224;NA;NA;NA;274428;75;66;0.488221;1.89;213;91;NA;8.78176;NA;8.78176;4;0.0564716;0.000528;1;0.216953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;250.31;NA;NA;NA;4480;4480;NA;NA;NA;308700;79;70;0.529184;2.19;286;94;NA;9.87847;NA;9.87847;4;0.0655538;0.00056;1;0.218325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;277.83;NA;NA;NA;4736;4736;NA;NA;NA;344988;83;74;0.597557;2.41;284;94;NA;11.0397;NA;11.0397;4;0.0747866;0.000592;1;0.258383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;310.81;NA;NA;NA;4992;4992;NA;NA;NA;383292;87;78;0.654044;2.65;300;94;NA;12.2654;NA;12.2654;4;0.0845418;0.000624;1;0.274234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;339.38;NA;NA;NA;5248;5248;NA;NA;NA;423612;91;82;0.73586;3.00;321;94;NA;13.5557;NA;13.5557;4;0.095893;0.000656;1;0.311966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;381.64;NA;NA;NA;5504;5504;NA;NA;NA;465948;95;86;0.796225;3.18;351;94;NA;14.9104;NA;14.9104;4;0.106778;0.000688;1;0.337739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;412.91;NA;NA;NA;5760;5760;NA;NA;NA;510300;99;90;0.844197;3.43;384;95;NA;16.3297;NA;16.3297;4;0.118268;0.00072;1;0.339479;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;449.40;NA;NA;NA;6016;6016;NA;NA;NA;556668;103;94;0.933994;3.74;418;95;NA;17.8135;NA;17.8135;6;0.123776;0.000752;1;0.376727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;485.25;NA;NA;NA;6272;6272;NA;NA;NA;605052;107;98;0.974989;4.21;565;95;NA;19.3618;NA;19.3618;6;0.126292;0.000784;1;0.38986;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yao;2;515.56;NA;NA;NA;6400;6400;NA;NA;NA;630000;109;100;1.00396;4.31;567;96;NA;20.1601;NA;20.1601;6;0.131386;0.0008;1;0.391655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;5.42;NA;NA;NA;640;640;NA;NA;NA;6300;19;10;0.00628332;0.07;15;86;NA;0;NA;NA;NA;NA;0.20161;2;0.0139665;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;10.28;NA;NA;NA;896;896;NA;NA;NA;12348;23;14;0.00979071;0.12;21;87;NA;0;NA;NA;NA;NA;0.39515;2;0.0142917;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;16.79;NA;NA;NA;1152;1152;NA;NA;NA;20412;27;18;0.0191312;0.17;25;94;NA;0;NA;NA;NA;NA;0.653202;2;0.0177131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;24.60;NA;NA;NA;1408;1408;NA;NA;NA;30492;31;22;0.0419517;0.24;33;91;NA;0;NA;NA;NA;NA;0.975766;2;0.0294374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;34.55;NA;NA;NA;1664;1664;NA;NA;NA;42588;35;26;0.0625409;0.33;43;93;NA;0;NA;NA;NA;NA;1.36284;2;0.0446121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;46.24;NA;NA;NA;1920;1920;NA;NA;NA;56700;39;30;0.100813;0.43;50;94;NA;0;NA;NA;NA;NA;1.81443;2;0.0691098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;58.34;NA;NA;NA;2176;2176;NA;NA;NA;72828;43;34;0.127978;0.55;76;93;NA;0;NA;NA;NA;NA;2.33053;2;0.0833857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;73.91;NA;NA;NA;2432;2432;NA;NA;NA;90972;47;38;0.162872;0.68;76;91;NA;0;NA;NA;NA;NA;2.91114;2;0.109543;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;90.98;NA;NA;NA;2688;2688;NA;NA;NA;111132;51;42;0.207006;0.82;91;93;NA;0;NA;NA;NA;NA;3.55627;2;0.135379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;108.96;NA;NA;NA;2944;2944;NA;NA;NA;133308;55;46;0.253296;0.97;108;93;NA;0;NA;NA;NA;NA;4.2659;2;0.16046;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;127.84;NA;NA;NA;3200;3200;NA;NA;NA;157500;59;50;0.296948;1.17;146;95;NA;0;NA;NA;NA;NA;5.04005;2;0.198559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;150.61;NA;NA;NA;3456;3456;NA;NA;NA;183708;63;54;0.355246;1.35;148;93;NA;0;NA;NA;NA;NA;5.87871;2;0.230885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;173.13;NA;NA;NA;3712;3712;NA;NA;NA;211932;67;58;0.401083;1.52;165;94;NA;0;NA;NA;NA;NA;6.78188;2;0.262335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;197.42;NA;NA;NA;3968;3968;NA;NA;NA;242172;71;62;0.433119;1.70;189;93;NA;0;NA;NA;NA;NA;7.74957;2;0.277721;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;222.33;NA;NA;NA;4224;4224;NA;NA;NA;274428;75;66;0.465709;1.90;212;92;NA;0;NA;NA;NA;NA;8.78176;2;0.293851;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;250.31;NA;NA;NA;4480;4480;NA;NA;NA;308700;79;70;0.567158;2.27;286;91;NA;0;NA;NA;NA;NA;9.87847;2;0.34953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;277.83;NA;NA;NA;4736;4736;NA;NA;NA;344988;83;74;0.578313;2.42;284;91;NA;0;NA;NA;NA;NA;11.0397;2;0.34692;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;310.81;NA;NA;NA;4992;4992;NA;NA;NA;383292;87;78;0.641421;2.65;297;93;NA;0;NA;NA;NA;NA;12.2654;2;0.393822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;339.38;NA;NA;NA;5248;5248;NA;NA;NA;423612;91;82;0.719265;2.91;319;92;NA;0;NA;NA;NA;NA;13.5557;2;0.442228;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;381.64;NA;NA;NA;5504;5504;NA;NA;NA;465948;95;86;0.789238;3.22;351;91;NA;0;NA;NA;NA;NA;14.9104;2;0.461305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;412.91;NA;NA;NA;5760;5760;NA;NA;NA;510300;99;90;0.854367;3.44;383;92;NA;0;NA;NA;NA;NA;16.3297;2;0.511761;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;449.40;NA;NA;NA;6016;6016;NA;NA;NA;556668;103;94;0.91118;3.73;416;93;NA;0;NA;NA;NA;NA;17.8135;4;0.566261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;485.25;NA;NA;NA;6272;6272;NA;NA;NA;605052;107;98;0.998937;4.19;565;92;NA;0;NA;NA;NA;NA;19.3618;4;0.611267;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semidishonest;yaoO;2;515.56;NA;NA;NA;6400;6400;NA;NA;NA;630000;109;100;1.03406;4.35;566;92;NA;0;NA;NA;NA;NA;20.1601;4;0.65841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;5.42;NA;NA;NA;640;640;NA;NA;NA;6300;19;10;0.0453135;0.14;22;71;NA;0.931336;NA;4.8e-05;3;0.0423962;4.8e-05;3;0.0445253;0.000116;5;0.00162182;NA;NA;NA;0.931056;11;0.0154741;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;10.28;NA;NA;NA;896;896;NA;NA;NA;12348;23;14;0.0490569;0.17;24;78;NA;1.02839;NA;4.8e-05;3;0.0444363;4.8e-05;3;0.0486964;0.000116;5;0.00348455;NA;NA;NA;1.02811;11;0.0155155;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;16.79;NA;NA;NA;1152;1152;NA;NA;NA;20412;27;18;0.0507329;0.22;30;83;NA;1.1577;NA;4.8e-05;3;0.0463859;4.8e-05;3;0.0508004;0.000116;5;0.00292788;NA;NA;NA;1.15742;11;0.0153544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;24.60;NA;NA;NA;1408;1408;NA;NA;NA;30492;31;22;0.0591646;0.29;36;87;NA;1.31927;NA;4.8e-05;3;0.0532928;4.8e-05;3;0.0593376;0.000116;5;0.00176217;NA;NA;NA;1.31899;11;0.0195749;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;34.55;NA;NA;NA;1664;1664;NA;NA;NA;42588;35;26;0.063649;0.35;42;88;NA;1.5131;NA;4.8e-05;3;0.0554572;4.8e-05;3;0.0631291;0.000116;5;0.00309891;NA;NA;NA;1.51282;11;0.0182297;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;46.24;NA;NA;NA;1920;1920;NA;NA;NA;56700;39;30;0.0742019;0.42;49;91;NA;1.73918;NA;4.8e-05;3;0.0646682;4.8e-05;3;0.0743509;0.000116;5;0.00361977;NA;NA;NA;1.7389;11;0.0234597;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;58.34;NA;NA;NA;2176;2176;NA;NA;NA;72828;43;34;0.0893687;0.54;75;93;NA;1.99751;NA;4.8e-05;3;0.0772464;4.8e-05;3;0.0881182;0.000116;5;0.00277335;NA;NA;NA;1.99723;11;0.021423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;73.91;NA;NA;NA;2432;2432;NA;NA;NA;90972;47;38;0.0936596;0.63;76;92;NA;2.2881;NA;4.8e-05;3;0.0813187;4.8e-05;3;0.0941494;0.000116;5;0.00214503;NA;NA;NA;2.28782;11;0.0269944;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;90.98;NA;NA;NA;2688;2688;NA;NA;NA;111132;51;42;0.12014;0.78;83;93;NA;2.61095;NA;4.8e-05;3;0.0994777;4.8e-05;3;0.119413;0.000116;5;0.00399319;NA;NA;NA;2.61067;11;0.0315872;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;108.96;NA;NA;NA;2944;2944;NA;NA;NA;133308;55;46;0.126112;0.88;101;95;NA;2.96606;NA;4.8e-05;3;0.104377;4.8e-05;3;0.125704;0.000116;5;0.00296587;NA;NA;NA;2.96578;11;0.0343344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;127.84;NA;NA;NA;3200;3200;NA;NA;NA;157500;59;50;0.133583;1.03;146;96;NA;3.35342;NA;4.8e-05;3;0.112882;4.8e-05;3;0.133303;0.000116;5;0.00263712;NA;NA;NA;3.35314;11;0.0388571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;150.61;NA;NA;NA;3456;3456;NA;NA;NA;183708;63;54;0.138524;1.16;146;96;NA;3.77303;NA;4.8e-05;3;0.116881;4.8e-05;3;0.137266;0.000116;5;0.00451733;NA;NA;NA;3.77275;11;0.0427511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;173.13;NA;NA;NA;3712;3712;NA;NA;NA;211932;67;58;0.167892;1.32;148;95;NA;4.2249;NA;4.8e-05;3;0.141776;4.8e-05;3;0.173799;0.000116;5;0.00349246;NA;NA;NA;4.22462;11;0.0442208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;197.42;NA;NA;NA;3968;3968;NA;NA;NA;242172;71;62;0.199593;1.53;168;94;NA;4.70903;NA;4.8e-05;3;0.154967;4.8e-05;3;0.19842;0.000116;5;0.00265909;NA;NA;NA;4.70875;11;0.0521565;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;222.33;NA;NA;NA;4224;4224;NA;NA;NA;274428;75;66;0.213835;1.68;198;96;NA;5.22542;NA;4.8e-05;3;0.167708;4.8e-05;3;0.209721;0.000116;5;0.00327514;NA;NA;NA;5.22514;11;0.0536943;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;250.31;NA;NA;NA;4480;4480;NA;NA;NA;308700;79;70;0.216562;1.91;286;97;NA;5.77406;NA;4.8e-05;3;0.174907;4.8e-05;3;0.212967;0.000116;5;0.0037381;NA;NA;NA;5.77378;11;0.0685606;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;277.83;NA;NA;NA;4736;4736;NA;NA;NA;344988;83;74;0.228688;2.09;284;97;NA;6.35495;NA;4.8e-05;3;0.182218;4.8e-05;3;0.227105;0.000116;5;0.0037957;NA;NA;NA;6.35467;11;0.0665926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;310.81;NA;NA;NA;4992;4992;NA;NA;NA;383292;87;78;0.292122;2.42;286;96;NA;6.9681;NA;4.8e-05;3;0.223754;4.8e-05;3;0.288282;0.000116;5;0.00224336;NA;NA;NA;6.96782;11;0.093693;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;339.38;NA;NA;NA;5248;5248;NA;NA;NA;423612;91;82;0.281525;2.56;283;96;NA;7.61351;NA;4.8e-05;3;0.228815;4.8e-05;3;0.291491;0.000116;5;0.00212522;NA;NA;NA;7.61323;11;0.0745103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;381.64;NA;NA;NA;5504;5504;NA;NA;NA;465948;95;86;0.316339;2.85;306;97;NA;8.29118;NA;4.8e-05;3;0.241572;4.8e-05;3;0.321027;0.000116;5;0.00314565;NA;NA;NA;8.2909;11;0.0924008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;412.91;NA;NA;NA;5760;5760;NA;NA;NA;510300;99;90;0.318918;2.97;337;98;NA;9.0011;NA;4.8e-05;3;0.244772;4.8e-05;3;0.314269;0.000116;5;0.00491117;NA;NA;NA;9.00082;11;0.0918034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;449.40;NA;NA;NA;6016;6016;NA;NA;NA;556668;103;94;0.321506;3.19;372;97;NA;9.74327;NA;4.8e-05;3;0.257369;4.8e-05;3;0.32179;0.000116;5;0.00302542;NA;NA;NA;9.74299;11;0.102775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;485.25;NA;NA;NA;6272;6272;NA;NA;NA;605052;107;98;0.34545;3.60;565;98;NA;10.5177;NA;4.8e-05;3;0.27323;4.8e-05;3;0.349435;0.000116;5;0.0041462;NA;NA;NA;10.5174;11;0.104651;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;malhonest;malicious-rep-bin;3;515.56;NA;NA;NA;6400;6400;NA;NA;NA;630000;109;100;0.374625;3.77;566;97;NA;10.917;NA;4.8e-05;3;0.2883;4.8e-05;3;0.373486;0.000116;5;0.00390212;NA;NA;NA;10.9167;11;0.106481;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;5.42;NA;NA;NA;640;640;NA;NA;NA;6300;19;10;0.00602583;0.10;12;61;NA;0.007068;NA;4.8e-05;3;0.00418993;4.8e-05;3;0.00593321;NA;NA;NA;NA;NA;NA;0.00702;8;0.00216233;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;10.28;NA;NA;NA;896;896;NA;NA;NA;12348;23;14;0.00835834;0.13;18;80;NA;0.013404;NA;4.8e-05;3;0.00604019;4.8e-05;3;0.00891229;NA;NA;NA;NA;NA;NA;0.013356;8;0.00255005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;16.79;NA;NA;NA;1152;1152;NA;NA;NA;20412;27;18;0.00972472;0.17;25;84;NA;0.021756;NA;4.8e-05;3;0.00804932;4.8e-05;3;0.00882158;NA;NA;NA;NA;NA;NA;0.021708;8;0.00262928;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;24.60;NA;NA;NA;1408;1408;NA;NA;NA;30492;31;22;0.0134097;0.23;26;84;NA;0.032124;NA;4.8e-05;3;0.0110528;4.8e-05;3;0.0136836;NA;NA;NA;NA;NA;NA;0.032076;8;0.00323074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ether,ethercash,ethergold;43_set_intersection;BINARY;semihonest;replicated-bin;3;34.55;NA;NA;NA;1664;1664;NA;NA;NA;42588;35;26;0.0200578;0.31;43;86;NA;0.044508;NA;4.8e-05;3;0.0169222;4.8e-05;3;0.0199962;NA;NA;NA;NA;NA;NA;0.04446;8;0.00460897;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
