nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;bandwidths(Mbs);input_size;runtime(s);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;20;30;15.1923;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;15;30;20.2132;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;10;30;30.1581;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;5;30;60.0614;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;190320;117120;14671;100;30;3.97383;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;95;30;4.13067;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;90;30;4.13493;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;85;30;4.20476;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;80;30;4.32816;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;75;30;4.39699;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;70;30;4.49575;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;65;30;4.68539;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;60;30;4.71311;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;55;30;4.96971;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;50;30;5.13601;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;45;30;5.4141;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;40;30;5.75482;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;35;30;6.12703;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;30;30;6.78128;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;25;30;7.8316;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;20;30;9.61295;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;15;30;12.6389;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;10;30;18.7082;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;5;30;36.9164;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;190320;117120;14671;100;30;3.90989;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;95;30;4.01808;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;90;30;4.13898;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;85;30;4.15984;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;80;30;4.26921;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;75;30;4.33522;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;70;30;4.39435;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;65;30;4.48755;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;60;30;4.67249;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;55;30;4.80309;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;50;30;5.00455;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;45;30;5.2045;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;40;30;5.5548;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;35;30;5.78918;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;30;30;6.2934;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;25;30;6.99377;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;20;30;8.04169;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;15;30;9.86115;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;10;30;14.2501;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;5;30;27.7921;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;190320;117120;14671;100;30;5.45495;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;95;30;5.54833;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;90;30;5.59652;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;85;30;5.66672;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;80;30;5.79383;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;75;30;5.87384;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;70;30;5.96288;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;65;30;6.07356;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;60;30;6.24988;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;55;30;6.46038;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;50;30;6.59297;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;45;30;6.86341;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;40;30;7.16953;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;35;30;7.52069;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;30;30;8.05432;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;25;30;8.7756;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;20;30;9.95261;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;15;30;12.1127;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;10;30;17.4355;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;5;30;33.8248;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;190320;117120;14671;100;30;3.54699;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;95;30;3.36738;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;90;30;3.36759;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;85;30;3.37521;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;80;30;3.46567;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;75;30;3.47648;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;70;30;3.49011;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;65;30;3.59091;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;60;30;3.53946;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;55;30;3.72469;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;50;30;3.72876;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;45;30;3.93844;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;40;30;3.98882;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;35;30;4.19536;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;30;30;4.31523;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;25;30;4.84161;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;20;30;5.2471;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;15;30;6.89271;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;10;30;10.0257;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;5;30;19.5767;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;190320;117120;14671;100;30;6.66904;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;95;30;6.8083;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;90;30;6.91484;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;85;30;7.05045;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;80;30;7.11666;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;75;30;7.20089;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;70;30;7.49593;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;65;30;7.69044;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;60;30;7.90778;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;55;30;8.1791;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;50;30;8.54284;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;45;30;8.96895;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;40;30;9.56736;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;35;30;10.0895;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;30;30;11.0335;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;25;30;12.3337;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;20;30;14.3437;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;15;30;18.4154;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;10;30;27.2528;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;5;30;53.4501;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;190320;117120;14671;100;30;2.61468;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;95;30;2.60873;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;90;30;2.66011;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;85;30;2.79823;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;80;30;2.72564;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;75;30;2.75149;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;70;30;2.79703;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;65;30;2.85827;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;60;30;2.97268;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;55;30;2.98128;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;50;30;3.08607;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;45;30;3.13247;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;40;30;3.27943;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;35;30;3.34882;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;30;30;3.46838;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;25;30;3.7936;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;20;30;4.14459;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;15;30;5.07421;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;10;30;7.42528;~14711;7.18416;21.7125
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;replicated-field;NA;NA;NA;5;30;14.4245;~14711;7.18416;21.7125
