comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.30          218                1                  128       1         0         1         500            65536       0           1           0.080191     NA          0.550768          34.865364           34.865362          2.30                 218           99
1.58          219                1                  128       1         0         1         1000           4096        0           1           .000594      NA          .007582           4.390881            4.390881           1.58                 219           99
1.61          218                1                  128       1         0         1         1000           8192        0           1           .001097      NA          .013490           4.666448            4.666447           1.61                 218           99
1.75          218                1                  128       1         0         1         1000           65536       0           1           0.062298     NA          0.527926          73.932180           73.932178          1.75                 218           99
1.70          219                1                  128       1         0         2         1              4096        0           1           .000881      NA          .005366           .016163             .016162            1.70                 219           99
1.44          218                1                  128       1         0         2         1              8192        0           1           .001483      NA          .010182           .026326             .026326            1.44                 218           100
1.60          217                1                  128       1         0         2         1              65536       0           1           .016681      NA          .068321           .116952             .116952            1.60                 217           99
1.61          217                1                  128       1         0         2         5              4096        0           1           .000752      NA          .005508           .036571             .036571            1.61                 217           99
1.56          217                1                  128       1         0         2         5              8192        0           1           .001458      NA          .008645           .046691             .046691            1.56                 217           99
1.55          217                1                  128       1         0         2         5              65536       0           1           .016953      NA          .068640           .161816             .161816            1.55                 217           99
1.61          216                1                  128       1         0         2         10             4096        0           1           .000830      NA          .005122           .068960             .068960            1.61                 216           99
1.49          217                1                  128       1         0         2         10             8192        0           1           .001485      NA          .009349           .083822             .083822            1.49                 217           99
1.69          216                1                  128       1         0         2         10             65536       0           1           .016728      NA          .070369           .257691             .257691            1.69                 216           99
1.71          217                1                  128       1         0         2         20             4096        0           1           .000815      NA          .005985           .137150             .137150            1.71                 217           99
1.66          217                1                  128       1         0         2         20             8192        0           1           .001554      NA          .009152           .156375             .156375            1.66                 217           99
1.53          218                1                  128       1         0         2         20             65536       0           1           .016587      NA          .070039           .456631             .456631            1.53                 218           99
1.69          217                1                  128       1         0         2         40             4096        0           1           .000824      NA          .005490           .273904             .273904            1.69                 217           100
1.89          218                1                  128       1         0         2         40             8192        0           1           .001523      NA          .011554           .311962             .311962            1.89                 218           99
1.64          216                1                  128       1         0         2         40             65536       0           1           .016601      NA          .070929           .865438             .865438            1.64                 216           99
1.88          218                1                  128       1         0         2         60             4096        0           1           .000847      NA          .006015           .395708             .395708            1.88                 218           99
1.57          217                1                  128       1         0         2         60             8192        0           1           .001612      NA          .010802           .464718             .464718            1.57                 217           99
1.64          216                1                  128       1         0         2         60             65536       0           1           .016525      NA          .072913           1.269559            1.269559           1.64                 216           100
1.55          217                1                  128       1         0         2         80             4096        0           1           .000842      NA          .005894           .515350             .515350            1.55                 217           99
1.55          217                1                  128       1         0         2         80             8192        0           1           .001497      NA          .010980           .625397             .625397            1.55                 217           99
1.52          217                1                  128       1         0         2         80             65536       0           1           .016669      NA          .068184           1.683887            1.683886           1.52                 217           99
1.54          217                1                  128       1         0         2         100            4096        0           1           .000817      NA          .005800           .668387             .668387            1.54                 217           99
1.56          216                1                  128       1         0         2         100            8192        0           1           .001659      NA          .010963           .756701             .756700            1.56                 216           100
1.71          217                1                  128       1         0         2         100            65536       0           1           .016859      NA          .075379           2.127349            2.127348           1.71                 217           99
1.43          217                1                  128       1         0         2         300            4096        0           1           .000811      NA          .006405           1.998761            1.998761           1.43                 217           100
1.57          216                1                  128       1         0         2         300            8192        0           1           .001743      NA          .011317           2.426208            2.426208           1.57                 216           99
1.51          217                1                  128       1         0         2         300            65536       0           1           0.116573     NA          0.479482          43.016249           43.016247          1.51                 217           100
1.69          217                1                  128       1         0         2         500            4096        0           1           .000835      NA          .006399           3.380095            3.380094           1.69                 217           99
1.59          216                1                  128       1         0         2         500            8192        0           1           0.007766     NA          0.062203          27.070087           27.070086          1.59                 216           100
1.73          218                1                  128       1         0         2         500            65536       0           1           .014637      NA          .061472           8.630283            8.630283           1.73                 218           100
1.65          217                1                  128       1         0         2         1000           4096        0           1           0.005049     NA          0.040244          43.206225           43.206224          1.65                 217           99
1.53          217                1                  128       1         0         2         1000           8192        0           1           0.009706     NA          0.068109          54.286862           54.286861          1.53                 217           100
1.73          220                1                  128       1         0         2         1000           65536       0           1           0.088580     NA          0.492833          146.396418          146.396417         1.73                 220           100
1.67          215                1                  128       1         0         3         1              4096        0           1           .000952      NA          .003838           .017754             .017754            1.67                 215           99
1.51          216                1                  128       1         0         3         1              8192        0           1           .001648      NA          .005906           .028298             .028298            1.51                 216           100
1.61          215                1                  128       1         0         3         1              65536       0           1           .017160      NA          .055688           .105992             .105991            1.61                 215           99
1.53          215                1                  128       1         0         3         5              4096        0           1           .000885      NA          .003375           .035392             .035392            1.53                 215           99
1.70          215                1                  128       1         0         3         5              8192        0           1           .001606      NA          .006122           .044330             .044330            1.70                 215           99
1.67          216                1                  128       1         0         3         5              65536       0           1           .018161      NA          .056960           .172060             .172060            1.67                 216           99
1.52          216                1                  128       1         0         3         10             4096        0           1           .000868      NA          .004126           .069493             .069492            1.52                 216           99
1.66          215                1                  128       1         0         3         10             8192        0           1           .001701      NA          .007379           .085813             .085813            1.66                 215           99
1.54          216                1                  128       1         0         3         10             65536       0           1           .016084      NA          .054375           .293867             .293867            1.54                 216           99
1.70          216                1                  128       1         0         3         20             4096        0           1           .000937      NA          .004864           .141826             .141826            1.70                 216           100
1.51          217                1                  128       1         0         3         20             8192        0           1           .001589      NA          .007466           .167160             .167160            1.51                 217           99
1.54          216                1                  128       1         0         3         20             65536       0           1           .018263      NA          .062788           .549111             .549111            1.54                 216           100
1.81          215                1                  128       1         0         3         40             4096        0           1           .000937      NA          .004675           .279178             .279178            1.81                 215           99
1.81          215                1                  128       1         0         3         40             8192        0           1           .001682      NA          .008128           .343987             .343987            1.81                 215           99
1.63          215                1                  128       1         0         3         40             65536       0           1           .017819      NA          .062548           1.036998            1.036997           1.63                 215           99
1.64          216                1                  128       1         0         3         60             4096        0           1           .000884      NA          .003964           .426026             .426026            1.64                 216           99
1.55          215                1                  128       1         0         3         60             8192        0           1           .001637      NA          .008355           .523378             .523378            1.55                 215           99
1.58          215                1                  128       1         0         3         60             65536       0           1           .016493      NA          .057574           1.545379            1.545379           1.58                 215           99
1.68          215                1                  128       1         0         3         80             4096        0           1           .000908      NA          .004236           .563965             .563965            1.68                 215           99
1.81          216                1                  128       1         0         3         80             8192        0           1           .001611      NA          .008023           .686150             .686150            1.81                 216           99
1.41          215                1                  128       1         0         3         80             65536       0           1           .017367      NA          .057143           2.030119            2.030119           1.41                 215           99
1.53          215                1                  128       1         0         3         100            4096        0           1           .000888      NA          .004711           .728510             .728510            1.53                 215           99
1.51          216                1                  128       1         0         3         100            8192        0           1           .001594      NA          .008889           .889253             .889253            1.51                 216           99
1.67          216                1                  128       1         0         3         100            65536       0           1           .016860      NA          .064406           2.502942            2.502942           1.67                 216           99
1.51          216                1                  128       1         0         3         300            4096        0           1           0.004007     NA          0.026558          16.456973           16.456972          1.51                 216           100
1.69          216                1                  128       1         0         3         300            8192        0           1           .002115      NA          .009464           2.731964            2.731963           1.69                 216           99
1.54          217                1                  128       1         0         3         300            65536       0           1           .017292      NA          .063268           7.502886            7.502886           1.54                 217           100
1.78          215                1                  128       1         0         3         500            4096        0           1           .000766      NA          .005145           3.806471            3.806470           1.78                 215           99
1.50          217                1                  128       1         0         3         500            8192        0           1           .001623      NA          .008376           4.530286            4.530286           1.50                 217           99
1.56          215                1                  128       1         0         3         500            65536       0           1           .017338      NA          .062642           12.607709           12.607709          1.56                 215           99
1.53          215                1                  128       1         0         3         1000           4096        0           1           .000803      NA          .004854           7.943267            7.943267           1.53                 215           99
1.54          216                1                  128       1         0         3         1000           8192        0           1           .001689      NA          .008474           9.242288            9.242288           1.54                 216           99
1.54          216                1                  128       1         0         3         1000           65536       0           1           0.091331     NA          0.242848          152.380260          152.380258         1.54                 216           99
1.82          215                1                  128       1         0         4         1              4096        0           1           .000705      NA          .003450           .015820             .015820            1.82                 215           99
1.68          216                1                  128       1         0         4         1              8192        0           1           .001518      NA          .005240           .022984             .022983            1.68                 216           99
1.51          216                1                  128       1         0         4         1              65536       0           1           .016943      NA          .050669           .102817             .102817            1.51                 216           100
1.69          216                1                  128       1         0         4         5              4096        0           1           .000773      NA          .003128           .034273             .034273            1.69                 216           99
1.66          215                1                  128       1         0         4         5              8192        0           1           .001474      NA          .006682           .041806             .041806            1.66                 215           99
1.68          216                1                  128       1         0         4         5              65536       0           1           .015945      NA          .049411           .151259             .151258            1.68                 216           99
1.66          215                1                  128       1         0         4         10             4096        0           1           .000763      NA          .003628           .067479             .067479            1.66                 215           99
1.49          215                1                  128       1         0         4         10             8192        0           1           .001467      NA          .006107           .078239             .078239            1.49                 215           99
1.56          215                1                  128       1         0         4         10             65536       0           1           .016740      NA          .054113           .253780             .253780            1.56                 215           100
1.51          216                1                  128       1         0         4         20             4096        0           1           .000765      NA          .004123           .135480             .135480            1.51                 216           99
1.48          215                1                  128       1         0         4         20             8192        0           1           .001414      NA          .006729           .155745             .155745            1.48                 215           99
1.71          215                1                  128       1         0         4         20             65536       0           1           .015706      NA          .052960           .461778             .461777            1.71                 215           99
1.66          215                1                  128       1         0         4         40             4096        0           1           .000738      NA          .003912           .279001             .279001            1.66                 215           99
1.69          215                1                  128       1         0         4         40             8192        0           1           .001567      NA          .006997           .313412             .313412            1.69                 215           99
1.68          215                1                  128       1         0         4         40             65536       0           1           .015783      NA          .050983           .892734             .892734            1.68                 215           99
1.71          215                1                  128       1         0         4         60             4096        0           1           .000777      NA          .003950           .395102             .395102            1.71                 215           100
1.49          215                1                  128       1         0         4         60             8192        0           1           .001483      NA          .006467           .458540             .458540            1.49                 215           99
1.52          216                1                  128       1         0         4         60             65536       0           1           .015865      NA          .056039           1.319442            1.319442           1.52                 216           100
1.50          215                1                  128       1         0         4         80             4096        0           1           .000770      NA          .003891           .520468             .520468            1.50                 215           99
1.69          215                1                  128       1         0         4         80             8192        0           1           .001384      NA          .007183           .660445             .660445            1.69                 215           99
1.51          216                1                  128       1         0         4         80             65536       0           1           .016301      NA          .049668           1.722727            1.722727           1.51                 216           99
1.67          215                1                  128       1         0         4         100            4096        0           1           .000806      NA          .004784           .694425             .694425            1.67                 215           99
1.62          214                1                  128       1         0         4         100            8192        0           1           .001459      NA          .007879           .834815             .834815            1.62                 214           100
1.47          215                1                  128       1         0         4         100            65536       0           1           .016635      NA          .060497           2.162061            2.162061           1.47                 215           99
1.51          215                1                  128       1         0         4         300            4096        0           1           .000733      NA          .004855           2.263551            2.263550           1.51                 215           99
1.42          215                1                  128       1         0         4         300            8192        0           1           .001438      NA          .007770           2.621900            2.621900           1.42                 215           100
1.66          216                1                  128       1         0         4         300            65536       0           1           .017420      NA          .061005           6.582156            6.582156           1.66                 216           99
1.41          215                1                  128       1         0         4         500            4096        0           1           0.004496     NA          0.014588          24.029140           24.029139          1.41                 215           99
1.55          216                1                  128       1         0         4         500            8192        0           1           .001393      NA          .007331           4.302179            4.302179           1.55                 216           100
1.66          216                1                  128       1         0         4         500            65536       0           1           .016117      NA          .060331           10.854064           10.854064          1.66                 216           99
1.80          216                1                  128       1         0         4         1000           4096        0           1           .000733      NA          .004578           7.598757            7.598757           1.80                 216           99
1.70          216                1                  128       1         0         4         1000           8192        0           1           .001392      NA          .007797           8.780193            8.780193           1.70                 216           99
1.69          216                1                  128       1         0         4         1000           65536       0           1           0.080022     NA          0.259384          132.372564          132.372562         1.69                 216           99
1.62          215                1                  128       1         0         5         1              4096        0           1           .000854      NA          .003548           .016733             .016733            1.62                 215           99
1.63          216                1                  128       1         0         5         1              8192        0           1           .001587      NA          .006281           .027351             .027351            1.63                 216           99
1.50          215                1                  128       1         0         5         1              65536       0           1           .016426      NA          .053669           .104675             .104675            1.50                 215           99
1.72          216                1                  128       1         0         5         5              4096        0           1           .000811      NA          .003871           .034879             .034878            1.72                 216           99
1.52          216                1                  128       1         0         5         5              8192        0           1           .001538      NA          .006060           .044964             .044963            1.52                 216           100
1.69          215                1                  128       1         0         5         5              65536       0           1           .017694      NA          .060020           .169439             .169439            1.69                 215           99
1.56          215                1                  128       1         0         5         10             4096        0           1           .000811      NA          .004070           .073399             .073398            1.56                 215           99
1.60          216                1                  128       1         0         5         10             8192        0           1           .001582      NA          .008101           .083476             .083475            1.60                 216           99
1.82          216                1                  128       1         0         5         10             65536       0           1           .017740      NA          .060108           .290661             .290660            1.82                 216           99
1.51          217                1                  128       1         0         5         20             4096        0           1           .000893      NA          .004433           .136018             .136018            1.51                 217           100
1.82          217                1                  128       1         0         5         20             8192        0           1           .001585      NA          .007686           .162788             .162788            1.82                 217           99
1.88          216                1                  128       1         0         5         20             65536       0           1           .018203      NA          .059147           .545696             .545696            1.88                 216           99
1.69          216                1                  128       1         0         5         40             4096        0           1           .000858      NA          .004455           .280035             .280035            1.69                 216           100
1.67          215                1                  128       1         0         5         40             8192        0           1           .001615      NA          .007834           .332489             .332489            1.67                 215           99
1.53          215                1                  128       1         0         5         40             65536       0           1           .016559      NA          .060482           1.027976            1.027976           1.53                 215           99
1.51          216                1                  128       1         0         5         60             4096        0           1           .000820      NA          .004520           .437367             .437367            1.51                 216           99
1.90          216                1                  128       1         0         5         60             8192        0           1           .001583      NA          .008190           .511934             .511934            1.90                 216           99
1.52          216                1                  128       1         0         5         60             65536       0           1           .017727      NA          .064053           1.530033            1.530033           1.52                 216           99
1.52          216                1                  128       1         0         5         80             4096        0           1           .000833      NA          .005004           .581889             .581888            1.52                 216           99
1.58          215                1                  128       1         0         5         80             8192        0           1           .001679      NA          .008926           .703946             .703946            1.58                 215           99
1.84          215                1                  128       1         0         5         80             65536       0           1           .016569      NA          .059960           2.021945            2.021945           1.84                 215           100
1.53          216                1                  128       1         0         5         100            4096        0           1           .000792      NA          .004540           .725430             .725430            1.53                 216           99
1.56          215                1                  128       1         0         5         100            8192        0           1           .001560      NA          .008999           .896279             .896279            1.56                 215           100
1.70          215                1                  128       1         0         5         100            65536       0           1           .016555      NA          .060501           2.527088            2.527088           1.70                 215           99
1.72          217                1                  128       1         0         5         300            4096        0           1           .000812      NA          .004804           2.304360            2.304360           1.72                 217           99
1.54          215                1                  128       1         0         5         300            8192        0           1           .001568      NA          .008995           2.713532            2.713532           1.54                 215           99
1.46          216                1                  128       1         0         5         300            65536       0           1           .016525      NA          .063647           7.505253            7.505253           1.46                 216           99
1.53          215                1                  128       1         0         5         500            4096        0           1           .000805      NA          .004848           3.734417            3.734417           1.53                 215           99
1.71          216                1                  128       1         0         5         500            8192        0           1           .001814      NA          .008847           4.658149            4.658149           1.71                 216           100
1.55          216                1                  128       1         0         5         500            65536       0           1           .016235      NA          .065176           12.644494           12.644493          1.55                 216           100
1.72          216                1                  128       1         0         5         1000           4096        0           1           0.004172     NA          0.023074          50.034335           50.034334          1.72                 216           99
1.58          221                1                  128       1         0         5         1000           8192        0           1           .001834      NA          .009319           9.092459            9.092458           1.58                 221           99
1.54          215                1                  128       1         0         5         1000           65536       0           1           0.089657     NA          0.379966          152.319612          152.319611         1.54                 215           99
1.54          215                1                  128       1         0         6         1              4096        0           1           .000418      NA          .001363           .006567             .006566            1.54                 215           99
1.67          216                1                  128       1         0         6         1              8192        0           1           .000849      NA          .002068           .010386             .010386            1.67                 216           99
1.57          218                1                  128       1         0         6         1              65536       0           1           .010323      NA          .020973           .048005             .048004            1.57                 218           99
1.54          216                1                  128       1         0         6         5              4096        0           1           .000457      NA          .001633           .014074             .014074            1.54                 216           99
1.78          215                1                  128       1         0         6         5              8192        0           1           .000804      NA          .002512           .018739             .018739            1.78                 215           99
1.70          216                1                  128       1         0         6         5              65536       0           1           .010088      NA          .020918           .074661             .074661            1.70                 216           99
2.72          216                1                  128       1         0         6         10             4096        0           1           .000413      NA          .001283           .027486             .027486            2.72                 216           99
1.51          216                1                  128       1         0         6         10             8192        0           1           .000796      NA          .002030           .034316             .034316            1.51                 216           99
1.56          215                1                  128       1         0         6         10             65536       0           1           .009507      NA          .020904           .121598             .121598            1.56                 215           99
1.50          216                1                  128       1         0         6         20             4096        0           1           .000427      NA          .001509           .054244             .054244            1.50                 216           99
1.49          215                1                  128       1         0         6         20             8192        0           1           .000850      NA          .002720           .070669             .070669            1.49                 215           99
1.49          216                1                  128       1         0         6         20             65536       0           1           .009248      NA          .023004           .219421             .219421            1.49                 216           100
1.54          215                1                  128       1         0         6         40             4096        0           1           .000415      NA          .001611           .111471             .111471            1.54                 215           100
1.67          214                1                  128       1         0         6         40             8192        0           1           .000819      NA          .002905           .141887             .141887            1.67                 214           99
1.45          216                1                  128       1         0         6         40             65536       0           1           .009936      NA          .021027           .406685             .406685            1.45                 216           99
1.66          215                1                  128       1         0         6         60             4096        0           1           .000397      NA          .001621           .168428             .168428            1.66                 215           100
1.65          215                1                  128       1         0         6         60             8192        0           1           .000817      NA          .002662           .198839             .198839            1.65                 215           99
1.53          215                1                  128       1         0         6         60             65536       0           1           .009352      NA          .020693           .590142             .590142            1.53                 215           99
1.50          215                1                  128       1         0         6         80             4096        0           1           .000411      NA          .001402           .223373             .223373            1.50                 215           99
2.74          215                1                  128       1         0         6         80             8192        0           1           .000798      NA          .002767           .270604             .270603            2.74                 215           100
1.64          216                1                  128       1         0         6         80             65536       0           1           .009045      NA          .019059           .785642             .785642            1.64                 216           99
1.92          215                1                  128       1         0         6         100            4096        0           1           .000400      NA          .001740           .261019             .261019            1.92                 215           99
1.66          216                1                  128       1         0         6         100            8192        0           1           .000880      NA          .003289           .334953             .334953            1.66                 216           100
1.53          216                1                  128       1         0         6         100            65536       0           1           .009479      NA          .023082           .990191             .990191            1.53                 216           99
1.54          215                1                  128       1         0         6         300            4096        0           1           .000408      NA          .001973           .831737             .831737            1.54                 215           99
1.53          216                1                  128       1         0         6         300            8192        0           1           .000809      NA          .003049           .974248             .974247            1.53                 216           99
1.71          216                1                  128       1         0         6         300            65536       0           1           .009825      NA          .022301           2.946710            2.946710           1.71                 216           100
1.60          216                1                  128       1         0         6         500            4096        0           1           .000403      NA          .001903           1.363781            1.363781           1.60                 216           100
1.75          214                1                  128       1         0         6         500            8192        0           1           .000769      NA          .003170           1.663280            1.663279           1.75                 214           99
1.52          216                1                  128       1         0         6         500            65536       0           1           0.050422     NA          0.095182          29.714185           29.714183          1.52                 216           99
1.52          215                1                  128       1         0         6         1000           4096        0           1           .000333      NA          .001539           2.190461            2.190461           1.52                 215           99
1.41          215                1                  128       1         0         6         1000           8192        0           1           0.003666     NA          0.012644          21.873706           21.873705          1.41                 215           99
1.63          216                1                  128       1         0         6         1000           65536       0           1           .009418      NA          .022219           9.860812            9.860812           1.63                 216           99
1.74          215                1                  256       1         0         1         1              4096        0           1           .000658      NA          .007160           .014782             .014781            1.74                 215           99
1.69          216                1                  256       1         0         1         1              8192        0           1           .001442      NA          .015851           .032805             .032805            1.69                 216           99
1.72          216                1                  256       1         0         1         1              65536       0           1           .013969      NA          .122654           .187766             .187766            1.72                 216           99
1.57          217                1                  256       1         0         1         5              4096        0           1           .000761      NA          .009764           .029708             .029708            1.57                 217           99
1.44          216                1                  256       1         0         1         5              8192        0           1           .001527      NA          .017475           .044990             .044990            1.44                 216           99
1.51          217                1                  256       1         0         1         5              65536       0           1           .015123      NA          .117510           .215308             .215308            1.51                 217           100
1.72          217                1                  256       1         0         1         10             4096        0           1           .000686      NA          .009733           .050420             .050419            1.72                 217           100
1.68          217                1                  256       1         0         1         10             8192        0           1           .001375      NA          .016478           .069856             .069856            1.68                 217           100
1.70          215                1                  256       1         0         1         10             65536       0           1           .013517      NA          .133008           .311734             .311733            1.70                 215           100
1.54          217                1                  256       1         0         1         20             4096        0           1           .000730      NA          .010079           .099799             .099799            1.54                 217           99
1.80          217                1                  256       1         0         1         20             8192        0           1           .001476      NA          .018424           .121043             .121043            1.80                 217           99
1.55          217                1                  256       1         0         1         20             65536       0           1           .014139      NA          .131122           .455741             .455741            1.55                 217           99
1.84          216                1                  256       1         0         1         40             4096        0           1           .000685      NA          .011278           .197839             .197839            1.84                 216           99
1.52          217                1                  256       1         0         1         40             8192        0           1           .001364      NA          .018657           .244203             .244203            1.52                 217           99
1.41          216                1                  256       1         0         1         40             65536       0           1           .015841      NA          .128956           .789903             .789903            1.41                 216           99
1.71          217                1                  256       1         0         1         60             4096        0           1           .000677      NA          .010054           .296110             .296109            1.71                 217           100
1.56          216                1                  256       1         0         1         60             8192        0           1           .001417      NA          .019996           .357038             .357038            1.56                 216           99
1.54          215                1                  256       1         0         1         60             65536       0           1           .013897      NA          .125073           1.148548            1.148548           1.54                 215           100
1.73          217                1                  256       1         0         1         80             4096        0           1           .000698      NA          .011453           .387030             .387030            1.73                 217           99
1.73          216                1                  256       1         0         1         80             8192        0           1           .001368      NA          .019266           .466061             .466061            1.73                 216           99
1.75          216                1                  256       1         0         1         80             65536       0           1           .016347      NA          .130819           1.523557            1.523557           1.75                 216           99
1.55          215                1                  256       1         0         1         100            4096        0           1           .000679      NA          .011011           .470923             .470922            1.55                 215           99
1.78          216                1                  256       1         0         1         100            8192        0           1           .001476      NA          .019776           .591078             .591078            1.78                 216           100
1.44          216                1                  256       1         0         1         100            65536       0           1           .014767      NA          .124564           1.868181            1.868181           1.44                 216           99
1.59          215                1                  256       1         0         1         300            4096        0           1           .000635      NA          .011263           1.396887            1.396887           1.59                 215           99
1.72          216                1                  256       1         0         1         300            8192        0           1           .001416      NA          .019798           1.698246            1.698246           1.72                 216           99
1.57          216                1                  256       1         0         1         300            65536       0           1           0.080991     NA          0.846561          45.748657           45.748655          1.57                 216           99
1.57          216                1                  256       1         0         1         500            4096        0           1           .000697      NA          .011353           2.349670            2.349670           1.57                 216           99
1.83          215                1                  256       1         0         1         500            8192        0           1           .001497      NA          .020485           2.804515            2.804515           1.83                 215           99
1.75          216                1                  256       1         0         1         500            65536       0           1           .012444      NA          .113562           7.865861            7.865861           1.75                 216           99
1.74          217                1                  256       1         0         1         1000           4096        0           1           .000647      NA          .011066           4.739720            4.739720           1.74                 217           99
1.80          216                1                  256       1         0         1         1000           8192        0           1           .001471      NA          .020670           5.709772            5.709772           1.80                 216           99
1.82          216                1                  256       1         0         1         1000           65536       0           1           .016337      NA          .135388           20.068318           20.068318          1.82                 216           99
1.71          215                1                  256       1         0         2         1              4096        0           1           .001070      NA          .009121           .025455             .025455            1.71                 215           100
1.68          214                1                  256       1         0         2         1              8192        0           1           .002685      NA          .013185           .039513             .039513            1.68                 214           99
1.71          214                1                  256       1         0         2         1              65536       0           1           .022754      NA          .104344           .168029             .168029            1.71                 214           99
1.51          215                1                  256       1         0         2         5              4096        0           1           .001070      NA          .007864           .044686             .044686            1.51                 215           99
1.69          214                1                  256       1         0         2         5              8192        0           1           .002516      NA          .013425           .060935             .060935            1.69                 214           99
1.54          216                1                  256       1         0         2         5              65536       0           1           .020624      NA          .106783           .264976             .264975            1.54                 216           100
1.54          216                1                  256       1         0         2         10             4096        0           1           .001105      NA          .009234           .083612             .083612            1.54                 216           99
1.50          216                1                  256       1         0         2         10             8192        0           1           .002086      NA          .013885           .107080             .107079            1.50                 216           100
1.74          214                1                  256       1         0         2         10             65536       0           1           .020591      NA          .114177           .428261             .428260            1.74                 214           99
1.95          215                1                  256       1         0         2         20             4096        0           1           .001163      NA          .009753           .161544             .161544            1.95                 215           99
1.78          214                1                  256       1         0         2         20             8192        0           1           .002337      NA          .014093           .198125             .198125            1.78                 214           99
1.76          216                1                  256       1         0         2         20             65536       0           1           .019742      NA          .106135           .768912             .768912            1.76                 216           100
1.47          215                1                  256       1         0         2         40             4096        0           1           .001016      NA          .009131           .313555             .313555            1.47                 215           100
1.51          216                1                  256       1         0         2         40             8192        0           1           .002405      NA          .016193           .387557             .387557            1.51                 216           100
1.49          216                1                  256       1         0         2         40             65536       0           1           .021382      NA          .112409           1.451172            1.451171           1.49                 216           99
1.71          214                1                  256       1         0         2         60             4096        0           1           .001398      NA          .009117           .475140             .475140            1.71                 214           99
1.85          215                1                  256       1         0         2         60             8192        0           1           .002182      NA          .016588           .569230             .569230            1.85                 215           99
1.54          216                1                  256       1         0         2         60             65536       0           1           .019624      NA          .114039           2.140325            2.140325           1.54                 216           99
