nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;latencies(ms);input_size;runtime(s);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;30;30;453.162;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;35;30;539.25;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;ps-rep-field;NA;NA;NA;40;30;615.425;~14873;17.3375;52.1725
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;190320;117120;14671;0;30;4.26008;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;5;30;82.7819;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;10;30;158.338;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;15;30;233.763;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;20;30;309.198;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;25;30;384.548;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;30;30;460.131;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;35;30;539.038;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;sy-rep-field;NA;NA;NA;40;30;615.22;~15046;18.6704;56.1713
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;190320;117120;14671;0;30;2.82948;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;5;30;81.6708;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;10;30;157.356;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;15;30;232.914;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;20;30;308.477;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;25;30;384.13;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;30;30;459.591;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;35;30;535.227;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-rep-field;NA;NA;NA;40;30;610.601;~14873;21.2236;63.8308
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;190320;117120;14671;0;30;5.41707;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;5;30;155.188;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;10;30;300.528;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;15;30;445.617;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;20;30;590.643;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;25;30;735.999;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;30;30;881.1;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;35;30;1026.51;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;atlas;NA;NA;NA;40;30;1171.62;~29636;38.4537;94.9519
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;190320;117120;14671;0;30;2.86679;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;5;30;88.4589;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;10;30;171.633;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;15;30;254.578;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;20;30;337.511;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;25;30;420.386;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;30;30;503.391;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;35;30;586.387;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;semihonest;shamir;NA;NA;NA;40;30;669.147;~16571;14.3683;43.3357
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;190320;117120;14671;0;30;3.50884;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;5;30;80.8343;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;10;30;155.773;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;15;30;230.427;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;20;30;305.193;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;25;30;379.942;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;30;30;454.709;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;35;30;529.377;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;FIELD;malhonest;malicious-shamir;NA;NA;NA;40;30;604.108;~14928;61.6396;185.239
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;244170;19141;0;30;0.994268;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;5;30;75.2108;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;10;30;145.198;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;15;30;215.372;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;20;30;285.597;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;25;30;355.889;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;30;30;426.127;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;35;30;496.298;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;replicated-bin;NA;NA;NA;40;30;566.54;NA;0.246378;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;244170;19141;0;30;1.41377;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;5;30;75.6677;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;10;30;145.625;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;15;30;215.875;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;20;30;286.182;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;25;30;356.596;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;30;30;426.969;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;35;30;497.367;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-rep-bin;NA;NA;NA;40;30;567.759;NA;4.7387;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;244170;19141;0;30;4.09189;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;5;30;79.1102;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;10;30;151.143;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;15;30;223.27;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;20;30;295.236;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;25;30;367.236;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;30;30;439.149;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;35;30;511.63;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;ps-rep-bin;NA;NA;NA;40;30;583.213;NA;71.267;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;244170;19141;0;30;1.23206;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;5;30;74.1187;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;10;30;144.379;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;15;30;214.701;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;20;30;284.924;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;25;30;355.192;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;30;30;425.295;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;35;30;495.585;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;semihonest;ccd;NA;NA;NA;40;30;565.765;NA;0.4941;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;244170;19141;0;30;2.63227;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;5;30;76.0793;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;10;30;147.361;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;15;30;218.83;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;20;30;289.957;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;25;30;361.225;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;30;30;432.54;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;35;30;503.696;NA;29.8771;NA
rapla,tapa,valga;35_set_intersection;BINARY;malhonest;malicious-ccd;NA;NA;NA;40;30;575.154;NA;29.8771;NA
