comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.37          230                1                  1.6         256       1         0         5         8192        0           0           0.010371     NA          0.033786          0.057091            0.057090           0.13                 115           81
1.34          230                1                  1.6         256       1         0         6         1024        0           0           0.001162     NA          0.003643          0.005838            0.005837           0.01                 13            88
1.34          230                1                  1.6         256       1         0         6         4096        0           0           0.003145     NA          0.009711          0.014202            0.014201           0.05                 43            92
1.36          230                1                  1.6         256       1         0         6         8192        0           0           0.005827     NA          0.018094          0.022985            0.022984           0.09                 83            94
1.41          232                1                  1.5         256       1         0         1         1024        0           0           0.001921     NA          0.014501          0.013499            0.013498           0.03                 19            106
1.41          232                1                  1.5         256       1         0         1         4096        0           0           0.005627     NA          0.037775          0.038558            0.038557           0.10                 67            94
1.41          232                1                  1.5         256       1         0         1         8192        0           0           0.010422     NA          0.069206          0.074989            0.074988           0.17                 130           96
1.40          231                1                  1.5         256       1         0         2         1024        0           0           0.002560     NA          0.013109          0.014971            0.014970           0.03                 21            90
1.39          231                1                  1.5         256       1         0         2         4096        0           0           0.008878     NA          0.039503          0.044197            0.044196           0.10                 75            95
1.39          232                1                  1.5         256       1         0         2         8192        0           0           0.016238     NA          0.073630          0.078188            0.078187           0.18                 147           97
1.35          230                1                  1.5         256       1         0         3         1024        0           0           0.002133     NA          0.006752          0.016108            0.016108           0.03                 15            68
1.35          230                1                  1.5         256       1         0         3         4096        0           0           0.007477     NA          0.021795          0.043305            0.043304           0.10                 51            73
1.35          230                1                  1.5         256       1         0         3         8192        0           0           0.013815     NA          0.042689          0.079206            0.079205           0.18                 99            79
1.34          231                1                  1.5         256       1         0         4         1024        0           0           0.002011     NA          0.007700          0.012710            0.012710           0.03                 15            71
1.34          231                1                  1.5         256       1         0         4         4096        0           0           0.006252     NA          0.022129          0.039026            0.039025           0.10                 51            74
1.35          231                1                  1.5         256       1         0         4         8192        0           0           0.013094     NA          0.039298          0.058791            0.058790           0.17                 99            83
1.37          232                1                  1.5         256       1         0         5         1024        0           0           0.002064     NA          0.008770          0.014417            0.014416           0.03                 17            80
1.38          231                1                  1.5         256       1         0         5         4096        0           0           0.007422     NA          0.026647          0.042031            0.042031           0.10                 59            77
1.37          232                1                  1.5         256       1         0         5         8192        0           0           0.013655     NA          0.051001          0.071953            0.071952           0.17                 115           87
1.34          230                1                  1.5         256       1         0         6         1024        0           0           0.001562     NA          0.004250          0.007960            0.007959           0.02                 13            83
1.34          230                1                  1.5         256       1         0         6         4096        0           0           0.004194     NA          0.012380          0.019636            0.019635           0.07                 43            86
1.36          230                1                  1.5         256       1         0         6         8192        0           0           0.007620     NA          0.023290          0.030279            0.030278           0.13                 85            90
1.40          232                1                  1.4         256       1         0         1         1024        0           0           0.001837     NA          0.012406          0.013335            0.013334           0.03                 19            82
1.40          233                1                  1.4         256       1         0         1         4096        0           0           0.005606     NA          0.040387          0.040041            0.040040           0.09                 67            100
1.40          232                1                  1.4         256       1         0         1         8192        0           0           0.010355     NA          0.071028          0.079341            0.079340           0.18                 131           92
1.37          231                1                  1.4         256       1         0         2         1024        0           0           0.002532     NA          0.013518          0.017390            0.017390           0.03                 21            85
1.39          231                1                  1.4         256       1         0         2         4096        0           0           0.008796     NA          0.037266          0.043486            0.043485           0.10                 75            89
1.39          231                1                  1.4         256       1         0         2         8192        0           0           0.016448     NA          0.080865          0.075183            0.075182           0.18                 147           102
1.34          229                1                  1.4         256       1         0         3         1024        0           0           0.002144     NA          0.007859          0.015242            0.015241           0.03                 15            71
1.34          230                1                  1.4         256       1         0         3         4096        0           0           0.007500     NA          0.023885          0.042823            0.042822           0.10                 51            75
1.37          231                1                  1.4         256       1         0         3         8192        0           0           0.013635     NA          0.035052          0.077544            0.077543           0.17                 99            76
1.35          231                1                  1.4         256       1         0         4         1024        0           0           0.002053     NA          0.007812          0.015279            0.015278           0.03                 15            75
1.35          230                1                  1.4         256       1         0         4         4096        0           0           0.007500     NA          0.021635          0.038038            0.038037           0.09                 51            82
1.35          230                1                  1.4         256       1         0         4         8192        0           0           0.013170     NA          0.042308          0.062364            0.062363           0.17                 99            84
1.36          232                1                  1.4         256       1         0         5         1024        0           0           0.002136     NA          0.008431          0.016212            0.016211           0.03                 17            73
1.37          231                1                  1.4         256       1         0         5         4096        0           0           0.006762     NA          0.025641          0.038532            0.038531           0.10                 59            80
1.35          230                1                  1.4         256       1         0         5         8192        0           0           0.014136     NA          0.049110          0.070037            0.070036           0.17                 115           85
1.34          234                1                  1.4         256       1         0         6         1024        0           0           0.001702     NA          0.005161          0.006154            0.006153           0.02                 15            91
1.36          231                1                  1.4         256       1         0         6         4096        0           0           0.003925     NA          0.012722          0.016388            0.016387           0.07                 45            86
1.34          229                1                  1.4         256       1         0         6         8192        0           0           0.007566     NA          0.023313          0.029246            0.029246           0.12                 83            93
1.40          232                1                  1.3         256       1         0         1         1024        0           0           0.001926     NA          0.013334          0.013481            0.013480           0.03                 19            96
1.41          232                1                  1.3         256       1         0         1         4096        0           0           0.005623     NA          0.039700          0.038971            0.038970           0.09                 67            100
1.40          231                1                  1.3         256       1         0         1         8192        0           0           0.010498     NA          0.072073          0.072075            0.072074           0.17                 131           98
1.39          231                1                  1.3         256       1         0         2         1024        0           0           0.002512     NA          0.013187          0.015880            0.015879           0.03                 21            90
1.39          231                1                  1.3         256       1         0         2         4096        0           0           0.009007     NA          0.039929          0.047416            0.047415           0.11                 75            87
1.37          232                1                  1.3         256       1         0         2         8192        0           0           0.016298     NA          0.079626          0.080740            0.080739           0.18                 148           99
1.36          231                1                  1.3         256       1         0         3         1024        0           0           0.002158     NA          0.007148          0.015143            0.015142           0.03                 15            69
1.35          230                1                  1.3         256       1         0         3         4096        0           0           0.006657     NA          0.022810          0.041231            0.041230           0.10                 51            76
1.35          231                1                  1.3         256       1         0         3         8192        0           0           0.013509     NA          0.043761          0.075315            0.075314           0.17                 101           81
1.35          229                1                  1.3         256       1         0         4         1024        0           0           0.002096     NA          0.007171          0.014794            0.014793           0.04                 15            65
1.35          230                1                  1.3         256       1         0         4         4096        0           0           0.007369     NA          0.023759          0.035545            0.035545           0.08                 51            86
1.36          230                1                  1.3         256       1         0         4         8192        0           0           0.012997     NA          0.039548          0.062266            0.062266           0.16                 99            85
1.37          231                1                  1.3         256       1         0         5         1024        0           0           0.002227     NA          0.008771          0.016698            0.016697           0.03                 17            76
1.39          231                1                  1.3         256       1         0         5         4096        0           0           0.006610     NA          0.022006          0.040161            0.040160           0.10                 59            73
1.36          230                1                  1.3         256       1         0         5         8192        0           0           0.013575     NA          0.049146          0.071499            0.071498           0.17                 115           87
1.36          230                1                  1.3         256       1         0         6         1024        0           0           0.001666     NA          0.004523          0.006854            0.006853           0.02                 13            90
1.34          230                1                  1.3         256       1         0         6         4096        0           0           0.004164     NA          0.013089          0.017427            0.017427           0.06                 43            94
1.34          230                1                  1.3         256       1         0         6         8192        0           0           0.007677     NA          0.022849          0.030802            0.030801           0.12                 83            93
1.41          232                1                  1.2         256       1         0         1         1024        0           0           0.001875     NA          0.014181          0.012856            0.012856           0.03                 19            83
1.41          231                1                  1.2         256       1         0         1         4096        0           0           0.005642     NA          0.041310          0.043193            0.043192           0.09                 67            96
1.41          232                1                  1.2         256       1         0         1         8192        0           0           0.010476     NA          0.068358          0.072758            0.072758           0.17                 131           97
1.39          231                1                  1.2         256       1         0         2         1024        0           0           0.002397     NA          0.013385          0.015321            0.015320           0.03                 21            93
1.38          231                1                  1.2         256       1         0         2         4096        0           0           0.009055     NA          0.042463          0.040126            0.040126           0.09                 75            102
1.39          231                1                  1.2         256       1         0         2         8192        0           0           0.016125     NA          0.076432          0.078477            0.078476           0.18                 147           97
1.36          230                1                  1.2         256       1         0         3         1024        0           0           0.002170     NA          0.007624          0.015398            0.015397           0.03                 15            71
1.36          229                1                  1.2         256       1         0         3         4096        0           0           0.007282     NA          0.023041          0.047067            0.047067           0.10                 51            76
1.36          231                1                  1.2         256       1         0         3         8192        0           0           0.013648     NA          0.046020          0.076862            0.076861           0.19                 99            80
1.35          230                1                  1.2         256       1         0         4         1024        0           0           0.002020     NA          0.006824          0.017014            0.017013           0.03                 15            70
1.34          230                1                  1.2         256       1         0         4         4096        0           0           0.007176     NA          0.022606          0.036338            0.036337           0.09                 51            82
1.35          231                1                  1.2         256       1         0         4         8192        0           0           0.012999     NA          0.042797          0.069993            0.069992           0.18                 99            80
1.36          231                1                  1.2         256       1         0         5         1024        0           0           0.002132     NA          0.008079          0.016381            0.016380           0.03                 17            75
1.36          231                1                  1.2         256       1         0         5         4096        0           0           0.007373     NA          0.026889          0.039703            0.039702           0.10                 59            80
1.35          230                1                  1.2         256       1         0         5         8192        0           0           0.013793     NA          0.045011          0.070739            0.070739           0.18                 117           81
1.35          230                1                  1.2         256       1         0         6         1024        0           0           0.001219     NA          0.003669          0.006384            0.006384           0.03                 13            77
1.35          229                1                  1.2         256       1         0         6         4096        0           0           0.004179     NA          0.014767          0.021250            0.021249           0.07                 43            90
1.36          230                1                  1.2         256       1         0         6         8192        0           0           0.007855     NA          0.022801          0.028494            0.028493           0.12                 83            95
1.41          232                1                  1.1         256       1         0         1         1024        0           0           0.001933     NA          0.013697          0.011967            0.011966           0.02                 19            107
1.40          232                1                  1.1         256       1         0         1         4096        0           0           0.005568     NA          0.040405          0.039626            0.039625           0.09                 67            100
1.39          232                1                  1.1         256       1         0         1         8192        0           0           0.010397     NA          0.070257          0.071956            0.071956           0.17                 132           98
1.39          231                1                  1.1         256       1         0         2         1024        0           0           0.002460     NA          0.013528          0.014596            0.014595           0.03                 21            82
1.38          233                1                  1.1         256       1         0         2         4096        0           0           0.008913     NA          0.042341          0.044120            0.044119           0.09                 75            98
1.37          231                1                  1.1         256       1         0         2         8192        0           0           0.016616     NA          0.077180          0.078029            0.078028           0.18                 149           100
1.36          231                1                  1.1         256       1         0         3         1024        0           0           0.002154     NA          0.008307          0.014639            0.014638           0.03                 17            77
1.35          231                1                  1.1         256       1         0         3         4096        0           0           0.007599     NA          0.024695          0.042010            0.042009           0.10                 53            78
1.36          231                1                  1.1         256       1         0         3         8192        0           0           0.013736     NA          0.042121          0.082956            0.082955           0.18                 99            77
1.35          229                1                  1.1         256       1         0         4         1024        0           0           0.001700     NA          0.006577          0.013665            0.013665           0.03                 15            61
1.35          229                1                  1.1         256       1         0         4         4096        0           0           0.007372     NA          0.024074          0.035985            0.035984           0.09                 51            85
1.36          230                1                  1.1         256       1         0         4         8192        0           0           0.013324     NA          0.042468          0.064200            0.064199           0.17                 99            82
1.36          231                1                  1.1         256       1         0         5         1024        0           0           0.002106     NA          0.008659          0.014119            0.014118           0.03                 17            75
