comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.41;229;1;256;1;0;6;2048;0;1;.000337;NA;.000937;.002346;.002346;1.41;229;99
1.43;230;1;256;1;0;6;2560;0;1;.000421;NA;.000956;.002518;.002518;1.43;230;100
1.39;229;1;256;1;0;6;3072;0;1;.000475;NA;.001071;.002242;.002242;1.39;229;99
1.42;231;1;256;1;0;6;3584;0;1;.000502;NA;.001486;.003023;.003022;1.42;231;99
1.43;229;1;256;1;0;6;4096;0;1;.000594;NA;.001415;.004336;.004336;1.43;229;99
1.43;230;1;256;1;0;6;4608;0;1;.000545;NA;.001349;.002932;.002932;1.43;230;99
1.42;230;1;256;1;0;6;5120;0;1;.000373;NA;.001443;.003140;.003140;1.42;230;99
1.43;230;1;256;1;0;6;5632;0;1;.000429;NA;.001600;.004858;.004858;1.43;230;99
1.42;230;1;256;1;0;6;6144;0;1;.000426;NA;.001824;.004732;.004732;1.42;230;99
1.44;231;1;256;1;0;6;6656;0;1;.000490;NA;.001887;.004827;.004827;1.44;231;99
1.42;229;1;256;1;0;6;7168;0;1;.000513;NA;.001709;.004265;.004265;1.42;229;99
1.43;230;1;256;1;0;6;7680;0;1;.000544;NA;.002246;.005031;.005031;1.43;230;99
1.42;230;1;256;1;0;6;8192;0;1;.000606;NA;.002428;.005706;.005705;1.42;230;99
