comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.36          214                1                  3           512       1         0         2         12000            40960       0           1           .017380      NA          .083763           .144786             .144786            1.36                 214           99
1.36          216                1                  3           512       1         0         2         11000            40960       0           0           0.100187     NA          0.425967          0.552141            0.552141           1.06                 1440          88
1.35          215                1                  3           512       1         0         2         11000            40960       0           1           .017229      NA          .083147           .154405             .154405            1.35                 215           99
1.35          214                1                  3           512       1         0         2         10000            40960       0           0           0.102295     NA          0.439031          0.581809            0.581808           1.09                 1439          86
1.36          214                1                  3           512       1         0         2         10000            40960       0           1           .017146      NA          .082300           .161282             .161282            1.36                 214           99
1.36          215                1                  3           512       1         0         2         9000             40960       0           0           0.101354     NA          0.429613          0.605354            0.605353           1.11                 1440          84
1.35          215                1                  3           512       1         0         2         9000             40960       0           1           .017211      NA          .082116           .166706             .166706            1.35                 215           99
1.36          214                1                  3           512       1         0         2         8000             40960       0           0           0.101155     NA          0.424943          0.639938            0.639938           1.14                 1440          81
1.35          214                1                  3           512       1         0         2         8000             40960       0           1           .017356      NA          .081359           .175563             .175563            1.35                 214           99
1.32          213                1                  3           512       1         0         3         25000            40960       0           0           0.095238     NA          0.240119          0.490308            0.490308           0.99                 961           74
1.33          213                1                  3           512       1         0         3         25000            40960       0           1           .018418      NA          .072448           .097188             .097187            1.33                 213           100
1.32          214                1                  3           512       1         0         3         24000            40960       0           0           0.095882     NA          0.238322          0.490022            0.490021           0.99                 961           74
1.33          214                1                  3           512       1         0         3         24000            40960       0           1           .018637      NA          .072091           .098132             .098132            1.33                 214           100
1.32          213                1                  3           512       1         0         3         23000            40960       0           0           0.095293     NA          0.241743          0.485312            0.485312           0.99                 961           75
1.32          213                1                  3           512       1         0         3         23000            40960       0           1           .018816      NA          .072512           .096846             .096846            1.32                 213           100
1.32          213                1                  3           512       1         0         3         22000            40960       0           0           0.095264     NA          0.240690          0.491931            0.491930           1.00                 961           74
1.33          213                1                  3           512       1         0         3         22000            40960       0           1           .018506      NA          .072951           .098631             .098631            1.33                 213           99
1.32          213                1                  3           512       1         0         3         21000            40960       0           0           0.094166     NA          0.241938          0.496378            0.496377           1.00                 961           74
1.32          213                1                  3           512       1         0         3         21000            40960       0           1           .018617      NA          .072902           .096843             .096843            1.32                 213           99
1.32          214                1                  3           512       1         0         3         20000            40960       0           0           0.095238     NA          0.239958          0.506877            0.506876           1.01                 961           73
1.32          215                1                  3           512       1         0         3         20000            40960       0           1           .018424      NA          .072655           .100507             .100507            1.32                 215           100
1.32          213                1                  3           512       1         0         3         19000            40960       0           0           0.095606     NA          0.244858          0.502181            0.502181           1.00                 961           74
1.32          214                1                  3           512       1         0         3         19000            40960       0           1           .018383      NA          .072688           .097712             .097712            1.32                 214           99
1.33          214                1                  3           512       1         0         3         18000            40960       0           0           0.095044     NA          0.241701          0.504779            0.504778           1.00                 961           73
1.32          213                1                  3           512       1         0         3         18000            40960       0           1           .018491      NA          .072372           .097575             .097575            1.32                 213           99
1.32          214                1                  3           512       1         0         3         17000            40960       0           0           0.094586     NA          0.238419          0.520533            0.520532           1.03                 961           72
1.32          213                1                  3           512       1         0         3         17000            40960       0           1           .018797      NA          .071239           .099801             .099801            1.32                 213           99
1.33          213                1                  3           512       1         0         3         16000            40960       0           0           0.095035     NA          0.241071          0.526407            0.526406           1.03                 963           72
1.33          213                1                  3           512       1         0         3         16000            40960       0           1           .018554      NA          .070372           .104876             .104876            1.33                 213           99
1.32          213                1                  3           512       1         0         3         15000            40960       0           0           0.094432     NA          0.246133          0.539655            0.539654           1.04                 963           71
1.32          213                1                  3           512       1         0         3         15000            40960       0           1           .018551      NA          .069653           .107147             .107147            1.32                 213           99
1.32          213                1                  3           512       1         0         3         14000            40960       0           0           0.096635     NA          0.246797          0.552971            0.552970           1.06                 963           71
1.32          213                1                  3           512       1         0         3         14000            40960       0           1           .018784      NA          .070088           .110670             .110670            1.32                 213           99
1.32          213                1                  3           512       1         0         3         13000            40960       0           0           0.095979     NA          0.245547          0.571642            0.571641           1.07                 963           69
1.33          214                1                  3           512       1         0         3         13000            40960       0           1           .018483      NA          .072877           .111092             .111092            1.33                 214           100
1.32          213                1                  3           512       1         0         3         12000            40960       0           0           0.095884     NA          0.245432          0.585753            0.585753           1.09                 961           68
1.33          213                1                  3           512       1         0         3         12000            40960       0           1           .018401      NA          .070190           .112435             .112435            1.33                 213           99
1.32          213                1                  3           512       1         0         3         11000            40960       0           0           0.095214     NA          0.244453          0.610988            0.610987           1.11                 961           67
1.32          213                1                  3           512       1         0         3         11000            40960       0           1           .018507      NA          .069220           .119795             .119795            1.32                 213           99
1.32          214                1                  3           512       1         0         3         10000            40960       0           0           0.096556     NA          0.243312          0.639838            0.639838           1.14                 963           65
1.33          213                1                  3           512       1         0         3         10000            40960       0           1           .018414      NA          .068907           .123080             .123080            1.33                 213           100
1.33          218                1                  3           512       1         0         3         9000             40960       0           0           0.094121     NA          0.237832          0.676876            0.676876           1.18                 961           62
1.32          214                1                  3           512       1         0         3         9000             40960       0           1           .018598      NA          .068841           .136258             .136258            1.32                 214           99
1.33          214                1                  3           512       1         0         3         8000             40960       0           0           0.095727     NA          0.242068          0.718440            0.718439           1.22                 961           61
1.32          214                1                  3           512       1         0         3         8000             40960       0           1           .018742      NA          .067240           .145184             .145183            1.32                 214           99
1.33          212                1                  3           512       1         0         4         25000            40960       0           0           0.089690     NA          0.257961          0.395338            0.395337           0.89                 958           84
1.32          214                1                  3           512       1         0         4         25000            40960       0           1           .017986      NA          .058208           .079722             .079721            1.32                 214           100
1.31          213                1                  3           512       1         0         4         24000            40960       0           0           0.090402     NA          0.261853          0.393809            0.393808           0.89                 958           84
1.31          213                1                  3           512       1         0         4         24000            40960       0           1           .018071      NA          .057809           .079962             .079962            1.31                 213           100
1.32          213                1                  3           512       1         0         4         23000            40960       0           0           0.089238     NA          0.261410          0.393169            0.393168           0.89                 958           84
1.33          213                1                  3           512       1         0         4         23000            40960       0           1           .017941      NA          .058483           .078949             .078949            1.33                 213           99
1.32          214                1                  3           512       1         0         4         22000            40960       0           0           0.088255     NA          0.256147          0.388942            0.388941           0.89                 958           84
1.31          213                1                  3           512       1         0         4         22000            40960       0           1           .017873      NA          .058656           .078005             .078005            1.31                 213           99
1.31          213                1                  3           512       1         0         4         21000            40960       0           0           0.090536     NA          0.261249          0.394697            0.394696           0.89                 958           84
1.32          213                1                  3           512       1         0         4         21000            40960       0           1           .017969      NA          .057576           .078072             .078072            1.32                 213           99
1.32          213                1                  3           512       1         0         4         20000            40960       0           0           0.090119     NA          0.256559          0.397479            0.397478           0.90                 958           83
1.31          212                1                  3           512       1         0         4         20000            40960       0           1           .018019      NA          .057700           .078364             .078364            1.31                 212           99
1.32          212                1                  3           512       1         0         4         19000            40960       0           0           0.089652     NA          0.256516          0.400724            0.400723           0.90                 958           83
1.32          214                1                  3           512       1         0         4         19000            40960       0           1           .018059      NA          .057879           .078305             .078304            1.32                 214           100
1.31          214                1                  3           512       1         0         4         18000            40960       0           0           0.089422     NA          0.255237          0.409026            0.409025           0.91                 958           82
1.32          214                1                  3           512       1         0         4         18000            40960       0           1           .017830      NA          .057925           .080088             .080088            1.32                 214           99
1.32          214                1                  3           512       1         0         4         17000            40960       0           0           0.090338     NA          0.261531          0.410522            0.410521           0.91                 960           83
1.33          213                1                  3           512       1         0         4         17000            40960       0           1           .017890      NA          .057916           .081672             .081671            1.33                 213           99
1.32          213                1                  3           512       1         0         4         16000            40960       0           0           0.089509     NA          0.257174          0.415916            0.415915           0.92                 958           82
1.32          213                1                  3           512       1         0         4         16000            40960       0           1           .017869      NA          .057084           .080336             .080336            1.32                 213           99
1.32          213                1                  3           512       1         0         4         15000            40960       0           0           0.090296     NA          0.261106          0.431533            0.431532           0.94                 958           81
1.32          212                1                  3           512       1         0         4         15000            40960       0           1           .017836      NA          .057673           .081410             .081410            1.32                 212           99
1.31          213                1                  3           512       1         0         4         14000            40960       0           0           0.090538     NA          0.258449          0.438635            0.438634           0.94                 958           80
1.31          214                1                  3           512       1         0         4         14000            40960       0           1           .018020      NA          .056501           .085458             .085457            1.31                 214           99
1.32          214                1                  3           512       1         0         4         13000            40960       0           0           0.089492     NA          0.255610          0.451992            0.451991           0.95                 958           78
1.31          213                1                  3           512       1         0         4         13000            40960       0           1           .018194      NA          .057083           .090660             .090660            1.31                 213           100
1.32          213                1                  3           512       1         0         4         12000            40960       0           0           0.088802     NA          0.254400          0.465733            0.465732           0.96                 958           77
1.32          213                1                  3           512       1         0         4         12000            40960       0           1           .017925      NA          .058211           .092361             .092361            1.32                 213           100
1.32          213                1                  3           512       1         0         4         11000            40960       0           0           0.089413     NA          0.255113          0.483303            0.483302           0.98                 958           76
1.32          213                1                  3           512       1         0         4         11000            40960       0           1           .017825      NA          .055740           .097184             .097184            1.32                 213           99
1.32          213                1                  3           512       1         0         4         10000            40960       0           0           0.090645     NA          0.260620          0.509908            0.509908           1.01                 958           75
1.32          212                1                  3           512       1         0         4         10000            40960       0           1           .017826      NA          .055031           .104507             .104507            1.32                 212           99
1.32          214                1                  3           512       1         0         4         9000             40960       0           0           0.090240     NA          0.259314          0.535161            0.535160           1.04                 960           73
1.32          214                1                  3           512       1         0         4         9000             40960       0           1           .018094      NA          .054529           .113401             .113401            1.32                 214           100
1.33          214                1                  3           512       1         0         4         8000             40960       0           0           0.089138     NA          0.254376          0.566017            0.566017           1.07                 958           70
1.32          214                1                  3           512       1         0         4         8000             40960       0           1           .018167      NA          .054237           .126102             .126102            1.32                 214           100
1.33          213                1                  3           512       1         0         5         25000            40960       0           0           0.094955     NA          0.329234          0.445412            0.445412           0.94                 1121          87
1.33          214                1                  3           512       1         0         5         25000            40960       0           1           .018508      NA          .070812           .093485             .093485            1.33                 214           99
1.32          215                1                  3           512       1         0         5         24000            40960       0           0           0.095037     NA          0.333324          0.447913            0.447912           0.95                 1123          87
1.34          213                1                  3           512       1         0         5         24000            40960       0           1           .018607      NA          .071547           .092852             .092852            1.34                 213           99
1.33          214                1                  3           512       1         0         5         23000            40960       0           0           0.095647     NA          0.335772          0.449439            0.449438           0.95                 1121          87
1.34          214                1                  3           512       1         0         5         23000            40960       0           1           .018581      NA          .071070           .092587             .092587            1.34                 214           100
1.33          215                1                  3           512       1         0         5         22000            40960       0           0           0.094669     NA          0.334000          0.450760            0.450759           0.95                 1121          87
1.34          213                1                  3           512       1         0         5         22000            40960       0           1           .018319      NA          .071188           .093250             .093249            1.34                 213           99
1.34          214                1                  3           512       1         0         5         21000            40960       0           0           0.095027     NA          0.328605          0.448784            0.448784           0.96                 1121          86
1.33          213                1                  3           512       1         0         5         21000            40960       0           1           .018396      NA          .070383           .095624             .095624            1.33                 213           99
1.33          214                1                  3           512       1         0         5         20000            40960       0           0           0.096842     NA          0.337076          0.455101            0.455100           0.96                 1123          87
1.33          214                1                  3           512       1         0         5         20000            40960       0           1           .018656      NA          .070739           .093113             .093113            1.33                 214           100
1.34          215                1                  3           512       1         0         5         19000            40960       0           0           0.095534     NA          0.329778          0.445725            0.445724           0.94                 1121          87
1.33          213                1                  3           512       1         0         5         19000            40960       0           1           .018404      NA          .073025           .094382             .094382            1.33                 213           99
1.33          213                1                  3           512       1         0         5         18000            40960       0           0           0.094458     NA          0.328171          0.455101            0.455100           0.96                 1121          86
1.33          214                1                  3           512       1         0         5         18000            40960       0           1           .018651      NA          .070923           .093872             .093872            1.33                 214           99
1.34          214                1                  3           512       1         0         5         17000            40960       0           0           0.095180     NA          0.331487          0.461305            0.461304           0.96                 1121          86
1.32          214                1                  3           512       1         0         5         17000            40960       0           1           .018740      NA          .071128           .095258             .095258            1.32                 214           100
