nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;20;0.487924;NA;NA;0.113468;NA;4.8e-05;3;0.486337;4.8e-05;3;0.487459;NA;NA;NA;NA;NA;NA;0.11342;6561;0.460641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;30;1.03583;NA;NA;0.246378;NA;4.8e-05;3;1.0345;4.8e-05;3;1.035;NA;NA;NA;NA;NA;NA;0.24633;14041;0.979961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;40;1.83503;NA;NA;0.430088;NA;4.8e-05;3;1.8337;4.8e-05;3;1.83453;NA;NA;NA;NA;NA;NA;0.43004;24321;1.73351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;50;2.88671;NA;NA;0.664598;NA;4.8e-05;3;2.88491;4.8e-05;3;2.88588;NA;NA;NA;NA;NA;NA;0.66455;37401;2.73921;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;60;4.05445;NA;NA;0.949908;NA;4.8e-05;3;4.05314;4.8e-05;3;4.05346;NA;NA;NA;NA;NA;NA;0.94986;53281;3.84679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;70;5.44175;NA;NA;1.28602;NA;4.8e-05;3;5.43937;4.8e-05;3;5.44179;NA;NA;NA;NA;NA;NA;1.28597;71961;5.16581;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;80;7.03254;NA;NA;1.67293;NA;4.8e-05;3;7.03107;4.8e-05;3;7.03182;NA;NA;NA;NA;NA;NA;1.67288;93441;6.6701;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;90;9.03166;NA;NA;2.11064;NA;4.8e-05;3;9.02955;4.8e-05;3;9.03137;NA;NA;NA;NA;NA;NA;2.11059;117721;8.57717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;100;10.9765;NA;NA;2.59915;NA;4.8e-05;3;10.9749;4.8e-05;3;10.9754;NA;NA;NA;NA;NA;NA;2.5991;144801;10.4117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;110;13.5125;NA;NA;3.13846;NA;4.8e-05;3;13.5105;4.8e-05;3;13.5121;NA;NA;NA;NA;NA;NA;3.13841;174681;12.8382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;120;15.8868;NA;NA;3.72857;NA;4.8e-05;3;15.8845;4.8e-05;3;15.8862;NA;NA;NA;NA;NA;NA;3.72852;207361;15.0557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;130;18.5664;NA;NA;4.36948;NA;4.8e-05;3;18.5636;4.8e-05;3;18.5667;NA;NA;NA;NA;NA;NA;4.36943;242841;17.6165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;140;21.9582;NA;NA;5.06119;NA;4.8e-05;3;21.9564;4.8e-05;3;21.9577;NA;NA;NA;NA;NA;NA;5.06114;281121;20.8374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;150;24.8772;NA;NA;5.8037;NA;4.8e-05;3;24.8757;4.8e-05;3;24.8766;NA;NA;NA;NA;NA;NA;5.80365;322201;23.5924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;160;27.695;NA;NA;6.59701;NA;4.8e-05;3;27.6925;4.8e-05;3;27.6945;NA;NA;NA;NA;NA;NA;6.59696;366081;26.2569;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;170;31.9396;NA;NA;7.44112;NA;4.8e-05;3;31.9375;4.8e-05;3;31.9389;NA;NA;NA;NA;NA;NA;7.44107;412761;30.3213;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;180;35.4448;NA;NA;8.33603;NA;4.8e-05;3;35.4425;4.8e-05;3;35.4441;NA;NA;NA;NA;NA;NA;8.33598;462241;33.6236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;190;39.4644;NA;NA;9.28174;NA;4.8e-05;3;39.4619;4.8e-05;3;39.4642;NA;NA;NA;NA;NA;NA;9.28169;514521;37.4276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;200;43.8859;NA;NA;10.2782;NA;4.8e-05;3;43.8837;4.8e-05;3;43.8849;NA;NA;NA;NA;NA;NA;10.2782;569601;41.5242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;10;0.153973;NA;NA;0.031358;NA;4.8e-05;3;0.152678;4.8e-05;3;0.153357;NA;NA;NA;NA;NA;NA;0.03131;1881;0.143687;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;20;0.573316;NA;NA;0.113468;NA;4.8e-05;3;0.571429;4.8e-05;3;0.572832;NA;NA;NA;NA;NA;NA;0.11342;6561;0.542704;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;30;1.15022;NA;NA;0.246378;NA;4.8e-05;3;1.14829;4.8e-05;3;1.14958;NA;NA;NA;NA;NA;NA;0.24633;14041;1.08948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;40;1.96222;NA;NA;0.430088;NA;4.8e-05;3;1.96024;4.8e-05;3;1.96126;NA;NA;NA;NA;NA;NA;0.43004;24321;1.85086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;50;3.06818;NA;NA;0.664598;NA;4.8e-05;3;3.0663;4.8e-05;3;3.06766;NA;NA;NA;NA;NA;NA;0.66455;37401;2.90935;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;60;4.35241;NA;NA;0.949908;NA;4.8e-05;3;4.34969;4.8e-05;3;4.35255;NA;NA;NA;NA;NA;NA;0.94986;53281;4.12624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;70;5.92782;NA;NA;1.28602;NA;4.8e-05;3;5.92572;4.8e-05;3;5.9276;NA;NA;NA;NA;NA;NA;1.28597;71961;5.61664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;80;7.61407;NA;NA;1.67293;NA;4.8e-05;3;7.61145;4.8e-05;3;7.61428;NA;NA;NA;NA;NA;NA;1.67288;93441;7.20505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;90;9.50804;NA;NA;2.11064;NA;4.8e-05;3;9.50531;4.8e-05;3;9.50828;NA;NA;NA;NA;NA;NA;2.11059;117721;9.01314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;100;11.7253;NA;NA;2.59915;NA;4.8e-05;3;11.7227;4.8e-05;3;11.7255;NA;NA;NA;NA;NA;NA;2.5991;144801;11.1116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;110;15.0115;NA;NA;3.13846;NA;4.8e-05;3;15.0098;4.8e-05;3;15.0102;NA;NA;NA;NA;NA;NA;3.13841;174681;14.2633;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;120;17.0672;NA;NA;3.72857;NA;4.8e-05;3;17.0649;4.8e-05;3;17.0664;NA;NA;NA;NA;NA;NA;3.72852;207361;16.1624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;130;20.4268;NA;NA;4.36948;NA;4.8e-05;3;20.4248;4.8e-05;3;20.4261;NA;NA;NA;NA;NA;NA;4.36943;242841;19.3975;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;140;23.1244;NA;NA;5.06119;NA;4.8e-05;3;23.1216;4.8e-05;3;23.1247;NA;NA;NA;NA;NA;NA;5.06114;281121;21.8906;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;150;26.4653;NA;NA;5.8037;NA;4.8e-05;3;26.4631;4.8e-05;3;26.4649;NA;NA;NA;NA;NA;NA;5.80365;322201;25.0822;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;160;30.3692;NA;NA;6.59701;NA;4.8e-05;3;30.3674;4.8e-05;3;30.3681;NA;NA;NA;NA;NA;NA;6.59696;366081;28.7677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;170;33.6526;NA;NA;7.44112;NA;4.8e-05;3;33.6507;4.8e-05;3;33.6517;NA;NA;NA;NA;NA;NA;7.44107;412761;31.8581;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;180;37.2172;NA;NA;8.33603;NA;4.8e-05;3;37.2146;4.8e-05;3;37.2164;NA;NA;NA;NA;NA;NA;8.33598;462241;35.2326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;190;41.3482;NA;NA;9.28174;NA;4.8e-05;3;41.3462;4.8e-05;3;41.347;NA;NA;NA;NA;NA;NA;9.28169;514521;39.1827;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semihonest;replicated-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;200;46.287;NA;NA;10.2782;NA;4.8e-05;3;46.284;4.8e-05;3;46.2874;NA;NA;NA;NA;NA;NA;10.2782;569601;43.8863;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;640;640;640;NA;NA;30590;2781;1.4;10;0.467137;NA;NA;22.7558;NA;0.97904;3760;0.0640315;0.97904;3760;0.308347;NA;NA;NA;3.2e-05;1;0.459665;NA;NA;NA;NA;NA;NA;0.008542;6;0.00123074;21.7682;4;0.494438;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;1280;1280;1280;NA;NA;111980;9161;1.4;20;0.940865;NA;NA;25.3604;NA;3.58368;13120;0.220471;3.58368;13120;1.0573;NA;NA;NA;3.2e-05;1;0.933387;NA;NA;NA;NA;NA;NA;0.008542;6;0.00132865;21.7682;4;1.42984;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;1.4;30;1.6976;NA;NA;29.5907;NA;7.81392;28080;0.472254;7.81392;28080;2.25926;NA;NA;NA;3.2e-05;1;1.69033;NA;NA;NA;NA;NA;NA;0.008542;6;0.00127613;21.7682;4;2.94845;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;2560;2560;2560;NA;NA;427160;32721;1.4;40;2.75476;NA;NA;35.4465;NA;13.6698;48640;0.842192;13.6698;48640;3.90822;NA;NA;NA;3.2e-05;1;2.74753;NA;NA;NA;NA;NA;NA;0.008542;6;0.00125095;21.7682;4;5.0594;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;3200;3200;3200;NA;NA;660950;49901;1.4;50;4.28619;NA;NA;64.6962;NA;21.1512;74800;1.27124;21.1512;74800;6.23119;NA;NA;NA;3.2e-05;1;4.27868;NA;NA;NA;NA;NA;NA;0.008542;6;0.00130854;43.5364;8;0.394361;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;3840;3840;3840;NA;NA;945540;70681;1.4;60;5.8659;NA;NA;73.8032;NA;30.2582;106560;1.79547;30.2582;106560;8.75334;NA;NA;NA;3.2e-05;1;5.8582;NA;NA;NA;NA;NA;NA;0.008542;6;0.00147866;43.5364;8;3.62931;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;4480;4480;4480;NA;NA;1280930;95061;1.4;70;7.99347;NA;NA;106.304;NA;40.9909;143920;2.44344;40.9909;143920;11.9653;NA;NA;NA;3.2e-05;1;7.98632;NA;NA;NA;NA;NA;NA;0.008542;6;0.00126865;65.3046;12;0.211873;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;5120;5120;5120;NA;NA;1667120;123041;1.4;80;10.1248;NA;NA;118.662;NA;53.3491;186880;3.13309;53.3491;186880;15.3791;NA;NA;NA;3.2e-05;1;10.1165;NA;NA;NA;NA;NA;NA;0.008542;6;0.00259904;65.3046;12;4.59098;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;5760;5760;5760;NA;NA;2104110;154621;1.4;90;12.8047;NA;NA;154.414;NA;67.333;235440;3.95265;67.333;235440;19.5527;NA;NA;NA;3.2e-05;1;12.7975;NA;NA;NA;NA;NA;NA;0.008542;6;0.00213897;87.0728;16;2.31586;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;6400;6400;6400;NA;NA;2591900;189801;1.4;100;15.825;NA;NA;191.792;NA;82.9424;289600;4.96533;82.9424;289600;24.1673;NA;NA;NA;3.2e-05;1;15.8179;NA;NA;NA;NA;NA;NA;0.008542;6;0.00124807;108.841;20;0.643294;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;7040;7040;7040;NA;NA;3130490;228581;1.4;110;18.8661;NA;NA;209.027;NA;100.177;349360;5.91722;100.177;349360;29.0802;NA;NA;NA;3.2e-05;1;18.8587;NA;NA;NA;NA;NA;NA;0.008542;6;0.00199239;108.841;20;6.78118;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;7680;7680;7680;NA;NA;3719880;270961;1.4;120;22.3914;NA;NA;249.656;NA;119.038;414720;7.03617;119.038;414720;34.4873;NA;NA;NA;3.2e-05;1;22.3843;NA;NA;NA;NA;NA;NA;0.008542;6;0.00182796;130.609;24;6.25766;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;8320;8320;8320;NA;NA;4360070;316941;1.4;130;26.004;NA;NA;291.91;NA;139.524;485680;8.20459;139.524;485680;40.1056;NA;NA;NA;3.2e-05;1;25.9967;NA;NA;NA;NA;NA;NA;0.008542;6;0.00240777;152.377;28;6.22926;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;8960;8960;8960;NA;NA;5051060;366521;1.4;140;30.3549;NA;NA;335.79;NA;161.636;562240;9.60784;161.636;562240;46.8213;NA;NA;NA;3.2e-05;1;30.3478;NA;NA;NA;NA;NA;NA;0.008542;6;0.00165658;174.146;32;6.94503;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;9600;9600;9600;NA;NA;5792850;419701;1.4;150;34.7712;NA;NA;403.064;NA;185.374;644400;10.8754;185.374;644400;53.5537;NA;NA;NA;3.2e-05;1;34.764;NA;NA;NA;NA;NA;NA;0.008542;6;0.00141229;217.682;40;0.890744;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;10240;10240;10240;NA;NA;6585440;476481;1.4;160;39.5491;NA;NA;450.195;NA;210.737;732160;12.4312;210.737;732160;61.1015;NA;NA;NA;3.2e-05;1;39.5423;NA;NA;NA;NA;NA;NA;0.008542;6;0.00131049;239.45;44;2.66265;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;10880;10880;10880;NA;NA;7428830;536861;1.4;170;44.368;NA;NA;498.952;NA;237.725;825520;13.9598;237.725;825520;68.5657;NA;NA;NA;3.2e-05;1;44.3601;NA;NA;NA;NA;NA;NA;0.008542;6;0.001859;261.218;48;4.97285;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;11520;11520;11520;NA;NA;8323020;600841;1.4;180;49.8722;NA;NA;571.103;NA;266.34;924480;15.675;266.34;924480;77.0534;NA;NA;NA;3.2e-05;1;49.8659;NA;NA;NA;NA;NA;NA;0.008542;6;0.00164946;304.755;56;0.762187;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;12160;12160;12160;NA;NA;9268010;668421;1.4;190;55.1786;NA;NA;623.111;NA;296.579;1029040;17.3678;296.579;1029040;85.3954;NA;NA;NA;3.2e-05;1;55.1711;NA;NA;NA;NA;NA;NA;0.008542;6;0.00159422;326.523;60;4.20963;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;12800;12800;12800;NA;NA;10263800;739601;1.4;200;61.8166;NA;NA;698.513;NA;328.445;1139200;19.3755;328.445;1139200;95.8087;NA;NA;NA;3.2e-05;1;61.8104;NA;NA;NA;NA;NA;NA;0.008542;6;0.00100172;370.059;68;1.09298;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;10;0.493113;NA;NA;22.7558;NA;0.97904;3760;0.0678388;0.97904;3760;0.316719;NA;NA;NA;3.2e-05;1;0.485381;NA;NA;NA;NA;NA;NA;0.008542;6;0.00166288;21.7682;4;0.506838;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;20;0.996326;NA;NA;25.3604;NA;3.58368;13120;0.241161;3.58368;13120;1.10077;NA;NA;NA;3.2e-05;1;0.98878;NA;NA;NA;NA;NA;NA;0.008542;6;0.00141083;21.7682;4;1.51407;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;30;1.7773;NA;NA;29.5907;NA;7.81392;28080;0.514714;7.81392;28080;2.32075;NA;NA;NA;3.2e-05;1;1.76965;NA;NA;NA;NA;NA;NA;0.008542;6;0.00159927;21.7682;4;3.07692;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;40;2.88453;NA;NA;35.4465;NA;13.6698;48640;0.891379;13.6698;48640;4.06352;NA;NA;NA;3.2e-05;1;2.87599;NA;NA;NA;NA;NA;NA;0.008542;6;0.00217847;21.7682;4;5.29074;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;50;4.51528;NA;NA;64.6962;NA;21.1512;74800;1.37677;21.1512;74800;6.48775;NA;NA;NA;3.2e-05;1;4.5078;NA;NA;NA;NA;NA;NA;0.008542;6;0.0022822;43.5364;8;0.416156;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;60;6.16984;NA;NA;73.8032;NA;30.2582;106560;1.92864;30.2582;106560;9.10091;NA;NA;NA;3.2e-05;1;6.16202;NA;NA;NA;NA;NA;NA;0.008542;6;0.00150891;43.5364;8;3.82952;NA;NA;NA;NA;NA;NA;NA;NA;NA
