comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.42;232;1;3;256;1;0;1;9000;40960;0;0;0.025597;NA;0.171370;0.262038;0.262037;0.46;640;79
1.42;232;1;3;256;1;0;1;9000;40960;0;1;.004786;NA;.030980;.151643;.151643;1.42;232;99
1.44;233;1;3;256;1;0;1;8000;40960;0;0;0.026076;NA;0.180700;0.268364;0.268363;0.47;638;80
1.41;233;1;3;256;1;0;1;8000;40960;0;1;.004798;NA;.030510;.172655;.172655;1.41;233;99
1.39;232;1;3;256;1;0;2;25000;40960;0;0;0.042908;NA;0.183178;0.192757;0.192756;0.41;721;97
1.41;232;1;3;256;1;0;2;25000;40960;0;1;.006209;NA;.032524;.059887;.059887;1.41;232;99
1.40;232;1;3;256;1;0;2;24000;40960;0;0;0.043869;NA;0.180441;0.191875;0.191874;0.41;721;97
1.41;231;1;3;256;1;0;2;24000;40960;0;1;.006209;NA;.032633;.063538;.063538;1.41;231;99
1.41;232;1;3;256;1;0;2;23000;40960;0;0;0.043663;NA;0.184435;0.191276;0.191275;0.41;722;98
1.40;231;1;3;256;1;0;2;23000;40960;0;1;.006306;NA;.032913;.063447;.063447;1.40;231;99
1.40;231;1;3;256;1;0;2;22000;40960;0;0;0.043954;NA;0.183582;0.192815;0.192814;0.41;721;97
1.40;232;1;3;256;1;0;2;22000;40960;0;1;.006256;NA;.032107;.063781;.063781;1.40;232;99
1.40;232;1;3;256;1;0;2;21000;40960;0;0;0.043834;NA;0.179217;0.195901;0.195900;0.41;721;95
1.41;232;1;3;256;1;0;2;21000;40960;0;1;.006531;NA;.032058;.067902;.067902;1.41;232;100
1.40;231;1;3;256;1;0;2;20000;40960;0;0;0.044734;NA;0.181712;0.189685;0.189685;0.41;721;98
1.41;231;1;3;256;1;0;2;20000;40960;0;1;.006104;NA;.032084;.066667;.066667;1.41;231;99
1.41;232;1;3;256;1;0;2;19000;40960;0;0;0.043670;NA;0.179325;0.196921;0.196920;0.41;721;95
1.40;230;1;3;256;1;0;2;19000;40960;0;1;.006061;NA;.032780;.072299;.072299;1.40;230;99
1.41;231;1;3;256;1;0;2;18000;40960;0;0;0.043257;NA;0.175914;0.193093;0.193092;0.41;721;96
1.41;231;1;3;256;1;0;2;18000;40960;0;1;.006181;NA;.032039;.076247;.076247;1.41;231;99
1.41;232;1;3;256;1;0;2;17000;40960;0;0;0.041949;NA;0.177571;0.191367;0.191367;0.40;721;96
1.41;235;1;3;256;1;0;2;17000;40960;0;1;.006277;NA;.030564;.075327;.075327;1.41;235;99
1.39;230;1;3;256;1;0;2;16000;40960;0;0;0.045240;NA;0.179594;0.220908;0.220908;0.44;721;90
1.40;231;1;3;256;1;0;2;16000;40960;0;1;.006465;NA;.031352;.080591;.080591;1.40;231;99
1.39;231;1;3;256;1;0;2;15000;40960;0;0;0.043990;NA;0.178027;0.209573;0.209573;0.43;721;92
1.41;231;1;3;256;1;0;2;15000;40960;0;1;.006205;NA;.030904;.084668;.084668;1.41;231;100
1.41;232;1;3;256;1;0;2;14000;40960;0;0;0.044756;NA;0.178702;0.206866;0.206866;0.43;721;93
1.41;231;1;3;256;1;0;2;14000;40960;0;1;.006091;NA;.030531;.090946;.090946;1.41;231;99
1.40;231;1;3;256;1;0;2;13000;40960;0;0;0.043015;NA;0.177918;0.215244;0.215243;0.43;721;91
1.42;231;1;3;256;1;0;2;13000;40960;0;1;.006124;NA;.030791;.096122;.096122;1.42;231;99
1.42;231;1;3;256;1;0;2;12000;40960;0;0;0.044633;NA;0.178144;0.224949;0.224948;0.44;723;89
1.41;231;1;3;256;1;0;2;12000;40960;0;1;.006124;NA;.030719;.103916;.103916;1.41;231;99
1.41;230;1;3;256;1;0;2;11000;40960;0;0;0.043970;NA;0.177453;0.235307;0.235307;0.46;723;87
1.41;231;1;3;256;1;0;2;11000;40960;0;1;.006174;NA;.030284;.110649;.110649;1.41;231;100
1.40;231;1;3;256;1;0;2;10000;40960;0;0;0.044025;NA;0.174344;0.238289;0.238288;0.46;721;85
1.39;232;1;3;256;1;0;2;10000;40960;0;1;.006466;NA;.030004;.117152;.117152;1.39;232;99
1.40;232;1;3;256;1;0;2;9000;40960;0;0;0.044990;NA;0.183272;0.272492;0.272491;0.49;723;81
1.40;231;1;3;256;1;0;2;9000;40960;0;1;.006090;NA;.030182;.129303;.129303;1.40;231;99
1.42;231;1;3;256;1;0;2;8000;40960;0;0;0.043444;NA;0.180613;0.270657;0.270656;0.49;721;81
1.41;232;1;3;256;1;0;2;8000;40960;0;1;.006112;NA;.029454;.144604;.144604;1.41;232;99
1.38;229;1;3;256;1;0;3;25000;40960;0;0;0.038778;NA;0.097043;0.189586;0.189586;0.40;482;76
1.36;230;1;3;256;1;0;3;25000;40960;0;1;.007418;NA;.028385;.043148;.043148;1.36;230;100
1.38;230;1;3;256;1;0;3;24000;40960;0;0;0.038737;NA;0.095063;0.196974;0.196974;0.41;484;75
1.37;229;1;3;256;1;0;3;24000;40960;0;1;.007445;NA;.028482;.045210;.045210;1.37;229;99
1.38;230;1;3;256;1;0;3;23000;40960;0;0;0.038210;NA;0.092469;0.192213;0.192212;0.41;482;74
1.38;231;1;3;256;1;0;3;23000;40960;0;1;.007400;NA;.027456;.046232;.046232;1.38;231;99
1.38;230;1;3;256;1;0;3;22000;40960;0;0;0.038751;NA;0.098340;0.205661;0.205660;0.42;482;74
1.38;230;1;3;256;1;0;3;22000;40960;0;1;.007547;NA;.026759;.048535;.048535;1.38;230;99
1.36;230;1;3;256;1;0;3;21000;40960;0;0;0.038152;NA;0.094333;0.194251;0.194250;0.41;482;75
1.38;230;1;3;256;1;0;3;21000;40960;0;1;.007435;NA;.027827;.051188;.051188;1.38;230;99
1.37;231;1;3;256;1;0;3;20000;40960;0;0;0.039290;NA;0.093688;0.200263;0.200262;0.42;484;73
1.38;231;1;3;256;1;0;3;20000;40960;0;1;.007408;NA;.027283;.051491;.051491;1.38;231;100
1.37;230;1;3;256;1;0;3;19000;40960;0;0;0.038333;NA;0.093105;0.211522;0.211521;0.43;484;71
1.37;230;1;3;256;1;0;3;19000;40960;0;1;.007297;NA;.027046;.053866;.053866;1.37;230;99
1.37;230;1;3;256;1;0;3;18000;40960;0;0;0.038268;NA;0.092472;0.211664;0.211664;0.42;484;72
1.37;230;1;3;256;1;0;3;18000;40960;0;1;.007443;NA;.028209;.056339;.056338;1.37;230;99
1.38;231;1;3;256;1;0;3;17000;40960;0;0;0.039890;NA;0.096128;0.218137;0.218136;0.44;482;71
1.38;231;1;3;256;1;0;3;17000;40960;0;1;.007446;NA;.027216;.059257;.059257;1.38;231;99
1.38;229;1;3;256;1;0;3;16000;40960;0;0;0.036926;NA;0.094238;0.220190;0.220189;0.43;482;70
1.38;230;1;3;256;1;0;3;16000;40960;0;1;.007349;NA;.025909;.063290;.063290;1.38;230;99
1.37;230;1;3;256;1;0;3;15000;40960;0;0;0.038099;NA;0.090461;0.236753;0.236752;0.45;482;67
1.37;230;1;3;256;1;0;3;15000;40960;0;1;.007452;NA;.026474;.066381;.066381;1.37;230;99
1.37;231;1;3;256;1;0;3;14000;40960;0;0;0.038230;NA;0.093186;0.239944;0.239944;0.45;482;67
1.36;230;1;3;256;1;0;3;14000;40960;0;1;.007488;NA;.027208;.069457;.069457;1.36;230;99
1.37;231;1;3;256;1;0;3;13000;40960;0;0;0.038561;NA;0.092513;0.257785;0.257785;0.48;482;64
1.37;230;1;3;256;1;0;3;13000;40960;0;1;.007422;NA;.026983;.074585;.074584;1.37;230;99
1.38;231;1;3;256;1;0;3;12000;40960;0;0;0.039704;NA;0.093560;0.265796;0.265796;0.49;482;63
1.38;229;1;3;256;1;0;3;12000;40960;0;1;.007455;NA;.025354;.081249;.081249;1.38;229;99
1.38;229;1;3;256;1;0;3;11000;40960;0;0;0.038396;NA;0.091882;0.282482;0.282481;0.51;482;61
1.38;229;1;3;256;1;0;3;11000;40960;0;1;.007424;NA;.026169;.087123;.087122;1.38;229;100
1.38;230;1;3;256;1;0;3;10000;40960;0;0;0.038514;NA;0.095119;0.294507;0.294506;0.51;482;60
1.37;230;1;3;256;1;0;3;10000;40960;0;1;.007376;NA;.025684;.093830;.093830;1.37;230;99
1.38;230;1;3;256;1;0;3;9000;40960;0;0;0.038147;NA;0.093717;0.316355;0.316354;0.54;482;57
1.36;230;1;3;256;1;0;3;9000;40960;0;1;.007399;NA;.025344;.103129;.103129;1.36;230;99
1.38;231;1;3;256;1;0;3;8000;40960;0;0;0.038449;NA;0.092246;0.343061;0.343060;0.56;482;54
1.38;230;1;3;256;1;0;3;8000;40960;0;1;.007378;NA;.025986;.115314;.115314;1.38;230;100
1.37;229;1;3;256;1;0;4;25000;40960;0;0;0.038722;NA;0.096933;0.171903;0.171902;0.39;483;79
1.38;230;1;3;256;1;0;4;25000;40960;0;1;.007278;NA;.022735;.043769;.043769;1.38;230;99
1.37;231;1;3;256;1;0;4;24000;40960;0;0;0.037081;NA;0.094598;0.169152;0.169151;0.38;481;79
1.37;230;1;3;256;1;0;4;24000;40960;0;1;.007333;NA;.023329;.044297;.044297;1.37;230;99
1.38;229;1;3;256;1;0;4;23000;40960;0;0;0.039132;NA;0.094201;0.165004;0.165004;0.38;481;80
1.37;229;1;3;256;1;0;4;23000;40960;0;1;.007269;NA;.022179;.047967;.047967;1.37;229;100
1.37;230;1;3;256;1;0;4;22000;40960;0;0;0.037941;NA;0.095607;0.178152;0.178151;0.40;482;77
1.36;231;1;3;256;1;0;4;22000;40960;0;1;.007374;NA;.021747;.046025;.046025;1.36;231;99
1.37;230;1;3;256;1;0;4;21000;40960;0;0;0.038626;NA;0.096489;0.172806;0.172805;0.39;481;80
1.37;229;1;3;256;1;0;4;21000;40960;0;1;.007340;NA;.021079;.048984;.048984;1.37;229;99
1.37;230;1;3;256;1;0;4;20000;40960;0;0;0.040085;NA;0.094644;0.179284;0.179284;0.39;481;78
1.36;230;1;3;256;1;0;4;20000;40960;0;1;.007315;NA;.022606;.050741;.050741;1.36;230;100
1.38;229;1;3;256;1;0;4;19000;40960;0;0;0.036998;NA;0.096198;0.182418;0.182418;0.39;482;77
1.37;230;1;3;256;1;0;4;19000;40960;0;1;.007326;NA;.021509;.052455;.052455;1.37;230;99
1.36;231;1;3;256;1;0;4;18000;40960;0;0;0.037450;NA;0.097049;0.179839;0.179839;0.40;481;77
1.36;230;1;3;256;1;0;4;18000;40960;0;1;.007320;NA;.021477;.056456;.056455;1.36;230;99
1.37;231;1;3;256;1;0;4;17000;40960;0;0;0.037890;NA;0.097530;0.188308;0.188307;0.40;481;77
1.37;231;1;3;256;1;0;4;17000;40960;0;1;.007316;NA;.021366;.058753;.058753;1.37;231;99
1.37;229;1;3;256;1;0;4;16000;40960;0;0;0.037300;NA;0.095670;0.190498;0.190497;0.41;481;75
1.37;230;1;3;256;1;0;4;16000;40960;0;1;.007311;NA;.020902;.060571;.060570;1.37;230;99
1.37;230;1;3;256;1;0;4;15000;40960;0;0;0.037250;NA;0.095279;0.209157;0.209157;0.43;481;71
1.37;230;1;3;256;1;0;4;15000;40960;0;1;.007317;NA;.020878;.063547;.063547;1.37;230;99
1.37;229;1;3;256;1;0;4;14000;40960;0;0;0.038075;NA;0.095836;0.207741;0.207741;0.42;481;73
1.36;229;1;3;256;1;0;4;14000;40960;0;1;.007349;NA;.021809;.066938;.066938;1.36;229;99
1.36;230;1;3;256;1;0;4;13000;40960;0;0;0.039418;NA;0.095080;0.215794;0.215793;0.43;481;71
1.38;231;1;3;256;1;0;4;13000;40960;0;1;.007310;NA;.020642;.071108;.071108;1.38;231;99
1.36;229;1;3;256;1;0;4;12000;40960;0;0;0.037521;NA;0.095232;0.230834;0.230833;0.44;482;69
1.37;229;1;3;256;1;0;4;12000;40960;0;1;.007298;NA;.020894;.078028;.078028;1.37;229;99
1.38;231;1;3;256;1;0;4;11000;40960;0;0;0.037953;NA;0.096309;0.240645;0.240644;0.46;481;67
1.36;229;1;3;256;1;0;4;11000;40960;0;1;.007344;NA;.021586;.085154;.085154;1.36;229;99
1.37;229;1;3;256;1;0;4;10000;40960;0;0;0.037506;NA;0.093053;0.257708;0.257707;0.48;481;63
1.36;229;1;3;256;1;0;4;10000;40960;0;1;.007346;NA;.020827;.092842;.092842;1.36;229;99
1.38;231;1;3;256;1;0;4;9000;40960;0;0;0.037566;NA;0.096345;0.276377;0.276377;0.49;481;62
1.36;229;1;3;256;1;0;4;9000;40960;0;1;.007327;NA;.020555;.100654;.100654;1.36;229;99
1.38;229;1;3;256;1;0;4;8000;40960;0;0;0.037948;NA;0.095741;0.297900;0.297899;0.51;481;60
1.36;229;1;3;256;1;0;4;8000;40960;0;1;.007230;NA;.020690;.111435;.111435;1.36;229;99
1.38;231;1;3;256;1;0;5;25000;40960;0;0;0.038968;NA;0.129759;0.213514;0.213513;0.43;564;80
1.39;230;1;3;256;1;0;5;25000;40960;0;1;.007430;NA;.027872;.044303;.044303;1.39;230;99
1.38;231;1;3;256;1;0;5;24000;40960;0;0;0.036578;NA;0.128714;0.193146;0.193145;0.41;562;83
1.37;231;1;3;256;1;0;5;24000;40960;0;1;.007388;NA;.027677;.047293;.047293;1.37;231;99
1.38;230;1;3;256;1;0;5;23000;40960;0;0;0.040441;NA;0.130739;0.198079;0.198078;0.41;562;83
1.37;231;1;3;256;1;0;5;23000;40960;0;1;.007599;NA;.028163;.046731;.046731;1.37;231;99
1.38;230;1;3;256;1;0;5;22000;40960;0;0;0.037914;NA;0.130098;0.196153;0.196152;0.42;562;82
1.38;231;1;3;256;1;0;5;22000;40960;0;1;.007442;NA;.028146;.048781;.048781;1.38;231;99
1.38;230;1;3;256;1;0;5;21000;40960;0;0;0.038348;NA;0.128904;0.202745;0.202744;0.41;564;81
1.37;231;1;3;256;1;0;5;21000;40960;0;1;.007446;NA;.027376;.050185;.050184;1.37;231;99
1.37;230;1;3;256;1;0;5;20000;40960;0;0;0.039424;NA;0.130191;0.198246;0.198246;0.41;562;83
1.37;231;1;3;256;1;0;5;20000;40960;0;1;.007397;NA;.027396;.050756;.050756;1.37;231;99
1.37;230;1;3;256;1;0;5;19000;40960;0;0;0.038939;NA;0.134526;0.202979;0.202978;0.41;564;83
1.39;232;1;3;256;1;0;5;19000;40960;0;1;.007594;NA;.026198;.053767;.053767;1.39;232;99
1.39;230;1;3;256;1;0;5;18000;40960;0;0;0.037894;NA;0.128640;0.205544;0.205544;0.42;564;80
1.37;230;1;3;256;1;0;5;18000;40960;0;1;.007419;NA;.026716;.056928;.056927;1.37;230;100
1.39;230;1;3;256;1;0;5;17000;40960;0;0;0.038831;NA;0.128561;0.203187;0.203187;0.42;562;81
1.38;231;1;3;256;1;0;5;17000;40960;0;1;.007413;NA;.027454;.058763;.058763;1.38;231;99
1.38;230;1;3;256;1;0;5;16000;40960;0;0;0.040124;NA;0.129497;0.225170;0.225169;0.44;562;78
1.38;231;1;3;256;1;0;5;16000;40960;0;1;.007443;NA;.026951;.060441;.060441;1.38;231;99
1.38;231;1;3;256;1;0;5;15000;40960;0;0;0.036949;NA;0.128269;0.228462;0.228462;0.45;562;75
1.37;231;1;3;256;1;0;5;15000;40960;0;1;.007446;NA;.027005;.065565;.065565;1.37;231;99
1.37;232;1;3;256;1;0;5;14000;40960;0;0;0.038714;NA;0.127133;0.225578;0.225578;0.45;562;76
1.39;231;1;3;256;1;0;5;14000;40960;0;1;.007607;NA;.027205;.069402;.069402;1.39;231;99
1.36;231;1;3;256;1;0;5;13000;40960;0;0;0.038892;NA;0.127167;0.243475;0.243475;0.46;562;74
1.39;231;1;3;256;1;0;5;13000;40960;0;1;.007392;NA;.025553;.073038;.073038;1.39;231;99
1.37;230;1;3;256;1;0;5;12000;40960;0;0;0.038153;NA;0.136439;0.248033;0.248033;0.46;562;75
1.38;231;1;3;256;1;0;5;12000;40960;0;1;.007338;NA;.026201;.081658;.081658;1.38;231;99
1.38;231;1;3;256;1;0;5;11000;40960;0;0;0.037902;NA;0.127479;0.262172;0.262172;0.47;562;71
1.37;231;1;3;256;1;0;5;11000;40960;0;1;.007386;NA;.026653;.085963;.085963;1.37;231;99
1.38;230;1;3;256;1;0;5;10000;40960;0;0;0.040623;NA;0.129104;0.280110;0.280109;0.50;562;69
1.37;230;1;3;256;1;0;5;10000;40960;0;1;.007445;NA;.026138;.093650;.093650;1.37;230;100
1.39;231;1;3;256;1;0;5;9000;40960;0;0;0.038496;NA;0.128244;0.302762;0.302762;0.52;562;66
1.39;231;1;3;256;1;0;5;9000;40960;0;1;.007381;NA;.025666;.102879;.102879;1.39;231;99
1.40;230;1;3;256;1;0;5;8000;40960;0;0;0.040250;NA;0.129659;0.335703;0.335702;0.55;562;62
1.37;230;1;3;256;1;0;5;8000;40960;0;1;.007451;NA;.025909;.116837;.116837;1.37;230;99
1.36;231;1;3;256;1;0;6;25000;40960;0;0;0.020426;NA;0.045193;0.068210;0.068209;0.26;403;90
1.36;231;1;3;256;1;0;6;25000;40960;0;1;.003779;NA;.008870;.015417;.015417;1.36;231;99
1.36;230;1;3;256;1;0;6;24000;40960;0;0;0.020018;NA;0.046228;0.073979;0.073978;0.27;403;87
1.37;229;1;3;256;1;0;6;24000;40960;0;1;.003674;NA;.009498;.015565;.015565;1.37;229;99
1.36;230;1;3;256;1;0;6;23000;40960;0;0;0.019698;NA;0.045215;0.070789;0.070789;0.27;403;87
1.38;230;1;3;256;1;0;6;23000;40960;0;1;.003760;NA;.009703;.016223;.016223;1.38;230;99
1.38;230;1;3;256;1;0;6;22000;40960;0;0;0.020571;NA;0.046726;0.073086;0.073085;0.27;403;88
1.37;230;1;3;256;1;0;6;22000;40960;0;1;.003730;NA;.009081;.017614;.017614;1.37;230;99
1.37;230;1;3;256;1;0;6;21000;40960;0;0;0.020513;NA;0.046445;0.073329;0.073329;0.27;405;89
1.36;230;1;3;256;1;0;6;21000;40960;0;1;.003631;NA;.009222;.016644;.016643;1.36;230;99
1.36;230;1;3;256;1;0;6;20000;40960;0;0;0.020449;NA;0.046350;0.073869;0.073868;0.27;405;89
1.36;230;1;3;256;1;0;6;20000;40960;0;1;.003719;NA;.009102;.017143;.017143;1.36;230;99
1.37;230;1;3;256;1;0;6;19000;40960;0;0;0.020245;NA;0.046055;0.075954;0.075954;0.28;403;87
1.37;230;1;3;256;1;0;6;19000;40960;0;1;.003872;NA;.009121;.016953;.016953;1.37;230;99
1.37;230;1;3;256;1;0;6;18000;40960;0;0;0.020115;NA;0.045716;0.079610;0.079609;0.27;403;86
1.36;229;1;3;256;1;0;6;18000;40960;0;1;.003702;NA;.009370;.017771;.017771;1.36;229;99
1.37;230;1;3;256;1;0;6;17000;40960;0;0;0.020028;NA;0.046234;0.080836;0.080836;0.27;403;86
1.37;231;1;3;256;1;0;6;17000;40960;0;1;.003709;NA;.009704;.018499;.018499;1.37;231;99
1.37;231;1;3;256;1;0;6;16000;40960;0;0;0.019928;NA;0.045377;0.082760;0.082759;0.28;403;85
1.38;229;1;3;256;1;0;6;16000;40960;0;1;.003821;NA;.009119;.018941;.018941;1.38;229;99
1.36;230;1;3;256;1;0;6;15000;40960;0;0;0.020456;NA;0.045867;0.086390;0.086389;0.28;403;85
1.37;229;1;3;256;1;0;6;15000;40960;0;1;.003667;NA;.009157;.020324;.020324;1.37;229;99
1.38;230;1;3;256;1;0;6;14000;40960;0;0;0.020143;NA;0.046574;0.089100;0.089099;0.29;403;82
1.36;229;1;3;256;1;0;6;14000;40960;0;1;.003808;NA;.009099;.020852;.020852;1.36;229;99
1.38;231;1;3;256;1;0;6;13000;40960;0;0;0.020007;NA;0.046258;0.094057;0.094056;0.30;403;81
1.37;229;1;3;256;1;0;6;13000;40960;0;1;.003768;NA;.009064;.020211;.020211;1.37;229;99
1.36;230;1;3;256;1;0;6;12000;40960;0;0;0.020433;NA;0.045245;0.097410;0.097409;0.29;403;80
1.38;230;1;3;256;1;0;6;12000;40960;0;1;.003677;NA;.009045;.022199;.022199;1.38;230;99
1.36;229;1;3;256;1;0;6;11000;40960;0;0;0.020423;NA;0.046583;0.102462;0.102461;0.29;403;81
1.38;229;1;3;256;1;0;6;11000;40960;0;1;.003873;NA;.009143;.022769;.022769;1.38;229;99
1.37;230;1;3;256;1;0;6;10000;40960;0;0;0.020104;NA;0.045583;0.109479;0.109478;0.30;403;78
1.37;231;1;3;256;1;0;6;10000;40960;0;1;.003743;NA;.008580;.026909;.026909;1.37;231;99
1.37;230;1;3;256;1;0;6;9000;40960;0;0;0.020308;NA;0.045485;0.115489;0.115489;0.32;403;76
1.37;230;1;3;256;1;0;6;9000;40960;0;1;.003688;NA;.008511;.029189;.029188;1.37;230;99
1.36;230;1;3;256;1;0;6;8000;40960;0;0;0.020493;NA;0.044955;0.125803;0.125802;0.32;403;74
1.37;229;1;3;256;1;0;6;8000;40960;0;1;.003820;NA;.008892;.028122;.028122;1.37;229;99
1.43;232;1;2.8;256;1;0;1;25000;40960;0;0;0.026278;NA;0.184971;0.138646;0.138645;0.35;638;111
1.43;233;1;2.8;256;1;0;1;25000;40960;0;1;.004857;NA;.033094;.062142;.062142;1.43;233;99
1.42;232;1;2.8;256;1;0;1;24000;40960;0;0;0.025486;NA;0.175200;0.150182;0.150181;0.35;640;106
1.42;232;1;2.8;256;1;0;1;24000;40960;0;1;.004672;NA;.033138;.067410;.067409;1.42;232;99
1.42;233;1;2.8;256;1;0;1;23000;40960;0;0;0.026076;NA;0.177976;0.141447;0.141446;0.34;640;110
1.42;232;1;2.8;256;1;0;1;23000;40960;0;1;.004828;NA;.032907;.066250;.066250;1.42;232;99
1.44;233;1;2.8;256;1;0;1;22000;40960;0;0;0.026265;NA;0.174630;0.145853;0.145852;0.35;638;107
1.42;231;1;2.8;256;1;0;1;22000;40960;0;1;.004759;NA;.032699;.069674;.069674;1.42;231;99
1.42;231;1;2.8;256;1;0;1;21000;40960;0;0;0.025990;NA;0.178674;0.142520;0.142519;0.35;638;107
1.43;231;1;2.8;256;1;0;1;21000;40960;0;1;.004761;NA;.032870;.069105;.069105;1.43;231;99
1.43;233;1;2.8;256;1;0;1;20000;40960;0;0;0.025893;NA;0.184388;0.152001;0.152000;0.36;638;107
1.43;232;1;2.8;256;1;0;1;20000;40960;0;1;.004897;NA;.032746;.072890;.072890;1.43;232;99
1.43;233;1;2.8;256;1;0;1;19000;40960;0;0;0.026090;NA;0.174669;0.151441;0.151441;0.36;638;104
1.43;233;1;2.8;256;1;0;1;19000;40960;0;1;.004714;NA;.032861;.078027;.078027;1.43;233;99
1.43;232;1;2.8;256;1;0;1;18000;40960;0;0;0.025830;NA;0.177885;0.162155;0.162155;0.36;639;104
1.42;232;1;2.8;256;1;0;1;18000;40960;0;1;.004861;NA;.032347;.078898;.078898;1.42;232;99
1.43;232;1;2.8;256;1;0;1;17000;40960;0;0;0.026502;NA;0.173878;0.154559;0.154559;0.36;638;105
1.43;231;1;2.8;256;1;0;1;17000;40960;0;1;.004930;NA;.032229;.083808;.083808;1.43;231;100
1.43;232;1;2.8;256;1;0;1;16000;40960;0;0;0.026115;NA;0.173476;0.171587;0.171587;0.38;638;99
1.44;232;1;2.8;256;1;0;1;16000;40960;0;1;.004722;NA;.031602;.085252;.085252;1.44;232;99
1.42;232;1;2.8;256;1;0;1;15000;40960;0;0;0.026099;NA;0.176857;0.169145;0.169144;0.37;638;101
1.43;232;1;2.8;256;1;0;1;15000;40960;0;1;.004784;NA;.032390;.098704;.098704;1.43;232;99
1.43;232;1;2.8;256;1;0;1;14000;40960;0;0;0.026032;NA;0.174509;0.176296;0.176295;0.38;638;97
