nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;latencies(ms);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;10;185.761;NA;~6982;21.9183;47.7485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;20;713.7;NA;~27162;75.6753;164.65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;10;10;10;NA;NA;NA;21840;13440;NA;1691;5;10;10.3855;NA;~1917;2.03744;6.10176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;20;20;20;NA;NA;NA;85280;52480;NA;6581;5;20;39.9681;NA;~7439;6.50688;19.4803;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;10;97.2739;NA;~1917;2.03744;6.10176;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;20;375.429;NA;~7439;6.50688;19.4803;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;640;640;640;NA;NA;30590;2781;5;10;20.3031;NA;NA;22.7558;NA;0.97904;3760;0.0697736;0.97904;3760;39.1911;NA;NA;NA;3.2e-05;1;20.2936;NA;NA;NA;NA;NA;NA;0.008542;6;0.0306505;21.7682;4;40.1316;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;1280;1280;1280;NA;NA;111980;9161;5;20;69.0672;NA;NA;25.3604;NA;3.58368;13120;0.217902;3.58368;13120;136.616;NA;NA;NA;3.2e-05;1;69.0591;NA;NA;NA;NA;NA;NA;0.008542;6;0.0297227;21.7682;4;137.639;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;10;190.581;NA;NA;22.7558;NA;0.97904;3760;0.160807;0.97904;3760;377.551;NA;NA;NA;3.2e-05;1;190.576;NA;NA;NA;NA;NA;NA;0.008542;6;0.204042;21.7682;4;380.281;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;20;661.153;NA;NA;25.3604;NA;3.58368;13120;0.314973;3.58368;13120;1317.98;NA;NA;NA;3.2e-05;1;661.148;NA;NA;NA;NA;NA;NA;0.008542;6;0.201844;21.7682;4;1321.44;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;640;640;640;NA;NA;30590;2781;5;10;0.205086;NA;NA;0.97952;NA;0.97952;22;0.0213139;8e-05;10;0.254898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;1280;1280;1280;NA;NA;111980;9161;5;20;0.376316;NA;NA;3.58464;NA;3.58464;42;0.0328511;0.00016;20;0.559759;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;10;1.63272;NA;NA;0.97952;NA;0.97952;22;0.2018;8e-05;10;2.14061;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;20;2.90344;NA;NA;3.58464;NA;3.58464;42;0.404814;0.00016;20;4.44624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;NA;NA;NA;640;640;640;NA;NA;30590;2781;5;10;9.98031;NA;NA;0.0631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06246;1871;9.88892;NA;NA;NA;0.00064;10;0.057825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;NA;NA;NA;1280;1280;1280;NA;NA;111980;9161;5;20;34.886;NA;NA;0.2278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22652;6541;34.6352;NA;NA;NA;0.00128;20;0.110447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;10;94.7329;NA;NA;0.0631;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.06246;1871;94.2371;NA;NA;NA;0.00064;10;0.552713;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
dogecoin,dogecoincash,dogecoingold;35_set_intersection;BINARY;semihonest;ccd;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;20;330.245;NA;NA;0.2278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22652;6541;329.142;NA;NA;NA;0.00128;20;1.05595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
