nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;bandwidths(Mbs);input_size;runtime(s);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
rapla,tapa,valga;35_set_intersection;FIELD;maldishonest;lowgear;NA;NA;NA;90;30;161.915;~66139;788.289;2314.42
rapla,tapa,valga;35_set_intersection;FIELD;maldishonest;highgear;190320;117120;14671;100;30;7747.01;~65060;838.117;2816.07
rapla,tapa,valga;35_set_intersection;FIELD;maldishonest;highgear;NA;NA;NA;95;30;311.634;~65060;838.118;2816.08
rapla,tapa,valga;35_set_intersection;FIELD;maldishonest;highgear;NA;NA;NA;90;30;319.682;~65060;838.12;2816.08
rapla,tapa,valga;35_set_intersection;FIELD;covertdishonest;cowgear;190320;117120;14671;100;30;162.256;~66139;788.289;2314.42
rapla,tapa,valga;35_set_intersection;FIELD;covertdishonest;cowgear;NA;NA;NA;95;30;158.899;~66139;788.289;2314.42
rapla,tapa,valga;35_set_intersection;FIELD;covertdishonest;cowgear;NA;NA;NA;90;30;162.438;~66139;788.289;2314.42
rapla,tapa,valga;35_set_intersection;FIELD;covertdishonest;chaigear;190320;117120;14671;100;30;361.888;~65060;838.119;2816.08
rapla,tapa,valga;35_set_intersection;FIELD;covertdishonest;chaigear;NA;NA;NA;95;30;311.281;~65060;838.119;2816.08
rapla,tapa,valga;35_set_intersection;FIELD;covertdishonest;chaigear;NA;NA;NA;90;30;319.154;~65060;838.12;2816.08
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;semi;190320;117120;14671;100;30;138.741;~61444;2553.64;7641.14
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;semi;NA;NA;NA;95;30;144.273;~61444;2553.64;7641.14
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;semi;NA;NA;NA;90;30;151.584;~61444;2553.64;7641.14
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;hemi;190320;117120;14671;100;30;26.4749;~60322;139.338;398.234
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;hemi;NA;NA;NA;95;30;26.9662;~60322;139.338;398.234
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;hemi;NA;NA;NA;90;30;27.3507;~60322;139.338;398.234
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;temi;190320;117120;14671;100;30;35.1192;~60551;169.066;367.86
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;temi;NA;NA;NA;95;30;35.7868;~60551;169.065;367.86
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;temi;NA;NA;NA;90;30;36.4126;~60551;169.066;367.859
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;soho;190320;117120;14671;100;30;35.9548;~59505;176.52;515.893
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;soho;NA;NA;NA;95;30;36.5853;~59505;176.52;515.891
rapla,tapa,valga;35_set_intersection;FIELD;semidishonest;soho;NA;NA;NA;90;30;37.2279;~59505;176.52;515.893
