comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.68          216                1                  512       1         0         1         1              9000             40960       0           1           .011408      NA          .144851           .183778             .183777            1.68                 216           99
1.40          215                1                  512       1         0         1         1              8000             40960       0           0           0.055700     NA          0.805877          0.534000            0.533998           1.23                 1274          106
1.74          216                1                  512       1         0         1         1              8000             40960       0           1           .011204      NA          .146376           .213087             .213087            1.74                 216           99
1.70          216                1                  512       1         0         1         2              25000            40960       0           0           0.056274     NA          0.716554          0.420326            0.420324           0.99                 1273          122
1.51          217                1                  512       1         0         1         2              25000            40960       0           1           .012139      NA          .148267           .096902             .096902            1.51                 217           99
1.54          216                1                  512       1         0         1         2              24000            40960       0           0           0.060270     NA          0.703106          0.410081            0.410080           1.03                 1275          128
1.51          216                1                  512       1         0         1         2              24000            40960       0           1           .011736      NA          .149683           .103594             .103594            1.51                 216           99
1.40          216                1                  512       1         0         1         2              23000            40960       0           0           0.055797     NA          0.727168          0.415620            0.415619           0.96                 1274          127
1.70          216                1                  512       1         0         1         2              23000            40960       0           1           .011871      NA          .139763           .095951             .095951            1.70                 216           99
1.51          216                1                  512       1         0         1         2              22000            40960       0           0           0.091127     NA          0.718284          0.431740            0.431739           1.13                 1274          125
1.52          217                1                  512       1         0         1         2              22000            40960       0           1           .012293      NA          .142912           .104825             .104825            1.52                 217           100
1.70          216                1                  512       1         0         1         2              21000            40960       0           0           0.057169     NA          0.688835          0.405192            0.405191           0.97                 1274          124
1.66          216                1                  512       1         0         1         2              21000            40960       0           1           .011342      NA          .144751           .104495             .104495            1.66                 216           99
1.66          215                1                  512       1         0         1         2              20000            40960       0           0           0.057219     NA          0.724863          0.455936            0.455935           1.16                 1273          116
1.51          216                1                  512       1         0         1         2              20000            40960       0           1           .012046      NA          .141870           .105891             .105891            1.51                 216           99
1.55          215                1                  512       1         0         1         2              19000            40960       0           0           0.086846     NA          0.741192          0.453456            0.453455           1.15                 1273          124
1.69          216                1                  512       1         0         1         2              19000            40960       0           1           .011355      NA          .150325           .104160             .104160            1.69                 216           99
1.41          215                1                  512       1         0         1         2              18000            40960       0           0           0.091686     NA          0.830452          0.511438            0.511437           1.19                 1274          126
1.52          216                1                  512       1         0         1         2              18000            40960       0           1           .012344      NA          .143716           .106343             .106343            1.52                 216           100
1.48          219                1                  512       1         0         1         2              17000            40960       0           0           0.057862     NA          0.718229          0.445148            0.445147           1.14                 1273          117
1.66          218                1                  512       1         0         1         2              17000            40960       0           1           .011843      NA          .144562           .110306             .110306            1.66                 218           99
1.72          215                1                  512       1         0         1         2              16000            40960       0           0           0.057782     NA          0.718311          0.414339            0.414338           0.97                 1273          127
1.68          217                1                  512       1         0         1         2              16000            40960       0           1           .011265      NA          .146772           .123011             .123011            1.68                 217           99
1.56          216                1                  512       1         0         1         2              15000            40960       0           0           0.055775     NA          0.757934          0.450198            0.450196           1.15                 1274          114
1.71          215                1                  512       1         0         1         2              15000            40960       0           1           .011447      NA          .145674           .124416             .124416            1.71                 215           99
1.52          215                1                  512       1         0         1         2              14000            40960       0           0           0.055180     NA          0.694733          0.406768            0.406767           0.91                 1273          129
1.52          216                1                  512       1         0         1         2              14000            40960       0           1           .012747      NA          .140558           .121324             .121324            1.52                 216           100
1.67          215                1                  512       1         0         1         2              13000            40960       0           0           0.055801     NA          0.747284          0.444351            0.444350           1.05                 1274          119
1.52          215                1                  512       1         0         1         2              13000            40960       0           1           .012611      NA          .142107           .125753             .125753            1.52                 215           99
1.50          217                1                  512       1         0         1         2              12000            40960       0           0           0.056073     NA          0.782619          0.507713            0.507712           1.20                 1273          106
1.53          217                1                  512       1         0         1         2              12000            40960       0           1           .012408      NA          .139777           .130751             .130751            1.53                 217           99
1.72          217                1                  512       1         0         1         2              11000            40960       0           0           0.055223     NA          0.758430          0.519250            0.519249           1.21                 1273          110
1.69          216                1                  512       1         0         1         2              11000            40960       0           1           .012557      NA          .139968           .148507             .148507            1.69                 216           99
1.49          216                1                  512       1         0         1         2              10000            40960       0           0           0.091025     NA          0.787712          0.510305            0.510305           1.20                 1273          123
1.60          217                1                  512       1         0         1         2              10000            40960       0           1           .011913      NA          .145650           .159122             .159122            1.60                 217           99
1.54          215                1                  512       1         0         1         2              9000             40960       0           0           0.091068     NA          0.835603          0.565556            0.565555           1.27                 1277          121
1.51          216                1                  512       1         0         1         2              9000             40960       0           1           .011907      NA          .141916           .174339             .174339            1.51                 216           100
1.65          215                1                  512       1         0         1         2              8000             40960       0           0           0.056183     NA          0.831521          0.580029            0.580028           1.28                 1273          105
1.62          216                1                  512       1         0         1         2              8000             40960       0           1           .010916      NA          .135585           .183613             .183613            1.62                 216           100
1.53          216                1                  512       1         0         1         4              25000            40960       0           0           0.090737     NA          0.744691          0.460304            0.460303           1.16                 1273          124
1.52          216                1                  512       1         0         1         4              25000            40960       0           1           .011948      NA          .143242           .097210             .097209            1.52                 216           100
1.52          216                1                  512       1         0         1         4              24000            40960       0           0           0.091104     NA          0.815923          0.510270            0.510269           1.20                 1273          125
1.45          215                1                  512       1         0         1         4              24000            40960       0           1           .011227      NA          .147511           .105975             .105975            1.45                 215           99
1.51          216                1                  512       1         0         1         4              23000            40960       0           0           0.089166     NA          0.704589          0.419417            0.419416           1.11                 1274          125
1.56          218                1                  512       1         0         1         4              23000            40960       0           1           .011698      NA          .143631           .099346             .099346            1.56                 218           99
1.41          217                1                  512       1         0         1         4              22000            40960       0           0           0.055966     NA          0.725509          0.439167            0.439165           1.13                 1273          108
1.65          216                1                  512       1         0         1         4              22000            40960       0           1           .012320      NA          .144244           .101045             .101045            1.65                 216           99
1.71          216                1                  512       1         0         1         4              21000            40960       0           0           0.056079     NA          0.692754          0.412452            0.412451           0.88                 1273          131
1.69          216                1                  512       1         0         1         4              21000            40960       0           1           .012760      NA          .148296           .103540             .103540            1.69                 216           100
1.55          215                1                  512       1         0         1         4              20000            40960       0           0           0.055005     NA          0.862062          0.517916            0.517915           1.17                 1274          116
1.53          215                1                  512       1         0         1         4              20000            40960       0           1           .012849      NA          .145220           .105373             .105373            1.53                 215           99
1.54          216                1                  512       1         0         1         4              19000            40960       0           0           0.087759     NA          0.735698          0.456383            0.456382           1.16                 1273          124
1.52          216                1                  512       1         0         1         4              19000            40960       0           1           .011886      NA          .146939           .113207             .113207            1.52                 216           99
1.53          216                1                  512       1         0         1         4              18000            40960       0           0           0.086155     NA          0.767110          0.498164            0.498163           1.20                 1273          122
1.70          216                1                  512       1         0         1         4              18000            40960       0           1           .011116      NA          .148200           .112243             .112242            1.70                 216           99
1.53          216                1                  512       1         0         1         4              17000            40960       0           0           0.059157     NA          0.715045          0.412606            0.412605           1.03                 1273          129
1.70          215                1                  512       1         0         1         4              17000            40960       0           1           .011636      NA          .148166           .120387             .120387            1.70                 215           99
1.49          215                1                  512       1         0         1         4              16000            40960       0           0           0.061848     NA          0.724223          0.425567            0.425566           1.07                 1273          127
1.57          216                1                  512       1         0         1         4              16000            40960       0           1           .011902      NA          .146468           .112183             .112183            1.57                 216           99
1.52          217                1                  512       1         0         1         4              15000            40960       0           0           0.090279     NA          0.784480          0.495066            0.495065           1.21                 1273          121
1.50          215                1                  512       1         0         1         4              15000            40960       0           1           .012971      NA          .142255           .116120             .116120            1.50                 215           99
1.40          216                1                  512       1         0         1         4              14000            40960       0           0           0.055926     NA          0.737944          0.479453            0.479452           1.18                 1273          108
1.48          215                1                  512       1         0         1         4              14000            40960       0           1           .011812      NA          .144992           .123828             .123828            1.48                 215           99
2.50          216                1                  512       1         0         1         4              13000            40960       0           0           0.085832     NA          0.740420          0.481291            0.481289           1.18                 1273          121
1.67          215                1                  512       1         0         1         4              13000            40960       0           1           .012604      NA          .144458           .125503             .125503            1.67                 215           100
1.68          216                1                  512       1         0         1         4              12000            40960       0           0           0.057979     NA          0.734374          0.427494            0.427493           1.02                 1273          129
1.55          218                1                  512       1         0         1         4              12000            40960       0           1           .011833      NA          .137653           .138851             .138850            1.55                 218           99
1.42          215                1                  512       1         0         1         4              11000            40960       0           0           0.055243     NA          0.767399          0.513552            0.513550           1.21                 1274          103
1.54          215                1                  512       1         0         1         4              11000            40960       0           1           .011509      NA          .141385           .153150             .153150            1.54                 215           99
1.70          215                1                  512       1         0         1         4              10000            40960       0           0           0.055237     NA          0.749335          0.434419            0.434418           1.13                 1274          112
1.69          215                1                  512       1         0         1         4              10000            40960       0           1           .011738      NA          .144179           .157665             .157665            1.69                 215           99
1.54          216                1                  512       1         0         1         4              9000             40960       0           0           0.058043     NA          0.763818          0.469042            0.469041           1.03                 1275          128
1.56          215                1                  512       1         0         1         4              9000             40960       0           1           .011208      NA          .143605           .181813             .181813            1.56                 215           99
1.54          216                1                  512       1         0         1         4              8000             40960       0           0           0.055573     NA          0.787089          0.520096            0.520096           1.15                 1273          116
1.49          215                1                  512       1         0         1         4              8000             40960       0           1           .011123      NA          .135226           .187850             .187850            1.49                 215           99
1.78          217                1                  512       1         0         1         6              25000            40960       0           0           0.058661     NA          0.698888          0.410733            0.410732           1.01                 1274          128
1.55          216                1                  512       1         0         1         6              25000            40960       0           1           .012253      NA          .145246           .098990             .098990            1.55                 216           100
1.69          216                1                  512       1         0         1         6              24000            40960       0           0           0.090383     NA          0.801748          0.498672            0.498670           1.20                 1273          125
1.81          216                1                  512       1         0         1         6              24000            40960       0           1           .011202      NA          .143429           .100978             .100977            1.81                 216           100
1.53          215                1                  512       1         0         1         6              23000            40960       0           0           0.087297     NA          0.726849          0.440848            0.440847           1.13                 1274          125
1.54          216                1                  512       1         0         1         6              23000            40960       0           1           .011889      NA          .140912           .100403             .100403            1.54                 216           99
1.67          216                1                  512       1         0         1         6              22000            40960       0           0           0.055170     NA          0.728187          0.465317            0.465316           1.15                 1273          106
1.51          215                1                  512       1         0         1         6              22000            40960       0           1           .012926      NA          .143071           .106222             .106222            1.51                 215           99
1.69          215                1                  512       1         0         1         6              21000            40960       0           0           0.054951     NA          0.703710          0.447994            0.447993           1.15                 1273          104
1.68          216                1                  512       1         0         1         6              21000            40960       0           1           .012945      NA          .151070           .115673             .115672            1.68                 216           99
1.72          217                1                  512       1         0         1         6              20000            40960       0           0           0.055059     NA          0.724042          0.428737            0.428735           1.12                 1273          111
1.42          216                1                  512       1         0         1         6              20000            40960       0           1           .011758      NA          .148047           .107738             .107737            1.42                 216           99
1.43          216                1                  512       1         0         1         6              19000            40960       0           0           0.087826     NA          0.721062          0.464143            0.464141           1.17                 1273          120
1.61          215                1                  512       1         0         1         6              19000            40960       0           1           .011289      NA          .148299           .110201             .110201            1.61                 215           99
1.99          216                1                  512       1         0         1         6              18000            40960       0           0           0.090341     NA          0.783107          0.479339            0.479338           1.18                 1273          125
1.52          216                1                  512       1         0         1         6              18000            40960       0           1           .010982      NA          .143522           .114207             .114207            1.52                 216           99
1.53          215                1                  512       1         0         1         6              17000            40960       0           0           0.090577     NA          0.731785          0.446176            0.446175           1.15                 1273          123
1.74          215                1                  512       1         0         1         6              17000            40960       0           1           .011279      NA          .148504           .112325             .112325            1.74                 215           99
1.84          215                1                  512       1         0         1         6              16000            40960       0           0           0.090148     NA          0.752504          0.476048            0.476047           1.16                 1273          123
1.52          216                1                  512       1         0         1         6              16000            40960       0           1           .011886      NA          .142894           .110824             .110824            1.52                 216           99
1.67          215                1                  512       1         0         1         6              15000            40960       0           0           0.087580     NA          0.703657          0.439292            0.439291           1.14                 1273          122
1.76          216                1                  512       1         0         1         6              15000            40960       0           1           .011782      NA          .145529           .110989             .110989            1.76                 216           99
1.42          216                1                  512       1         0         1         6              14000            40960       0           0           0.055308     NA          0.725967          0.431349            0.431348           1.09                 1273          113
1.53          215                1                  512       1         0         1         6              14000            40960       0           1           .012176      NA          .150966           .140768             .140768            1.53                 215           99
1.70          215                1                  512       1         0         1         6              13000            40960       0           0           0.090077     NA          0.737468          0.441571            0.441570           1.13                 1273          126
1.59          216                1                  512       1         0         1         6              13000            40960       0           1           .011493      NA          .147033           .136350             .136350            1.59                 216           99
1.51          216                1                  512       1         0         1         6              12000            40960       0           0           0.090857     NA          0.798618          0.508376            0.508375           1.20                 1274          124
1.72          215                1                  512       1         0         1         6              12000            40960       0           1           .011524      NA          .144140           .136270             .136270            1.72                 215           99
1.68          215                1                  512       1         0         1         6              11000            40960       0           0           0.058235     NA          0.778404          0.513976            0.513976           1.20                 1274          113
1.53          215                1                  512       1         0         1         6              11000            40960       0           1           .011765      NA          .146939           .146251             .146250            1.53                 215           99
1.58          216                1                  512       1         0         1         6              10000            40960       0           0           0.089067     NA          0.766977          0.527414            0.527413           1.24                 1274          117
1.51          216                1                  512       1         0         1         6              10000            40960       0           1           .012611      NA          .139897           .151773             .151773            1.51                 216           99
1.53          217                1                  512       1         0         1         6              9000             40960       0           0           0.055433     NA          0.811526          0.509880            0.509879           1.21                 1274          110
1.55          216                1                  512       1         0         1         6              9000             40960       0           1           .011323      NA          .145895           .171283             .171282            1.55                 216           99
1.67          216                1                  512       1         0         1         6              8000             40960       0           0           0.090868     NA          0.844325          0.558199            0.558199           1.25                 1273          122
1.53          216                1                  512       1         0         1         6              8000             40960       0           1           .011641      NA          .140865           .182023             .182023            1.53                 216           99
1.69          217                1                  512       1         0         1         8              25000            40960       0           0           0.055218     NA          0.742839          0.486662            0.486661           1.18                 1274          104
1.72          216                1                  512       1         0         1         8              25000            40960       0           1           .011603      NA          .144178           .101372             .101372            1.72                 216           99
1.71          217                1                  512       1         0         1         8              24000            40960       0           0           0.054654     NA          0.701471          0.415761            0.415760           1.01                 1273          117
1.54          216                1                  512       1         0         1         8              24000            40960       0           1           .011720      NA          .142050           .098802             .098802            1.54                 216           100
1.41          216                1                  512       1         0         1         8              23000            40960       0           0           0.055286     NA          0.744554          0.428390            0.428389           1.14                 1273          108
1.66          216                1                  512       1         0         1         8              23000            40960       0           1           .011537      NA          .146664           .098179             .098179            1.66                 216           100
1.53          216                1                  512       1         0         1         8              22000            40960       0           0           0.054885     NA          0.884182          0.526878            0.526877           1.17                 1273          116
1.69          215                1                  512       1         0         1         8              22000            40960       0           1           .012823      NA          .147565           .104608             .104607            1.69                 215           99
1.71          216                1                  512       1         0         1         8              21000            40960       0           0           0.054947     NA          0.704951          0.427794            0.427793           1.12                 1274          109
1.71          216                1                  512       1         0         1         8              21000            40960       0           1           .011839      NA          .148381           .105812             .105812            1.71                 216           99
1.51          215                1                  512       1         0         1         8              20000            40960       0           0           0.090215     NA          0.804510          0.523542            0.523541           1.22                 1274          122
1.52          216                1                  512       1         0         1         8              20000            40960       0           1           .012288      NA          .141247           .102981             .102981            1.52                 216           100
1.52          216                1                  512       1         0         1         8              19000            40960       0           0           0.091101     NA          0.874885          0.527294            0.527293           1.22                 1274          128
1.52          215                1                  512       1         0         1         8              19000            40960       0           1           .011701      NA          .147620           .111648             .111647            1.52                 215           99
1.72          217                1                  512       1         0         1         8              18000            40960       0           0           0.058913     NA          0.717432          0.419182            0.419182           0.99                 1273          130
1.53          216                1                  512       1         0         1         8              18000            40960       0           1           .011915      NA          .142560           .121630             .121630            1.53                 216           100
