comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.37;215;1;3;128;1;0;4;40960;0;1;.009986;NA;.026112;.035709;.035709;1.37;215;99
1.38;216;1;3;128;1;0;5;4096;0;0;0.003639;NA;0.009403;0.014702;0.014702;0.03;31;77
1.38;216;1;3;128;1;0;5;4096;0;1;.000801;NA;.002251;.003189;.003189;1.38;216;99
1.38;215;1;3;128;1;0;5;8192;0;0;0.007042;NA;0.018477;0.031033;0.031032;0.05;59;77
1.39;216;1;3;128;1;0;5;8192;0;1;.001713;NA;.005107;.007216;.007216;1.39;216;99
1.39;216;1;3;128;1;0;5;40960;0;0;0.041776;NA;0.131772;0.173517;0.173516;0.31;283;85
1.38;216;1;3;128;1;0;5;40960;0;1;.010388;NA;.029714;.037932;.037932;1.38;216;99
1.36;215;1;3;128;1;0;6;4096;0;0;0.002026;NA;0.004654;0.006851;0.006850;0.02;23;85
1.36;215;1;3;128;1;0;6;4096;0;1;.000423;NA;.000847;.001330;.001330;1.36;215;100
1.37;215;1;3;128;1;0;6;8192;0;0;0.004117;NA;0.008553;0.013562;0.013562;0.03;43;86
1.38;216;1;3;128;1;0;6;8192;0;1;.000878;NA;.001667;.002605;.002604;1.38;216;99
1.37;216;1;3;128;1;0;6;40960;0;0;0.023997;NA;0.051560;0.067961;0.067960;0.18;203;90
1.37;216;1;3;128;1;0;6;40960;0;1;.006132;NA;.011678;.015891;.015890;1.37;216;100
1.40;217;1;3;256;1;0;1;4096;0;0;0.003312;NA;0.022298;0.017899;0.017898;0.04;67;109
1.40;215;1;3;256;1;0;1;4096;0;1;.000780;NA;.005442;.005421;.005421;1.40;215;100
1.39;216;1;3;256;1;0;1;8192;0;0;0.006594;NA;0.043992;0.034918;0.034917;0.08;130;107
1.39;215;1;3;256;1;0;1;8192;0;1;.001751;NA;.010993;.011317;.011317;1.39;215;99
1.41;216;1;3;256;1;0;1;40960;0;0;0.040659;NA;0.249095;0.197613;0.197612;0.42;640;111
1.41;217;1;3;256;1;0;1;40960;0;1;.009444;NA;.056143;.057741;.057740;1.41;217;99
1.38;215;1;3;256;1;0;2;4096;0;0;0.005492;NA;0.022429;0.025354;0.025353;0.05;75;92
1.38;214;1;3;256;1;0;2;4096;0;1;.001099;NA;.005268;.006280;.006280;1.38;214;100
1.39;218;1;3;256;1;0;2;8192;0;0;0.012100;NA;0.049777;0.056255;0.056255;0.10;149;93
1.37;216;1;3;256;1;0;2;8192;0;1;.002340;NA;.010138;.012173;.012173;1.37;216;99
1.39;214;1;3;256;1;0;2;40960;0;0;0.068199;NA;0.237127;0.259926;0.259926;0.51;721;95
1.37;215;1;3;256;1;0;2;40960;0;1;.013154;NA;.050241;.057885;.057885;1.37;215;99
1.34;213;1;3;256;1;0;3;4096;0;0;0.004933;NA;0.011933;0.028127;0.028126;0.05;51;66
1.34;214;1;3;256;1;0;3;4096;0;1;.001147;NA;.003928;.005814;.005814;1.34;214;99
1.35;214;1;3;256;1;0;3;8192;0;0;0.011404;NA;0.023423;0.053702;0.053701;0.10;99;69
1.34;214;1;3;256;1;0;3;8192;0;1;.002757;NA;.008293;.011771;.011771;1.34;214;99
1.35;214;1;3;256;1;0;3;40960;0;0;0.063980;NA;0.147823;0.272099;0.272098;0.52;482;75
1.35;214;1;3;256;1;0;3;40960;0;1;.014053;NA;.042022;.054465;.054465;1.35;214;99
1.34;213;1;3;256;1;0;4;4096;0;0;0.004397;NA;0.012084;0.023025;0.023025;0.04;53;72
1.34;213;1;3;256;1;0;4;4096;0;1;.001159;NA;.003145;.004888;.004888;1.34;213;99
1.34;213;1;3;256;1;0;4;8192;0;0;0.010258;NA;0.024063;0.045983;0.045982;0.09;101;75
1.34;214;1;3;256;1;0;4;8192;0;1;.002606;NA;.006863;.009941;.009940;1.34;214;99
1.34;213;1;3;256;1;0;4;40960;0;0;0.058211;NA;0.157565;0.235817;0.235816;0.48;481;83
1.33;213;1;3;256;1;0;4;40960;0;1;.012870;NA;.035067;.047533;.047533;1.33;213;99
1.35;213;1;3;256;1;0;5;4096;0;0;0.004998;NA;0.015151;0.024786;0.024785;0.05;59;80
1.34;215;1;3;256;1;0;5;4096;0;1;.001202;NA;.003991;.005534;.005534;1.34;215;99
1.36;215;1;3;256;1;0;5;8192;0;0;0.011108;NA;0.032914;0.048821;0.048820;0.09;115;83
1.36;214;1;3;256;1;0;5;8192;0;1;.002751;NA;.008279;.011315;.011314;1.36;214;99
1.35;215;1;3;256;1;0;5;40960;0;0;0.063844;NA;0.183630;0.261048;0.261046;0.51;562;84
1.34;213;1;3;256;1;0;5;40960;0;1;.013505;NA;.040411;.053547;.053547;1.34;213;99
1.33;214;1;3;256;1;0;6;4096;0;0;0.002653;NA;0.007053;0.011392;0.011391;0.03;43;82
1.34;215;1;3;256;1;0;6;4096;0;1;.000641;NA;.001262;.002271;.002271;1.34;215;99
1.35;213;1;3;256;1;0;6;8192;0;0;0.005975;NA;0.014039;0.021836;0.021836;0.06;83;87
1.33;215;1;3;256;1;0;6;8192;0;1;.001434;NA;.002913;.004504;.004504;1.33;215;100
1.34;214;1;3;256;1;0;6;40960;0;0;0.035124;NA;0.085539;0.116449;0.116449;0.33;403;90
1.34;214;1;3;256;1;0;6;40960;0;1;.007861;NA;.015666;.023437;.023436;1.34;214;99
1.38;216;1;3;512;1;0;1;4096;0;0;0.005126;NA;0.042334;0.032369;0.032368;0.07;131;111
1.39;216;1;3;512;1;0;1;4096;0;1;.001159;NA;.009832;.010120;.010120;1.39;216;99
1.39;216;1;3;512;1;0;1;8192;0;0;0.010203;NA;0.085989;0.069724;0.069723;0.16;258;109
1.37;216;1;3;512;1;0;1;8192;0;1;.002524;NA;.019719;.019570;.019570;1.37;216;99
1.38;216;1;3;512;1;0;1;40960;0;0;0.055956;NA;0.432927;0.335567;0.335566;0.79;1273;112
1.38;217;1;3;512;1;0;1;40960;0;1;.011760;NA;.095044;.098680;.098680;1.38;217;99
1.35;216;1;3;512;1;0;2;4096;0;0;0.009660;NA;0.044226;0.050390;0.050390;0.10;147;93
1.36;214;1;3;512;1;0;2;4096;0;1;.001702;NA;.008919;.011179;.011179;1.36;214;99
1.35;215;1;3;512;1;0;2;8192;0;0;0.019002;NA;0.089787;0.097886;0.097885;0.19;292;95
1.36;215;1;3;512;1;0;2;8192;0;1;.003605;NA;.018407;.021992;.021992;1.36;215;99
1.36;217;1;3;512;1;0;2;40960;0;0;0.102010;NA;0.443492;0.469640;0.469640;0.98;1438;97
1.35;215;1;3;512;1;0;2;40960;0;1;.017553;NA;.092171;.106106;.106105;1.35;215;99
1.33;214;1;3;512;1;0;3;4096;0;0;0.008961;NA;0.022480;0.051579;0.051578;0.10;99;70
1.33;214;1;3;512;1;0;3;4096;0;1;.001975;NA;.007213;.010641;.010641;1.33;214;99
1.33;214;1;3;512;1;0;3;8192;0;0;0.017613;NA;0.046188;0.102189;0.102188;0.20;195;71
1.32;212;1;3;512;1;0;3;8192;0;1;.003951;NA;.014804;.020485;.020484;1.32;212;99
1.33;213;1;3;512;1;0;3;40960;0;0;0.094320;NA;0.243048;0.492363;0.492362;0.99;961;74
1.33;214;1;3;512;1;0;3;40960;0;1;.018706;NA;.071795;.096754;.096754;1.33;214;99
1.31;214;1;3;512;1;0;4;4096;0;0;0.008364;NA;0.021764;0.039875;0.039874;0.08;99;77
1.32;213;1;3;512;1;0;4;4096;0;1;.001911;NA;.005852;.008930;.008929;1.32;213;99
1.32;213;1;3;512;1;0;4;8192;0;0;0.016785;NA;0.048043;0.081631;0.081630;0.18;194;81
1.32;214;1;3;512;1;0;4;8192;0;1;.003897;NA;.011717;.016891;.016890;1.32;214;100
1.32;212;1;3;512;1;0;4;40960;0;0;0.089575;NA;0.260299;0.393348;0.393347;0.89;958;84
1.32;212;1;3;512;1;0;4;40960;0;1;.018178;NA;.059310;.078996;.078996;1.32;212;99
1.33;213;1;3;512;1;0;5;4096;0;0;0.008930;NA;0.030991;0.047805;0.047805;0.09;115;82
1.33;213;1;3;512;1;0;5;4096;0;1;.001937;NA;.007193;.010225;.010225;1.33;213;99
1.33;213;1;3;512;1;0;5;8192;0;0;0.017449;NA;0.065689;0.092300;0.092299;0.19;227;85
1.33;214;1;3;512;1;0;5;8192;0;1;.003919;NA;.014520;.019598;.019597;1.33;214;99
1.33;213;1;3;512;1;0;5;40960;0;0;0.093824;NA;0.325124;0.444179;0.444178;0.95;1121;86
1.32;213;1;3;512;1;0;5;40960;0;1;.018519;NA;.071534;.095478;.095478;1.32;213;99
1.33;213;1;3;512;1;0;6;4096;0;0;0.004578;NA;0.012789;0.021118;0.021117;0.06;83;86
1.32;213;1;3;512;1;0;6;4096;0;1;.001109;NA;.002360;.004141;.004140;1.32;213;99
1.31;212;1;3;512;1;0;6;8192;0;0;0.009132;NA;0.026573;0.041148;0.041148;0.13;163;88
1.33;213;1;3;512;1;0;6;8192;0;1;.002296;NA;.004986;.008719;.008718;1.33;213;99
1.32;216;1;3;512;1;0;6;40960;0;0;0.050826;NA;0.146095;0.212842;0.212841;0.66;805;89
1.32;213;1;3;512;1;0;6;40960;0;1;.010886;NA;.025308;.041560;.041560;1.32;213;99
1.42;219;1;2.8;128;1;0;1;4096;0;0;0.002535;NA;0.014285;0.012702;0.012701;0.02;35;103
1.43;219;1;2.8;128;1;0;1;4096;0;1;.000548;NA;.003246;.003138;.003138;1.43;219;100
1.43;218;1;2.8;128;1;0;1;8192;0;0;0.005090;NA;0.028429;0.025951;0.025950;0.05;67;105
1.44;218;1;2.8;128;1;0;1;8192;0;1;.001190;NA;.006751;.006277;.006276;1.44;218;99
1.42;219;1;2.8;128;1;0;1;40960;0;0;0.027974;NA;0.164636;0.143159;0.143159;0.26;321;107
1.42;217;1;2.8;128;1;0;1;40960;0;1;.007317;NA;.039998;.040605;.040604;1.42;217;99
1.40;216;1;2.8;128;1;0;2;4096;0;0;0.004000;NA;0.014022;0.015633;0.015632;0.03;39;87
1.42;218;1;2.8;128;1;0;2;4096;0;1;.000810;NA;.003171;.003801;.003801;1.42;218;99
1.40;218;1;2.8;128;1;0;2;8192;0;0;0.008386;NA;0.029364;0.033046;0.033045;0.06;75;93
1.41;216;1;2.8;128;1;0;2;8192;0;1;.001656;NA;.006869;.008038;.008038;1.41;216;99
1.40;216;1;2.8;128;1;0;2;40960;0;0;0.047894;NA;0.164809;0.178926;0.178925;0.32;362;95
1.40;216;1;2.8;128;1;0;2;40960;0;1;.010213;NA;.035593;.039349;.039349;1.40;216;99
1.37;216;1;2.8;128;1;0;3;4096;0;0;0.004148;NA;0.008411;0.015318;0.015317;0.03;29;76
1.37;215;1;2.8;128;1;0;3;4096;0;1;.000790;NA;.002233;.003256;.003255;1.37;215;100
1.38;215;1;2.8;128;1;0;3;8192;0;0;0.007175;NA;0.015478;0.030088;0.030087;0.05;51;71
1.37;216;1;2.8;128;1;0;3;8192;0;1;.001684;NA;.005070;.007270;.007270;1.37;216;99
1.38;216;1;2.8;128;1;0;3;40960;0;0;0.042385;NA;0.096372;0.184195;0.184194;0.32;243;71
1.37;216;1;2.8;128;1;0;3;40960;0;1;.010953;NA;.028846;.038998;.038998;1.37;216;99
1.37;215;1;2.8;128;1;0;4;4096;0;0;0.003010;NA;0.007569;0.015310;0.015309;0.03;27;70
1.38;216;1;2.8;128;1;0;4;4096;0;1;.000748;NA;.001932;.002989;.002989;1.38;216;99
1.36;216;1;2.8;128;1;0;4;8192;0;0;0.006571;NA;0.016131;0.027832;0.027831;0.05;51;75
1.36;215;1;2.8;128;1;0;4;8192;0;1;.001546;NA;.004328;.006035;.006035;1.36;215;99
1.37;216;1;2.8;128;1;0;4;40960;0;0;0.037156;NA;0.106808;0.162067;0.162066;0.29;242;79
1.36;215;1;2.8;128;1;0;4;40960;0;1;.010097;NA;.026310;.036132;.036132;1.36;215;99
1.39;217;1;2.8;128;1;0;5;4096;0;0;0.003627;NA;0.009296;0.015099;0.015098;0.03;31;80
1.39;216;1;2.8;128;1;0;5;4096;0;1;.000811;NA;.002266;.003210;.003210;1.39;216;99
1.37;216;1;2.8;128;1;0;5;8192;0;0;0.007540;NA;0.018850;0.029411;0.029411;0.05;59;80
1.37;215;1;2.8;128;1;0;5;8192;0;1;.001647;NA;.005165;.006958;.006958;1.37;215;99
1.38;217;1;2.8;128;1;0;5;40960;0;0;0.041463;NA;0.131889;0.176410;0.176409;0.31;283;84
1.38;216;1;2.8;128;1;0;5;40960;0;1;.010179;NA;.029427;.037942;.037942;1.38;216;99
1.37;216;1;2.8;128;1;0;6;4096;0;0;0.002046;NA;0.004523;0.006938;0.006937;0.01;23;89
1.36;215;1;2.8;128;1;0;6;4096;0;1;.000379;NA;.000843;.001409;.001409;1.36;215;99
1.37;216;1;2.8;128;1;0;6;8192;0;0;0.004113;NA;0.009083;0.013863;0.013862;0.03;43;84
1.37;216;1;2.8;128;1;0;6;8192;0;1;.000791;NA;.001689;.002660;.002660;1.37;216;99
1.37;216;1;2.8;128;1;0;6;40960;0;0;0.022457;NA;0.051511;0.069297;0.069296;0.18;203;90
1.37;215;1;2.8;128;1;0;6;40960;0;1;.006204;NA;.011795;.015606;.015605;1.37;215;99
1.41;217;1;2.8;256;1;0;1;4096;0;0;0.003279;NA;0.022008;0.018044;0.018043;0.04;67;109
1.40;216;1;2.8;256;1;0;1;4096;0;1;.000789;NA;.005564;.005610;.005609;1.40;216;99
1.39;217;1;2.8;256;1;0;1;8192;0;0;0.006602;NA;0.044432;0.035942;0.035941;0.08;132;111
1.39;216;1;2.8;256;1;0;1;8192;0;1;.001780;NA;.011113;.011226;.011226;1.39;216;99
1.40;216;1;2.8;256;1;0;1;40960;0;0;0.040616;NA;0.244806;0.196531;0.196531;0.42;639;111
1.39;216;1;2.8;256;1;0;1;40960;0;1;.008830;NA;.054405;.055134;.055134;1.39;216;99
1.38;214;1;2.8;256;1;0;2;4096;0;0;0.005969;NA;0.024082;0.026181;0.026181;0.05;75;94
1.38;214;1;2.8;256;1;0;2;4096;0;1;.001020;NA;.005274;.006375;.006375;1.38;214;99
1.38;215;1;2.8;256;1;0;2;8192;0;0;0.012307;NA;0.048073;0.053426;0.053425;0.10;149;94
1.36;215;1;2.8;256;1;0;2;8192;0;1;.002544;NA;.010350;.012261;.012261;1.36;215;100
1.38;216;1;2.8;256;1;0;2;40960;0;0;0.068851;NA;0.244967;0.259363;0.259362;0.51;721;97
1.39;215;1;2.8;256;1;0;2;40960;0;1;.012769;NA;.050132;.058287;.058286;1.39;215;99
1.34;215;1;2.8;256;1;0;3;4096;0;0;0.004919;NA;0.012338;0.025815;0.025814;0.05;51;72
1.34;214;1;2.8;256;1;0;3;4096;0;1;.001075;NA;.003994;.005707;.005707;1.34;214;99
1.34;213;1;2.8;256;1;0;3;8192;0;0;0.011207;NA;0.023410;0.053206;0.053205;0.10;99;70
1.34;214;1;2.8;256;1;0;3;8192;0;1;.002583;NA;.008482;.011706;.011706;1.34;214;99
1.34;214;1;2.8;256;1;0;3;40960;0;0;0.062686;NA;0.147283;0.268143;0.268142;0.52;482;76
1.34;214;1;2.8;256;1;0;3;40960;0;1;.013121;NA;.041354;.054499;.054499;1.34;214;99
1.34;213;1;2.8;256;1;0;4;4096;0;0;0.004146;NA;0.012013;0.021572;0.021571;0.04;51;76
1.34;213;1;2.8;256;1;0;4;4096;0;1;.001019;NA;.003182;.004978;.004978;1.34;213;99
1.33;213;1;2.8;256;1;0;4;8192;0;0;0.010045;NA;0.023706;0.043697;0.043696;0.09;99;76
1.34;215;1;2.8;256;1;0;4;8192;0;1;.002343;NA;.006854;.009950;.009950;1.34;215;99
1.34;214;1;2.8;256;1;0;4;40960;0;0;0.059608;NA;0.156348;0.235907;0.235906;0.49;481;82
1.34;214;1;2.8;256;1;0;4;40960;0;1;.012558;NA;.034851;.047495;.047495;1.34;214;99
1.35;214;1;2.8;256;1;0;5;4096;0;0;0.004989;NA;0.014336;0.024874;0.024873;0.05;59;76
1.35;215;1;2.8;256;1;0;5;4096;0;1;.001091;NA;.003985;.005543;.005543;1.35;215;99
1.34;215;1;2.8;256;1;0;5;8192;0;0;0.010843;NA;0.033339;0.049711;0.049710;0.09;115;81
1.35;215;1;2.8;256;1;0;5;8192;0;1;.002452;NA;.008200;.011076;.011076;1.35;215;99
1.36;214;1;2.8;256;1;0;5;40960;0;0;0.063184;NA;0.182367;0.255316;0.255315;0.51;562;84
1.35;213;1;2.8;256;1;0;5;40960;0;1;.013184;NA;.040236;.053476;.053476;1.35;213;99
1.33;213;1;2.8;256;1;0;6;4096;0;0;0.002667;NA;0.007129;0.011533;0.011532;0.03;43;84
1.34;215;1;2.8;256;1;0;6;4096;0;1;.000575;NA;.001275;.002271;.002271;1.34;215;99
1.34;213;1;2.8;256;1;0;6;8192;0;0;0.005933;NA;0.013734;0.021706;0.021705;0.06;83;87
1.33;214;1;2.8;256;1;0;6;8192;0;1;.001414;NA;.002815;.004598;.004598;1.33;214;99
1.34;213;1;2.8;256;1;0;6;40960;0;0;0.034655;NA;0.084906;0.118688;0.118687;0.34;405;90
1.34;215;1;2.8;256;1;0;6;40960;0;1;.008080;NA;.015703;.023527;.023527;1.34;215;99
1.37;217;1;2.8;512;1;0;1;4096;0;0;0.005101;NA;0.040555;0.035058;0.035057;0.08;131;104
1.38;216;1;2.8;512;1;0;1;4096;0;1;.001145;NA;.010070;.010163;.010163;1.38;216;99
1.38;215;1;2.8;512;1;0;1;8192;0;0;0.010020;NA;0.088251;0.069139;0.069138;0.16;258;111
1.38;216;1;2.8;512;1;0;1;8192;0;1;.002552;NA;.021326;.019813;.019813;1.38;216;100
1.38;215;1;2.8;512;1;0;1;40960;0;0;0.055376;NA;0.435673;0.334844;0.334843;0.79;1274;112
1.37;216;1;2.8;512;1;0;1;40960;0;1;.012129;NA;.095753;.099957;.099957;1.37;216;99
1.35;215;1;2.8;512;1;0;2;4096;0;0;0.009754;NA;0.045222;0.051091;0.051091;0.10;147;94
1.36;215;1;2.8;512;1;0;2;4096;0;1;.001720;NA;.009041;.011308;.011308;1.36;215;99
1.35;215;1;2.8;512;1;0;2;8192;0;0;0.019514;NA;0.089595;0.098072;0.098071;0.19;290;95
1.35;215;1;2.8;512;1;0;2;8192;0;1;.003584;NA;.017924;.021864;.021864;1.35;215;99
1.35;214;1;2.8;512;1;0;2;40960;0;0;0.100792;NA;0.424883;0.464916;0.464915;0.97;1438;95
1.35;214;1;2.8;512;1;0;2;40960;0;1;.017009;NA;.090030;.105772;.105772;1.35;214;99
1.33;213;1;2.8;512;1;0;3;4096;0;0;0.009126;NA;0.022119;0.050422;0.050421;0.10;99;69
1.33;214;1;2.8;512;1;0;3;4096;0;1;.001994;NA;.007348;.010616;.010616;1.33;214;100
1.33;213;1;2.8;512;1;0;3;8192;0;0;0.017086;NA;0.045299;0.103004;0.103003;0.20;195;70
1.32;214;1;2.8;512;1;0;3;8192;0;1;.003679;NA;.014711;.020487;.020487;1.32;214;99
1.32;213;1;2.8;512;1;0;3;40960;0;0;0.092677;NA;0.241993;0.491789;0.491788;1.00;961;74
1.32;213;1;2.8;512;1;0;3;40960;0;1;.018627;NA;.071961;.097020;.097019;1.32;213;99
1.32;213;1;2.8;512;1;0;4;4096;0;0;0.008265;NA;0.021903;0.042224;0.042223;0.09;99;75
1.31;212;1;2.8;512;1;0;4;4096;0;1;.001924;NA;.005875;.008807;.008807;1.31;212;100
1.32;214;1;2.8;512;1;0;4;8192;0;0;0.016757;NA;0.046609;0.080577;0.080576;0.18;194;80
1.32;214;1;2.8;512;1;0;4;8192;0;1;.003751;NA;.012106;.017072;.017072;1.32;214;99
1.32;214;1;2.8;512;1;0;4;40960;0;0;0.088122;NA;0.256230;0.395560;0.395559;0.89;958;83
1.33;214;1;2.8;512;1;0;4;40960;0;1;.018561;NA;.057905;.078613;.078613;1.33;214;99
1.33;215;1;2.8;512;1;0;5;4096;0;0;0.008841;NA;0.030329;0.048403;0.048402;0.09;115;80
1.33;214;1;2.8;512;1;0;5;4096;0;1;.001912;NA;.007241;.010369;.010369;1.33;214;99
1.33;213;1;2.8;512;1;0;5;8192;0;0;0.018016;NA;0.066839;0.095204;0.095203;0.19;227;85
1.33;214;1;2.8;512;1;0;5;8192;0;1;.003714;NA;.014571;.019576;.019576;1.33;214;100
1.33;213;1;2.8;512;1;0;5;40960;0;0;0.095520;NA;0.333317;0.451981;0.451980;0.95;1123;87
1.34;214;1;2.8;512;1;0;5;40960;0;1;.018783;NA;.073861;.093593;.093593;1.34;214;99
1.31;214;1;2.8;512;1;0;6;4096;0;0;0.004582;NA;0.012608;0.022989;0.022988;0.06;83;82
1.31;212;1;2.8;512;1;0;6;4096;0;1;.001112;NA;.002378;.004170;.004170;1.31;212;99
1.31;212;1;2.8;512;1;0;6;8192;0;0;0.008809;NA;0.026036;0.041819;0.041818;0.13;163;87
1.32;214;1;2.8;512;1;0;6;8192;0;1;.002169;NA;.004967;.008655;.008654;1.32;214;99
1.32;214;1;2.8;512;1;0;6;40960;0;0;0.049562;NA;0.143131;0.215498;0.215497;0.67;805;88
1.31;213;1;2.8;512;1;0;6;40960;0;1;.010497;NA;.025588;.041670;.041670;1.31;213;100
1.43;217;1;2.6;128;1;0;1;4096;0;0;0.002511;NA;0.014419;0.013638;0.013637;0.02;35;100
1.42;217;1;2.6;128;1;0;1;4096;0;1;.000563;NA;.003128;.003012;.003012;1.42;217;99
1.43;217;1;2.6;128;1;0;1;8192;0;0;0.005130;NA;0.028211;0.025027;0.025026;0.05;67;106
1.44;218;1;2.6;128;1;0;1;8192;0;1;.001130;NA;.007093;.007074;.007074;1.44;218;99
1.42;217;1;2.6;128;1;0;1;40960;0;0;0.029335;NA;0.165388;0.141939;0.141938;0.26;321;109
1.43;218;1;2.6;128;1;0;1;40960;0;1;.007491;NA;.039243;.040585;.040585;1.43;218;99
1.40;218;1;2.6;128;1;0;2;4096;0;0;0.004251;NA;0.014368;0.016568;0.016568;0.03;39;87
1.40;218;1;2.6;128;1;0;2;4096;0;1;.000784;NA;.003158;.003856;.003856;1.40;218;99
1.41;216;1;2.6;128;1;0;2;8192;0;0;0.008180;NA;0.027288;0.030906;0.030905;0.05;75;93
1.40;217;1;2.6;128;1;0;2;8192;0;1;.001643;NA;.006880;.007970;.007970;1.40;217;100
1.40;217;1;2.6;128;1;0;2;40960;0;0;0.049204;NA;0.168157;0.178020;0.178019;0.32;362;96
1.41;217;1;2.6;128;1;0;2;40960;0;1;.010566;NA;.034594;.039847;.039846;1.41;217;99
1.37;215;1;2.6;128;1;0;3;4096;0;0;0.003503;NA;0.007621;0.015268;0.015268;0.03;27;70
1.38;216;1;2.6;128;1;0;3;4096;0;1;.000798;NA;.002271;.003408;.003408;1.38;216;100
1.37;215;1;2.6;128;1;0;3;8192;0;0;0.007072;NA;0.015639;0.031776;0.031775;0.06;51;70
1.38;216;1;2.6;128;1;0;3;8192;0;1;.001668;NA;.005201;.007262;.007262;1.38;216;99
1.38;216;1;2.6;128;1;0;3;40960;0;0;0.040647;NA;0.097086;0.185267;0.185266;0.32;243;71
1.37;215;1;2.6;128;1;0;3;40960;0;1;.010602;NA;.029069;.039025;.039025;1.37;215;99
1.37;216;1;2.6;128;1;0;4;4096;0;0;0.002988;NA;0.007517;0.013897;0.013897;0.02;27;75
1.37;216;1;2.6;128;1;0;4;4096;0;1;.000649;NA;.001873;.002848;.002848;1.37;216;99
1.37;215;1;2.6;128;1;0;4;8192;0;0;0.005954;NA;0.015831;0.028234;0.028233;0.05;51;73
1.37;215;1;2.6;128;1;0;4;8192;0;1;.001382;NA;.003981;.005863;.005863;1.37;215;99
1.36;215;1;2.6;128;1;0;4;40960;0;0;0.036446;NA;0.105733;0.161186;0.161185;0.29;242;79
1.36;216;1;2.6;128;1;0;4;40960;0;1;.009894;NA;.026490;.035889;.035889;1.36;216;99
1.39;215;1;2.6;128;1;0;5;4096;0;0;0.003561;NA;0.009504;0.016230;0.016229;0.03;31;69
1.38;216;1;2.6;128;1;0;5;4096;0;1;.000810;NA;.002349;.003255;.003255;1.38;216;99
1.38;216;1;2.6;128;1;0;5;8192;0;0;0.007138;NA;0.018766;0.030119;0.030119;0.05;59;76
1.38;216;1;2.6;128;1;0;5;8192;0;1;.001570;NA;.005070;.007071;.007071;1.38;216;99
1.39;216;1;2.6;128;1;0;5;40960;0;0;0.041687;NA;0.131513;0.173701;0.173700;0.31;283;84
1.38;217;1;2.6;128;1;0;5;40960;0;1;.010181;NA;.029316;.037935;.037935;1.38;217;100
1.37;216;1;2.6;128;1;0;6;4096;0;0;0.002062;NA;0.004967;0.007010;0.007009;0.01;23;89
1.37;215;1;2.6;128;1;0;6;4096;0;1;.000428;NA;.000839;.001409;.001409;1.37;215;100
