comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;1;1;256;1;0;5;40960;0;1;.000413;NA;.051734;.062242;.062242;0.53;563;476
0.02;3;1;1;1;256;1;0;5;40960;0;2;.000146;NA;.022354;.024522;.024522;0.59;563;1589
1.52;245;1;1;1;256;1;0;5;409600;0;0;0.017747;NA;2.112509;2.837903;2.837902;3.61;4794;79
0.01;3;1;1;1;256;1;0;5;409600;0;1;.004110;NA;.443424;.494632;.494632;3.88;5569;542
0.01;3;1;1;1;256;1;0;5;409600;0;2;.001437;NA;.211510;.236810;.236810;5.35;5570;1601
1.48;243;1;1;1;256;1;0;6;4096;0;0;0.000247;NA;0.022516;0.020971;0.020970;0.06;39;90
0.01;3;1;1;1;256;1;0;6;4096;0;1;.000022;NA;.002882;.003549;.003549;0.06;39;464
0.02;3;1;1;1;256;1;0;6;4096;0;2;.000006;NA;.000699;.000877;.000877;0.05;39;1420
1.45;242;1;1;1;256;1;0;6;40960;0;0;0.000922;NA;0.168643;0.140478;0.140477;0.26;327;111
0.02;3;1;1;1;256;1;0;6;40960;0;1;.000104;NA;.018447;.023485;.023484;0.29;327;466
0.01;3;1;1;1;256;1;0;6;40960;0;2;.000035;NA;.006698;.008049;.008049;0.30;330;1468
1.45;242;1;1;1;256;1;0;6;409600;0;0;0.008953;NA;1.590859;1.108937;1.108936;1.93;3207;124
0.02;3;1;1;1;256;1;0;6;409600;0;1;.001048;NA;.173993;.201158;.201157;2.11;3207;543
0.02;3;1;1;1;256;1;0;6;409600;0;2;.000354;NA;.071761;.085342;.085342;2.73;3207;1569
1.49;242;1;1;2;128;1;0;1;4096;0;0;0.002019;NA;0.060704;0.048970;0.048969;0.07;37;232
0.02;3;1;1;2;128;1;0;1;4096;0;1;.000138;NA;.003803;.002823;.002823;0.08;38;1112
0.01;3;1;1;2;128;1;0;1;4096;0;2;.000035;NA;.001175;.001236;.001236;0.09;38;3040
1.50;241;1;1;2;128;1;0;1;40960;0;0;0.007441;NA;0.358273;0.230014;0.230014;0.33;323;267
0.01;3;1;1;2;128;1;0;1;40960;0;1;.000638;NA;.027587;.024396;.024395;0.40;323;1231
0.01;3;1;1;2;128;1;0;1;40960;0;2;.000267;NA;.015555;.016973;.016973;0.76;323;3114
1.51;242;1;1;2;128;1;0;1;409600;0;0;0.073951;NA;2.869511;2.116463;2.116463;2.69;3181;254
0.01;3;1;1;2;128;1;0;1;409600;0;1;.006559;NA;.298499;.257604;.257604;3.77;3181;1333
0.02;3;1;1;2;128;1;0;1;409600;0;2;.002467;NA;.162045;.177745;.177745;7.54;3181;3132
1.46;241;1;1;2;128;1;0;2;4096;0;0;0.001933;NA;0.052723;0.046030;0.046029;0.07;38;183
0.02;3;1;1;2;128;1;0;2;4096;0;1;.000161;NA;.002627;.002950;.002950;0.07;38;918
0.02;3;1;1;2;128;1;0;2;4096;0;2;.000048;NA;.000888;.001103;.001103;0.08;38;2780
1.49;241;1;1;2;128;1;0;2;40960;0;0;0.007299;NA;0.315380;0.257502;0.257501;0.36;324;236
0.01;3;1;1;2;128;1;0;2;40960;0;1;.000711;NA;.023794;.023669;.023669;0.40;325;1086
0.02;3;1;1;2;128;1;0;2;40960;0;2;.000323;NA;.013092;.014946;.014946;0.68;325;2963
1.48;242;1;1;2;128;1;0;2;409600;0;0;0.065777;NA;2.545305;2.180066;2.180065;2.77;3193;219
0.01;3;1;1;2;128;1;0;2;409600;0;1;.007253;NA;.229351;.241984;.241984;3.58;3193;1126
0.02;3;1;1;2;128;1;0;2;409600;0;2;.003615;NA;.131383;.162372;.162372;7.02;3193;2802
1.47;241;1;1;2;128;1;0;3;4096;0;0;0.000486;NA;0.037374;0.051496;0.051495;0.08;26;141
0.01;3;1;1;2;128;1;0;3;4096;0;1;.000048;NA;.002462;.003117;.003117;0.07;38;829
0.02;3;1;1;2;128;1;0;3;4096;0;2;.000013;NA;.000723;.000953;.000953;0.07;38;2545
1.46;240;1;1;2;128;1;0;3;40960;0;0;0.001813;NA;0.207481;0.271113;0.271112;0.36;205;154
0.02;3;1;1;2;128;1;0;3;40960;0;1;.000213;NA;.018250;.022042;.022042;0.38;324;947
0.01;3;1;1;2;128;1;0;3;40960;0;2;.000089;NA;.010751;.012929;.012929;0.59;324;2825
1.49;240;1;1;2;128;1;0;3;409600;0;0;0.017759;NA;1.618322;2.149112;2.149112;2.69;1999;159
0.01;3;1;1;2;128;1;0;3;409600;0;1;.002121;NA;.175212;.213344;.213343;3.17;3187;1004
0.02;3;1;1;2;128;1;0;3;409600;0;2;.000820;NA;.105396;.136040;.136040;6.02;3187;2657
1.44;241;1;1;2;128;1;0;4;4096;0;0;0.000513;NA;0.037892;0.049980;0.049979;0.08;26;162
0.02;3;1;1;2;128;1;0;4;4096;0;1;.000042;NA;.002089;.002837;.002837;0.07;33;836
0.02;3;1;1;2;128;1;0;4;4096;0;2;.000011;NA;.000655;.000854;.000854;0.07;34;2684
1.48;241;1;1;2;128;1;0;4;40960;0;0;0.001723;NA;0.194219;0.254271;0.254270;0.34;204;159
0.02;3;1;1;2;128;1;0;4;40960;0;1;.000191;NA;.016964;.020582;.020582;0.36;283;926
0.01;3;1;1;2;128;1;0;4;40960;0;2;.000074;NA;.007439;.010189;.010189;0.50;283;2626
1.47;241;1;1;2;128;1;0;4;409600;0;0;0.018641;NA;1.524906;2.034964;2.034963;2.55;1993;156
0.01;3;1;1;2;128;1;0;4;409600;0;1;.002109;NA;.154658;.193677;.193677;2.92;2781;982
0.02;3;1;1;2;128;1;0;4;409600;0;2;.000818;NA;.077325;.109766;.109766;5.40;2781;2285
1.48;242;1;1;2;128;1;0;5;4096;0;0;0.000484;NA;0.044304;0.052308;0.052306;0.07;29;183
0.02;3;1;1;2;128;1;0;5;4096;0;1;.000040;NA;.002368;.002843;.002843;0.08;36;706
0.01;3;1;1;2;128;1;0;5;4096;0;2;.000013;NA;.000726;.000909;.000909;0.07;33;2728
1.48;240;1;1;2;128;1;0;5;40960;0;0;0.001811;NA;0.215000;0.257875;0.257874;0.36;245;162
0.02;3;1;1;2;128;1;0;5;40960;0;1;.000212;NA;.019234;.022426;.022426;0.41;284;905
0.02;3;1;1;2;128;1;0;5;40960;0;2;.000089;NA;.009808;.012273;.012273;0.57;284;2758
1.47;241;1;1;2;128;1;0;5;409600;0;0;0.017753;NA;1.671905;2.154886;2.154885;2.71;2399;163
0.02;3;1;1;2;128;1;0;5;409600;0;1;.002124;NA;.171948;.207513;.207513;3.09;2787;1009
0.01;3;1;1;2;128;1;0;5;409600;0;2;.000771;NA;.111846;.132897;.132897;5.75;2787;2937
1.46;240;1;1;2;128;1;0;6;4096;0;0;0.000261;NA;0.019773;0.016662;0.016661;0.04;22;200
0.02;3;1;1;2;128;1;0;6;4096;0;1;.000013;NA;.000724;.000914;.000914;0.04;22;911
0.01;3;1;1;2;128;1;0;6;4096;0;2;.000003;NA;.000208;.000295;.000295;0.05;25;2178
1.46;241;1;1;2;128;1;0;6;40960;0;0;0.000928;NA;0.121877;0.100695;0.100694;0.20;166;212
0.01;3;1;1;2;128;1;0;6;40960;0;1;.000053;NA;.005496;.006897;.006897;0.20;166;842
0.01;3;1;1;2;128;1;0;6;40960;0;2;.000021;NA;.003433;.003862;.003862;0.25;166;2939
1.47;240;1;1;2;128;1;0;6;409600;0;0;0.008967;NA;0.961856;0.791911;0.791909;1.33;1606;225
0.01;3;1;1;2;128;1;0;6;409600;0;1;.000520;NA;.066019;.075857;.075857;1.52;1606;1055
0.02;3;1;1;2;128;1;0;6;409600;0;2;.000208;NA;.047506;.053277;.053277;2.82;1606;3124
1.53;244;1;1;2;256;1;0;1;4096;0;0;0.001955;NA;0.096010;0.069172;0.069171;0.11;69;242
0.01;3;1;1;2;256;1;0;1;4096;0;1;.000124;NA;.006106;.004373;.004373;0.10;69;1241
0.01;3;1;1;2;256;1;0;1;4096;0;2;.000029;NA;.002491;.002714;.002714;0.15;69;2984
1.50;246;1;1;2;256;1;0;1;40960;0;0;0.007396;NA;0.630863;0.349510;0.349509;0.48;641;309
0.02;3;1;1;2;256;1;0;1;40960;0;1;.000645;NA;.050956;.044071;.044071;0.68;641;1288
0.02;3;1;1;2;256;1;0;1;40960;0;2;.000256;NA;.025914;.029085;.029085;1.28;641;3049
1.50;245;1;1;2;256;1;0;1;409600;0;0;0.075512;NA;4.146419;2.825418;2.825417;3.73;6356;271
0.02;3;1;1;2;256;1;0;1;409600;0;1;.006629;NA;.505260;.440741;.440741;6.40;6356;1309
0.01;3;1;1;2;256;1;0;1;409600;0;2;.002413;NA;.258817;.300098;.300098;12.64;6356;3000
1.50;244;1;1;2;256;1;0;2;4096;0;0;0.001807;NA;0.070585;0.061408;0.061406;0.10;70;200
0.02;3;1;1;2;256;1;0;2;4096;0;1;.000155;NA;.004351;.004132;.004131;0.10;69;990
0.01;3;1;1;2;256;1;0;2;4096;0;2;.000047;NA;.001898;.002282;.002282;0.14;71;2516
1.52;245;1;1;2;256;1;0;2;40960;0;0;0.007132;NA;0.456336;0.376912;0.376911;0.51;643;239
0.02;3;1;1;2;256;1;0;2;40960;0;1;.000914;NA;.038872;.037598;.037598;0.61;643;1166
0.02;3;1;1;2;256;1;0;2;40960;0;2;.000562;NA;.020287;.025600;.025600;1.22;646;2602
1.52;244;1;1;2;256;1;0;2;409600;0;0;0.070879;NA;3.689418;3.110269;3.110268;4.01;6381;226
0.01;3;1;1;2;256;1;0;2;409600;0;1;.009665;NA;.344350;.365547;.365547;5.52;6381;1109
0.01;3;1;1;2;256;1;0;2;409600;0;2;.006216;NA;.183805;.254280;.254279;11.97;6381;2390
1.53;244;1;1;2;256;1;0;3;4096;0;0;0.000479;NA;0.051351;0.069528;0.069527;0.10;46;137
0.02;3;1;1;2;256;1;0;3;4096;0;1;.000040;NA;.004360;.004657;.004657;0.10;69;921
0.02;3;1;1;2;256;1;0;3;4096;0;2;.000009;NA;.001390;.001798;.001798;0.12;69;2443
1.46;244;1;1;2;256;1;0;3;40960;0;0;0.001809;NA;0.222520;0.411046;0.411045;0.53;404;135
0.02;3;1;1;2;256;1;0;3;40960;0;1;.000209;NA;.029481;.034111;.034111;0.57;642;974
0.02;3;1;1;2;256;1;0;3;40960;0;2;.000085;NA;.016337;.021232;.021232;1.01;642;2549
1.51;245;1;1;2;256;1;0;3;409600;0;0;0.022830;NA;2.076828;3.187039;3.187038;4.05;3993;145
0.02;3;1;1;2;256;1;0;3;409600;0;1;.002299;NA;.266664;.311578;.311578;4.74;6368;1040
0.01;3;1;1;2;256;1;0;3;409600;0;2;.000864;NA;.160257;.207428;.207428;9.69;6368;2554
1.50;244;1;1;2;256;1;0;4;4096;0;0;0.000515;NA;0.053842;0.061630;0.061629;0.10;45;155
0.02;3;1;1;2;256;1;0;4;4096;0;1;.000029;NA;.003570;.004482;.004482;0.10;61;833
0.02;3;1;1;2;256;1;0;4;4096;0;2;.000009;NA;.001046;.001490;.001490;0.11;61;2304
1.50;243;1;1;2;256;1;0;4;40960;0;0;0.001821;NA;0.254004;0.364355;0.364354;0.49;403;147
0.02;3;1;1;2;256;1;0;4;40960;0;1;.000192;NA;.024877;.031124;.031123;0.53;561;924
0.02;3;1;1;2;256;1;0;4;40960;0;2;.000072;NA;.012703;.017201;.017201;0.84;561;2504
1.50;244;1;1;2;256;1;0;4;409600;0;0;0.016222;NA;2.036283;2.953132;2.953131;3.78;3981;149
0.01;3;1;1;2;256;1;0;4;409600;0;1;.002023;NA;.227995;.284656;.284656;4.41;5556;990
0.02;3;1;1;2;256;1;0;4;409600;0;2;.000755;NA;.119310;.176562;.176562;8.88;5556;2201
1.50;243;1;1;2;256;1;0;5;4096;0;0;0.000550;NA;0.059833;0.070093;0.070091;0.10;54;175
0.01;3;1;1;2;256;1;0;5;4096;0;1;.000038;NA;.004217;.004868;.004868;0.11;61;877
0.02;3;1;1;2;256;1;0;5;4096;0;2;.000010;NA;.001511;.001770;.001770;0.11;61;2901
1.48;243;1;1;2;256;1;0;5;40960;0;0;0.001807;NA;0.267034;0.386317;0.386316;0.51;484;153
0.02;3;1;1;2;256;1;0;5;40960;0;1;.000211;NA;.027756;.032757;.032756;0.55;562;967
0.02;3;1;1;2;256;1;0;5;40960;0;2;.000088;NA;.016354;.020228;.020228;0.98;562;2649
1.49;244;1;1;2;256;1;0;5;409600;0;0;0.022833;NA;2.183982;3.065959;3.065958;3.91;4793;154
0.02;3;1;1;2;256;1;0;5;409600;0;1;.002297;NA;.261076;.301479;.301478;4.62;5568;1052
0.01;3;1;1;2;256;1;0;5;409600;0;2;.000843;NA;.151953;.201644;.201644;9.15;5568;2596
1.48;242;1;1;2;256;1;0;6;4096;0;0;0.000308;NA;0.033061;0.023649;0.023648;0.06;38;204
0.01;3;1;1;2;256;1;0;6;4096;0;1;.000011;NA;.000958;.001625;.001625;0.06;38;781
0.01;3;1;1;2;256;1;0;6;4096;0;2;.000003;NA;.000361;.000479;.000479;0.06;38;2567
1.45;242;1;1;2;256;1;0;6;40960;0;0;0.000925;NA;0.194015;0.170717;0.170716;0.29;326;206
0.01;3;1;1;2;256;1;0;6;40960;0;1;.000067;NA;.008636;.011502;.011502;0.29;326;882
0.01;3;1;1;2;256;1;0;6;40960;0;2;.000025;NA;.005525;.006240;.006240;0.43;327;2955
1.49;243;1;1;2;256;1;0;6;409600;0;0;0.008966;NA;1.591337;1.210555;1.210554;2.08;3206;226
0.02;3;1;1;2;256;1;0;6;409600;0;1;.000526;NA;.094913;.113031;.113031;2.42;3206;1031
0.02;3;1;1;2;256;1;0;6;409600;0;2;.000191;NA;.057476;.070155;.070155;4.26;3206;2944
1.50;241;1;1;4;128;1;0;1;4096;0;0;0.002041;NA;0.059071;0.048878;0.048876;0.08;37;426
0.01;3;1;1;4;128;1;0;1;4096;0;1;.000059;NA;.001508;.001710;.001710;0.08;38;1790
0.02;3;1;1;4;128;1;0;1;4096;0;2;.000018;NA;.000794;.001302;.001302;0.16;38;3954
1.47;246;1;1;4;128;1;0;1;40960;0;0;0.007454;NA;0.347851;0.249272;0.249271;0.34;323;510
0.02;3;1;1;4;128;1;0;1;40960;0;1;.000325;NA;.017930;.020018;.020018;0.61;323;2065
0.01;3;1;1;4;128;1;0;1;40960;0;2;.000200;NA;.011589;.017726;.017726;1.57;323;4429
1.50;241;1;1;4;128;1;0;1;409600;0;0;0.073936;NA;3.237848;2.298142;2.298141;2.89;3181;504
0.01;3;1;1;4;128;1;0;1;409600;0;1;.003303;NA;.198098;.215026;.215026;5.93;3181;2186
0.02;3;1;1;4;128;1;0;1;409600;0;2;.002010;NA;.121056;.197132;.197132;16.19;3181;4364
1.47;242;1;1;4;128;1;0;2;4096;0;0;0.001860;NA;0.054295;0.049257;0.049256;0.08;38;388
0.02;3;1;1;4;128;1;0;2;4096;0;1;.000084;NA;.001131;.001415;.001415;0.07;38;1711
0.01;3;1;1;4;128;1;0;2;4096;0;2;.000035;NA;.000557;.001191;.001191;0.15;38;3434
1.50;241;1;1;4;128;1;0;2;40960;0;0;0.007114;NA;0.306259;0.281151;0.281150;0.38;325;418
0.02;3;1;1;4;128;1;0;2;40960;0;1;.000389;NA;.014507;.017051;.017051;0.53;325;1982
0.01;3;1;1;4;128;1;0;2;40960;0;2;.000349;NA;.009208;.016513;.016513;1.51;325;3809
1.49;240;1;1;4;128;1;0;2;409600;0;0;0.065652;NA;2.880649;2.673667;2.673666;3.27;3193;413
0.01;3;1;1;4;128;1;0;2;409600;0;1;.004626;NA;.155871;.186146;.186146;5.29;3193;2009
0.01;3;1;1;4;128;1;0;2;409600;0;2;.003116;NA;.102020;.171307;.171307;14.73;3193;4178
1.50;240;1;1;4;128;1;0;3;4096;0;0;0.000527;NA;0.038433;0.051379;0.051378;0.07;26;270
0.02;3;1;1;4;128;1;0;3;4096;0;1;.000026;NA;.000967;.001323;.001323;0.06;38;1750
0.02;3;1;1;4;128;1;0;3;4096;0;2;.000007;NA;.000490;.000806;.000806;0.11;38;4342
1.49;241;1;1;4;128;1;0;3;40960;0;0;0.001841;NA;0.173424;0.282458;0.282457;0.37;205;271
0.01;3;1;1;4;128;1;0;3;40960;0;1;.000106;NA;.012015;.014407;.014407;0.47;324;1892
0.01;3;1;1;4;128;1;0;3;40960;0;2;.000072;NA;.007771;.012606;.012606;1.15;324;4205
1.45;240;1;1;4;128;1;0;3;409600;0;0;0.017757;NA;1.642196;2.727048;2.727047;3.27;1999;273
0.01;3;1;1;4;128;1;0;3;409600;0;1;.001104;NA;.117949;.155439;.155439;4.68;3187;1743
0.02;3;1;1;4;128;1;0;3;409600;0;2;.000656;NA;.084978;.132225;.132225;11.71;3187;4362
1.48;240;1;1;4;128;1;0;4;4096;0;0;0.000527;NA;0.041861;0.049184;0.049183;0.07;25;287
